Index Number;Name;Address;Project Status;Occupancy Year;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;Clientele- Families;Clientele - Seniors;Clientele - Other;Operator;Local Area;URL;Geom
845;Margaret Mitchell Place;2132 Ash Street;Completed;2018;;;;;6;;;;;;;;;;46;;0;0;52;PHS Community Services Society;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=845;"{""type"": ""Point"", ""coordinates"": [-123.11698471, 49.26631322]}"
143;Golden Age Court;145 E Cordova St;Completed;1985;0;0;0;0;0;0;0;0;0;0;18;0;0;0;53;0;0;71;0;Harry Lin Chin Foundation;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=143;"{""type"": ""Point"", ""coordinates"": [-123.10045916, 49.28255723]}"
148;Union Gospel Mission;604 E Cordova St;Completed;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;14;Union Gospel Mission;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=148;"{""type"": ""Point"", ""coordinates"": [-123.09098604, 49.2818717]}"
150;Melton Court Co-op;2310 Cornwall Ave;Completed;1982;0;0;0;0;0;0;0;0;0;0;6;5;0;0;10;0;5;0;16;Melton Court Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=150;"{""type"": ""Point"", ""coordinates"": [-123.15780793, 49.2723574]}"
154;De Cosmos Village Co-op;3564 Dease Lane;Completed;1972;0;0;0;0;0;0;0;0;0;0;0;31;74;5;0;0;110;0;0;De Cosmos Village Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=154;"{""type"": ""Point"", ""coordinates"": [-123.02554929, 49.2228022]}"
163;Euclid Square;3520 Euclid Ave;Completed;1979;4;0;0;0;0;0;0;0;0;0;0;12;17;0;0;0;29;0;4;Metro Vancouver Housing Corporation;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=163;"{""type"": ""Point"", ""coordinates"": [-123.02988574, 49.2344612]}"
179;Vancouver East Co-op;1750 Grant St;Completed;1981;0;0;0;0;0;0;0;0;0;0;3;6;0;0;2;0;6;0;5;Vancouver East Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=179;"{""type"": ""Point"", ""coordinates"": [-123.06848813, 49.27102079]}"
189;Ford Building;375 Main St;Completed;1985;0;0;0;0;0;0;0;0;0;0;7;0;0;0;69;0;0;0;76;Affordable Housing Societies;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=189;"{""type"": ""Point"", ""coordinates"": [-123.10011042, 49.28158604]}"
197;Jubilee House;1099 Richards Street;Completed;2016;0;0;0;0;4;0;0;0;0;0;49;0;0;0;109;0;0;31;131;The 127 Society for Housing;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=197;
202;MacLean Park - Phase II;350 Keefer St;Completed;1970;0;0;0;0;0;0;0;0;0;0;70;72;45;22;91;0;139;161;0;BC Housing;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=202;"{""type"": ""Point"", ""coordinates"": [-123.09526693, 49.27849178]}"
208;Ukrainian Manor;7007 Kerr St;Completed;1970;0;0;0;0;0;0;0;0;0;0;9;0;0;0;27;0;0;36;0;Ukrainian Senior Citizens Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=208;"{""type"": ""Point"", ""coordinates"": [-123.04186443, 49.21945024]}"
217;Culloden Court;6100 Inverness St;Completed;1969;0;0;0;0;0;0;0;0;0;0;24;48;24;16;20;0;88;44;0;BC Housing;Sunset;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=217;"{""type"": ""Point"", ""coordinates"": [-123.07858498, 49.22835508]}"
218;Wellington Apartment;1399 Fountain Way;Completed;1980;0;0;0;0;0;0;0;0;0;0;44;33;8;0;0;0;41;44;0;Wellington Society;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=218;"{""type"": ""Point"", ""coordinates"": [-123.13509226, 49.26804963]}"
228;Fraser Lands Family Housing;2680 Blanche St;Completed;1992;0;0;0;0;0;0;0;0;0;0;0;22;21;0;0;0;43;0;0;Red Door Housing Society;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=228;"{""type"": ""Point"", ""coordinates"": [-123.05288401, 49.20659423]}"
232;Marpole Terrace Co-op;8695 SW Marine Dr;Completed;1986;0;8;0;0;0;0;0;0;0;0;6;21;4;0;0;0;33;0;6;Marpole Terrace Co-op Housing Association;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=232;"{""type"": ""Point"", ""coordinates"": [-123.14269428, 49.20753063]}"
253;May MacLean Place;128 N Nanaimo St;Completed;1992;0;0;0;0;1;0;0;0;0;0;0;14;8;0;0;0;22;0;1;Kiwassa Housing Society;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=253;"{""type"": ""Point"", ""coordinates"": [-123.0558684, 49.28599067]}"
267;Pendera;133 W Pender St;Completed;1990;5;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;109;5;Vancouver Native Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=267;"{""type"": ""Point"", ""coordinates"": [-123.10855569, 49.28154278]}"
270;Harbour Cove Co-op;1515 W 1st Ave;Completed;1986;2;2;1;0;0;0;0;0;0;0;4;8;4;0;0;0;15;0;6;Harbour Cove Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=270;"{""type"": ""Point"", ""coordinates"": [-123.14128903, 49.27205665]}"
272;Europe Hotel;43 Powell St;Completed;1983;0;0;0;0;0;0;0;0;0;0;5;0;0;0;25;54;0;0;84;Affordable Housing Societies;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=272;"{""type"": ""Point"", ""coordinates"": [-123.10320433, 49.28340214]}"
273;Columbia House;101 Powell St;Completed;1986;0;0;0;0;5;0;0;0;0;0;11;0;0;0;69;0;0;0;85;Affordable Housing Societies;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=273;"{""type"": ""Point"", ""coordinates"": [-123.10189962, 49.28346017]}"
274;Shiloh Place;245 Powell St;Completed;1991;8;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;42;0;Shiloh Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=274;"{""type"": ""Point"", ""coordinates"": [-123.09852395, 49.28341464]}"
277;Santiago Lodge;333 Powell St;Completed;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;24;The Bloom Group;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=277;"{""type"": ""Point"", ""coordinates"": [-123.09696743, 49.28339069]}"
282;Chelsea Lane;1680 E 6th Ave;Completed;1993;2;0;0;0;0;0;0;0;0;0;27;16;0;0;0;0;16;27;2;New Chelsea Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=282;"{""type"": ""Point"", ""coordinates"": [-123.07061566, 49.26471157]}"
284;Renfrew Park Manor;3433 Renfrew St;Completed;1976;6;0;0;0;0;0;0;0;0;0;14;0;0;0;20;0;0;40;0;East Enders Amherst Lions Society;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=284;"{""type"": ""Point"", ""coordinates"": [-123.0448255, 49.25359041]}"
286;Rupert Lane;4830 Rupert St;Completed;1971;0;0;0;0;0;0;0;0;0;0;17;16;6;3;0;0;42;0;0;BC Housing;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=286;"{""type"": ""Point"", ""coordinates"": [-123.03639148, 49.24060975]}"
291;Beulah Garden Homes;2050 Rupert St;Completed;1965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;48;0;Beulah Garden Homes Society;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=291;"{""type"": ""Point"", ""coordinates"": [-123.03326161, 49.26621497]}"
293;New Continental;1067 Seymour St;Completed;1992;3;0;0;0;2;0;0;0;0;0;52;0;0;0;53;0;0;105;5;City of Vancouver;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=293;"{""type"": ""Point"", ""coordinates"": [-123.12355177, 49.27796805]}"
295;Robson Park Co-op (Phase II);3335-45 Sophia St;Completed;1983;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;4;0;3;Robson Park Co-op Housing Association;Riley Park;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=295;"{""type"": ""Point"", ""coordinates"": [-123.09873888, 49.2550164]}"
309;Chelsea Corner;3548 Victoria Dr;Completed;1991;0;0;0;0;0;0;0;0;0;0;0;10;16;2;0;0;28;0;0;New Chelsea Society;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=309;"{""type"": ""Point"", ""coordinates"": [-123.0656301, 49.25319001]}"
310;Kitsun Co-op;2431 Vine St;Completed;1979;0;0;0;0;0;0;0;0;0;0;1;11;5;0;0;0;16;0;1;Kiwassa Housing Society;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=310;"{""type"": ""Point"", ""coordinates"": [-123.15791342, 49.26419383]}"
321;Jeffrey Ross Residence;510 Alexander St;Completed;1993;4;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;33;4;Lookout Emergency Aid Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=321;"{""type"": ""Point"", ""coordinates"": [-123.09262135, 49.2837058]}"
324;Chelsea Crossing;3691 Vanness Ave;Completed;1996;0;2;0;0;0;0;0;0;0;0;0;15;11;3;0;0;29;0;2;New Chelsea Society;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=324;"{""type"": ""Point"", ""coordinates"": [-123.02406143, 49.23533146]}"
325;Longwater Park;1774 E Kent Ave S;Completed;1995;0;0;2;0;0;0;0;0;0;0;0;16;20;4;0;0;42;0;0;Affordable Housing Societies;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=325;"{""type"": ""Point"", ""coordinates"": [-123.06946548, 49.20783398]}"
333;Semlin Gardens;1975 E 12th Ave;Completed;1995;0;3;0;0;0;0;0;0;0;0;0;17;8;0;0;0;0;0;28;YWCA Vancouver;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=333;"{""type"": ""Point"", ""coordinates"": [-123.06448489, 49.25978589]}"
335;Collingwood Tower;5657 Harold St;Completed;1978;1;0;0;0;0;0;0;0;0;0;11;0;0;0;66;0;0;78;0;Brightside Community Homes Foundation;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=335;"{""type"": ""Point"", ""coordinates"": [-123.03625358, 49.23266161]}"
346;Hooper Apartments;1188 Pendrell St;Completed;1997;0;0;0;0;2;0;0;0;0;0;22;0;0;0;7;0;0;0;31;Coast Foundation Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=346;"{""type"": ""Point"", ""coordinates"": [-123.13218028, 49.28215354]}"
347;Coal Harbour Co-op;599 Nicola St;Completed;1998;9;5;0;0;0;0;0;0;0;0;4;52;26;3;0;0;87;0;12;Coal Harbour Co-op Housing Association;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=347;"{""type"": ""Point"", ""coordinates"": [-123.12895356, 49.29092964]}"
362;Seymour Place;1221 Seymour St;Completed;2000;0;0;0;0;9;0;0;0;0;0;10;0;0;0;117;0;0;0;136;Affordable Housing Societies;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=362;"{""type"": ""Point"", ""coordinates"": [-123.12591112, 49.27641924]}"
364;The Marjorie White Building;1640 Graveley St;Completed;1998;1;0;0;0;0;0;0;0;0;0;1;10;6;0;0;0;17;0;1;Lu'Ma Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=364;"{""type"": ""Point"", ""coordinates"": [-123.07051679, 49.27026481]}"
367;The Edge;275 Alexander St;Completed;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;30;The Core Artists Co-op;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=367;"{""type"": ""Point"", ""coordinates"": [-123.09842997, 49.28443077]}"
381;The Crowne;5750 Oak St;Completed;2001;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;Vancouver Jewish Building Society;Oakridge;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=381;"{""type"": ""Point"", ""coordinates"": [-123.12761225, 49.23342156]}"
382;Lore Krill Co-op;65 W Cordova St;Completed;2002;0;0;0;0;0;0;0;0;0;0;82;10;0;0;14;0;10;0;96;Lore Krill Co-operative Housing Association;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=382;"{""type"": ""Point"", ""coordinates"": [-123.10598488, 49.28306444]}"
383;Regal Place Hotel;146 W Hastings St;Completed;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;40;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=383;"{""type"": ""Point"", ""coordinates"": [-123.10880758, 49.28198916]}"
386;Lore Krill Co-op;239 E Georgia St;Completed;2002;0;0;0;0;3;0;0;0;0;0;52;23;9;10;0;0;42;0;55;Lore Krill Co-operative Housing Association;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=386;"{""type"": ""Point"", ""coordinates"": [-123.09841302, 49.27881639]}"
395;Collingwood Village Co-op;3501 Euclid Ave;Completed;2001;2;2;0;0;0;0;0;0;0;0;5;34;27;9;0;0;72;0;7;Collingwood Village Co-op Housing Association;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=395;"{""type"": ""Point"", ""coordinates"": [-123.02973841, 49.23530774]}"
399;YWCA Crabtree Corner;533 E Hastings St;Completed;2003;2;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;12;YWCA Vancouver;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=399;"{""type"": ""Point"", ""coordinates"": [-123.09237802, 49.28150949]}"
400;Lu'Ma Housing;1254 E 8th Ave;Completed;2004;1;1;1;0;0;0;4;0;0;0;2;4;7;1;1;0;16;0;6;Lu'Ma Native Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=400;"{""type"": ""Point"", ""coordinates"": [-123.07803227, 49.2630781]}"
426;Mole Hill - Phase II;1164 Comox St;Completed;2002;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=426;"{""type"": ""Point"", ""coordinates"": [-123.13095052, 49.28260492]}"
429;Mole Hill - Phase II;1122 Bute St;Completed;2003;0;0;0;0;0;0;0;0;0;0;4;0;1;0;3;0;1;0;7;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=429;"{""type"": ""Point"", ""coordinates"": [-123.13184189, 49.28251479]}"
431;Mole Hill - Phase II;1169 Pendrell St;Completed;2003;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;5;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=431;"{""type"": ""Point"", ""coordinates"": [-123.13144244, 49.2822864]}"
435;Mole Hill - Phase II;1147 Pendrell St;Completed;2003;0;0;0;0;0;0;0;0;0;0;4;1;0;0;2;0;1;0;6;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=435;"{""type"": ""Point"", ""coordinates"": [-123.13052304, 49.28168704]}"
440;Mole Hill - Phase II;1119 Thurlow St;Completed;2003;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;7;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=440;"{""type"": ""Point"", ""coordinates"": [-123.13017016, 49.28130065]}"
6;Helen's Court Co-op;2137 W 1st Ave;Completed;1984;2;0;0;0;0;0;0;0;0;0;7;22;13;0;0;0;35;0;9;Helen's Court Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=6;"{""type"": ""Point"", ""coordinates"": [-123.1536261, 49.27104183]}"
11;Community Alternatives Co-op;1937 W 2nd Ave;Completed;1979;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;9;0;0;Community Alternatives Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=11;"{""type"": ""Point"", ""coordinates"": [-123.14884018, 49.27007463]}"
14;Paloma Co-op;1580 E 3rd Ave;Completed;1985;2;0;0;0;0;0;0;0;0;0;10;22;10;0;0;0;32;0;12;Paloma Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=14;"{""type"": ""Point"", ""coordinates"": [-123.07135898, 49.26755366]}"
23;Vancouver Native (5th Ave);1575 E 5th Ave;Completed;1986;0;2;0;0;0;0;0;0;0;0;1;21;2;5;0;0;30;0;1;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=23;"{""type"": ""Point"", ""coordinates"": [-123.07186116, 49.26625345]}"
34;Lu'Ma Housing (6th Ave);756 E 6th Ave;Completed;1986;0;1;0;0;0;0;0;0;0;0;7;10;2;0;0;0;13;0;7;Lu'Ma Native Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=34;"{""type"": ""Point"", ""coordinates"": [-123.08812236, 49.26495984]}"
35;Wallace Wilson House;1620 E 6th Ave;Completed;1965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;40;1;Brightside Community Homes Foundation;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=35;"{""type"": ""Point"", ""coordinates"": [-123.0713509, 49.26471876]}"
38;Charleston Terrace Co-op;960 W 6th Ave;Completed;1987;0;0;0;0;0;0;0;0;0;0;18;22;20;0;0;0;42;0;18;Charleston Terrace Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=38;"{""type"": ""Point"", ""coordinates"": [-123.12571992, 49.26572477]}"
42;Wilp-Lo-Ama-Gaut;860 E 7th Ave;Completed;1987;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0;0;12;6;0;Vancouver Native Housing Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=42;"{""type"": ""Point"", ""coordinates"": [-123.08569338, 49.26403654]}"
43;Chinese United Church Lodge;430 Dunlevy Ave;Completed;1993;0;0;0;0;0;0;0;0;0;0;17;12;0;0;0;0;0;29;0;Chinese United Church;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=43;"{""type"": ""Point"", ""coordinates"": [-123.09502732, 49.28054018]}"
44;China Creek Apartments;1216 E 7th Ave;Completed;1981;0;0;0;0;1;0;0;0;0;0;6;0;0;0;23;0;0;0;30;Coast Foundation Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=44;"{""type"": ""Point"", ""coordinates"": [-123.07890671, 49.26397621]}"
46;Seven Maples;1987 W 7th Ave;Completed;1975;2;0;0;0;0;0;0;0;0;0;5;0;0;0;31;0;0;38;0;BC Housing;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=46;"{""type"": ""Point"", ""coordinates"": [-123.14999063, 49.26575732]}"
49;Mi-Casa;870 E 8th Ave;Completed;1986;0;0;0;0;0;0;0;0;0;0;0;7;15;0;0;0;22;0;0;Red Door Housing Society;;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=49;
61;Lutheran Manor;375 W 10th Ave;Completed;1977;0;0;0;0;0;0;0;0;0;0;13;0;0;0;36;0;0;49;0;Lutheran Manor Society of Vancouver;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=61;"{""type"": ""Point"", ""coordinates"": [-123.11246693, 49.26246017]}"
74;Domego Co-op;2950 Heather St;Completed;1986;0;0;0;0;0;0;0;0;0;0;5;23;13;0;0;0;36;0;5;Domego Co-op Housing Association;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=74;"{""type"": ""Point"", ""coordinates"": [-123.11952103, 49.25905197]}"
75;Robson Park Co-op (Phase III);234 E 15th Ave;Completed;1986;2;0;0;0;0;0;0;0;0;0;7;8;6;0;0;0;14;0;9;Robson Park Co-op Housing Association;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=75;"{""type"": ""Point"", ""coordinates"": [-123.09989042, 49.26616758]}"
78;Hemlock Court;1411 E 17th Ave;Completed;1984;0;0;0;0;0;0;0;0;0;0;0;14;7;0;0;0;21;0;0;Metro Vancouver Housing Corporation;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=78;"{""type"": ""Point"", ""coordinates"": [-123.07540882, 49.25571018]}"
86;HW Flesher Co-op;3545 E 43rd Ave;Completed;1985;1;1;1;0;0;0;0;0;0;0;24;54;17;2;0;0;75;0;25;HW Flesher Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=86;"{""type"": ""Point"", ""coordinates"": [-123.0282517, 49.23143252]}"
89;Killarney Gardens Co-op;7100 Killarney St;Completed;1989;0;0;0;0;0;0;0;0;0;0;12;112;103;0;0;0;215;0;12;Killarney Gardens Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=89;"{""type"": ""Point"", ""coordinates"": [-123.04367102, 49.21915358]}"
92;Rishon Co-op;1516 W 71st Ave;Completed;1988;1;1;0;0;0;0;0;0;0;0;7;7;4;0;0;0;12;0;8;Rishon Co-op Housing Association;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=92;"{""type"": ""Point"", ""coordinates"": [-123.14150123, 49.20682197]}"
102;Alexander Street Co-op;638 Alexander St;Completed;1985;5;0;0;0;5;0;0;0;0;0;8;5;0;0;33;0;5;0;51;Alexander Street Co-operative Housing Association;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=102;"{""type"": ""Point"", ""coordinates"": [-123.09046001, 49.28366031]}"
106;Ashley Mar Co-op;8460 Ash St;Completed;1983;0;0;0;0;0;0;0;0;0;0;0;31;7;0;0;0;38;0;0;Ashley Mar Co-op Housing Association;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=106;"{""type"": ""Point"", ""coordinates"": [-123.11848431, 49.20904404]}"
107;Lions Argyle Manor;7008 Balmoral St;Completed;1973;0;0;0;0;0;0;0;0;0;0;10;0;0;0;11;0;0;21;0;South Amherst Housing Society;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=107;"{""type"": ""Point"", ""coordinates"": [-123.06809358, 49.21977498]}"
108;Burrard Manor;2330 Balsam St;Completed;1967;0;0;0;0;0;0;0;0;0;0;2;0;0;0;14;0;0;16;0;Brightside Community Homes Foundation;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=108;"{""type"": ""Point"", ""coordinates"": [-123.15956116, 49.26508927]}"
109;St. Mary's Mews;5311 Balsam St;Completed;1988;1;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;18;0;St. Mary's Kerrisdale Housing Society;Arbutus-Ridge;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=109;"{""type"": ""Point"", ""coordinates"": [-123.16154324, 49.23810614]}"
118;Broadway Manor;2633 E Broadway;Completed;1975;0;0;0;0;5;0;0;0;0;0;6;0;0;0;69;0;0;80;0;Broadway Pentecostal Benevolent Association;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=118;"{""type"": ""Point"", ""coordinates"": [-123.05120171, 49.2623094]}"
124;West End Manor;1145 Burnaby St;Completed;1988;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;50;0;Affordable Housing Societies;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=124;"{""type"": ""Point"", ""coordinates"": [-123.13321456, 49.28066394]}"
127;Eight Oaks Co-op;3637 Cambie St;Completed;1982;2;1;1;0;1;0;0;0;0;0;4;25;4;0;4;0;31;0;11;Eight Oaks Co-op Housing Association;South Cambie;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=127;"{""type"": ""Point"", ""coordinates"": [-123.11584604, 49.25295523]}"
131;Adanac Village Co-op;950 Cassiar St;Completed;1978;0;0;0;0;0;0;0;0;0;0;22;56;51;31;0;0;138;0;22;Access Co-op Housing Association;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=131;"{""type"": ""Point"", ""coordinates"": [-123.02811463, 49.2763955]}"
132;Skeena Terrace - West;3400 E 5th Av;Completed;1962;0;0;0;0;0;0;0;0;0;0;48;30;19;20;21;0;69;69;0;BC Housing;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=132;"{""type"": ""Point"", ""coordinates"": [-123.03033314, 49.26414502]}"
