Index Number;Name;Address;Project Status;Occupancy Year;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;Clientele- Families;Clientele - Seniors;Clientele - Other;Operator;Local Area;URL;Geom
235;Cedar Mill Co-op;3381 Marquette Cr;Completed;1982;2;0;6;0;0;0;0;0;0;0;8;19;13;5;0;0;43;0;10;Cedar Mill Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=235;"{""type"": ""Point"", ""coordinates"": [-123.03115912, 49.21293165]}"
236;Arlington Grove Co-op;3410 McIntyre Dr;Completed;1984;2;0;1;0;0;0;0;0;0;0;6;26;29;2;0;0;58;0;8;Arlington Grove Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=236;"{""type"": ""Point"", ""coordinates"": [-123.0314457, 49.21961153]}"
249;Kelly Court;2929 Nootka St;Completed;1979;23;19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;23;Metro Vancouver Housing Corporation;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=249;"{""type"": ""Point"", ""coordinates"": [-123.04263316, 49.25744846]}"
250;Earle Adams Village;7601 Bywell Crt;Completed;1979;0;0;7;0;0;0;0;0;0;0;0;35;63;0;0;0;105;0;0;Metro Vancouver Housing Corporation;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=250;"{""type"": ""Point"", ""coordinates"": [-123.02658047, 49.21503813]}"
251;Tidal Flats Co-op;1110 Odlum Dr;Completed;1983;1;0;1;0;0;0;0;0;0;0;6;10;7;0;0;0;18;0;7;Tidal Flats Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=251;"{""type"": ""Point"", ""coordinates"": [-123.07546996, 49.27463356]}"
252;Gillard Manor;2122 Oxford St;Completed;1965;0;0;0;0;0;0;0;0;0;0;11;0;0;0;31;0;0;42;0;Vancouver East Lion's Housing Foundation;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=252;"{""type"": ""Point"", ""coordinates"": [-123.06137361, 49.28545308]}"
254;Pacific Heights Co-op;1019 Pacific St;Completed;1985;5;0;0;0;0;0;0;0;0;0;7;56;23;0;0;0;79;0;12;Pacific Heights Co-op Housing Association;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=254;"{""type"": ""Point"", ""coordinates"": [-123.13273637, 49.27756532]}"
255;Dart Coon Club;490 Columbia St;Completed;1981;0;0;0;0;0;0;0;0;0;0;2;0;0;0;32;0;0;34;0;Chinese Freemasons of Canada;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=255;"{""type"": ""Point"", ""coordinates"": [-123.10190211, 49.28067369]}"
256;China Villa;300 E Pender St;Completed;1971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;47;0;50;0;Christ Church of China;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=256;"{""type"": ""Point"", ""coordinates"": [-123.09649954, 49.28003018]}"
259;Rose Garden Co-op;853 E Pender St;Completed;1982;0;0;0;0;0;0;0;0;0;0;6;1;4;0;6;36;5;0;48;Rose Garden Co-op Housing Association;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=259;"{""type"": ""Point"", ""coordinates"": [-123.0858665, 49.28037655]}"
261;Chinatown Lions Manor-Phase II;830 Campbell Ave;Completed;1984;0;0;0;0;1;0;0;0;0;0;3;0;0;0;14;0;0;18;0;Vancouver Chinatown Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=261;"{""type"": ""Point"", ""coordinates"": [-123.08442743, 49.27694361]}"
264;Vancouver Native (Pender St);1823 E Pender St;Completed;1989;3;2;0;0;0;0;0;0;0;0;9;22;6;0;0;0;30;9;3;Vancouver Native Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=264;"{""type"": ""Point"", ""coordinates"": [-123.06754829, 49.28049812]}"
265;Aaron Webster Co-op;1885 E Pender St;Completed;1987;0;4;0;0;0;0;0;0;0;0;6;14;7;0;0;0;25;0;6;Cityview Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=265;"{""type"": ""Point"", ""coordinates"": [-123.06605018, 49.28047652]}"
266;WISHS Co-op;3348 W Broadway;Completed;1994;0;0;0;0;0;0;4;0;0;0;32;0;0;0;0;0;0;0;36;WISHS Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=266;"{""type"": ""Point"", ""coordinates"": [-123.17869216, 49.26396627]}"
278;Sakura-So;376 Powell St;Completed;1978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;38;0;Lookout Emergency Aid Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=278;"{""type"": ""Point"", ""coordinates"": [-123.09604982, 49.28286102]}"
281;Chinese Freemason's Manor;768 Prior St;Completed;1989;2;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;81;0;Chinese Freemason's Housing Society of B.C.;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=281;"{""type"": ""Point"", ""coordinates"": [-123.08863524, 49.27631598]}"
287;Alberni Co-op;5250 Rupert St;Completed;1987;0;0;0;0;0;0;0;0;0;0;10;20;15;0;0;0;35;0;10;Alberni Co-op Housing Association;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=287;"{""type"": ""Point"", ""coordinates"": [-123.04097739, 49.2365991]}"
289;Grace MacInnis Co-op;825 Salsbury Dr;Completed;1986;0;1;0;0;0;0;0;0;0;0;4;14;12;0;0;0;27;0;4;Grace MacInnis Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=289;"{""type"": ""Point"", ""coordinates"": [-123.06888997, 49.27729408]}"
290;Grandview Tower #3;1420 E 2nd Ave;Completed;1974;0;0;0;0;0;0;0;0;0;0;10;0;0;0;45;0;0;55;0;Baptist Housing Society of B.C.;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=290;"{""type"": ""Point"", ""coordinates"": [-123.07464212, 49.26829628]}"
292;Semlin Terrace;100 Semlin Dr;Completed;1977;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;12;0;0;Metro Vancouver Housing Corporation;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=292;"{""type"": ""Point"", ""coordinates"": [-123.06334994, 49.28365654]}"
296;Strathearn Court;1873 Spyglass Place;Completed;1984;2;0;0;0;0;0;0;0;0;0;18;70;6;0;0;0;76;0;20;Metro Vancouver Housing Corporation;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=296;"{""type"": ""Point"", ""coordinates"": [-123.11579149, 49.26864189]}"
298;La Petite Maison Co-op;7401 Talon Square;Completed;1978;0;0;0;0;0;0;0;0;0;0;0;24;38;4;0;0;66;0;0;La Petite Maison Co-op Housing Association;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=298;"{""type"": ""Point"", ""coordinates"": [-123.02619985, 49.21703561]}"
306;Solheim Place;251 Union St;Completed;1993;8;0;0;0;0;0;0;0;0;0;52;14;12;0;0;0;26;52;8;S.U.C.C.E.S.S;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=306;"{""type"": ""Point"", ""coordinates"": [-123.0979086, 49.27788193]}"
307;Alice Saunders House;2912 Venables St;Completed;1977;0;0;0;0;2;0;0;0;0;0;6;0;0;0;55;0;0;63;0;Brightside Community Homes Foundation;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=307;"{""type"": ""Point"", ""coordinates"": [-123.04319231, 49.27612487]}"
311;Chimo Terrace;2080 Wall St;Completed;1969;0;0;0;0;0;0;0;0;0;0;41;39;0;0;0;0;39;41;0;BC Housing;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=311;"{""type"": ""Point"", ""coordinates"": [-123.06138018, 49.28617719]}"
318;Yukon House;3460 Yukon St;Completed;1984;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5;Community Living Society;Riley Park;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=318;"{""type"": ""Point"", ""coordinates"": [-123.11214974, 49.25417327]}"
319;Southwynd Place;8080 Yukon St;Completed;1976;1;0;0;0;8;0;0;0;0;0;13;0;0;0;67;0;0;89;0;Vancouver Kiwanis Housing Society;Marpole;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=319;"{""type"": ""Point"", ""coordinates"": [-123.11404507, 49.21174063]}"
322;Chelsea Court;2390 Grandview Hwy S.;Completed;1994;1;0;0;0;0;0;0;0;0;0;0;19;9;3;0;0;31;0;1;New Chelsea Society;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=322;"{""type"": ""Point"", ""coordinates"": [-123.05716498, 49.2575755]}"
323;Bridgeview Place;238 Davie St;Completed;1993;4;0;0;0;0;0;0;0;0;0;56;12;0;0;0;0;12;55;5;Brightside Community Homes Foundation;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=323;"{""type"": ""Point"", ""coordinates"": [-123.12370772, 49.27375636]}"
327;Lions View - Building II;2975 Horley St;Completed;1994;2;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;47;0;Brightside Community Homes Foundation;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=327;"{""type"": ""Point"", ""coordinates"": [-123.04413053, 49.23966521]}"
329;Haley Place;1810 E Georgia;Completed;1995;0;0;0;0;0;0;0;0;0;0;13;21;5;0;0;0;26;0;13;Mavis McMullen Housing Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=329;"{""type"": ""Point"", ""coordinates"": [-123.06779536, 49.27818046]}"
331;Thompson Court;600 Vernon Dr;Completed;1997;2;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;15;Pacific Community Resources Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=331;"{""type"": ""Point"", ""coordinates"": [-123.07886158, 49.27923858]}"
336;Roundhouse Co-op;1267 Marinaside Cres;Completed;1998;2;4;2;0;0;0;0;0;0;0;12;74;34;9;0;0;123;0;14;Roundhouse Co-op Housing Association;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=336;"{""type"": ""Point"", ""coordinates"": [-123.12091871, 49.27286767]}"
338;Arbutus Co-op;2260 W 10th Ave;Completed;1999;8;0;0;0;0;0;0;0;0;0;16;18;6;5;0;0;29;0;24;Arbutus Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=338;"{""type"": ""Point"", ""coordinates"": [-123.15668311, 49.26266151]}"
340;The CBA Manor;32 W Pender St;Completed;1998;3;1;0;0;0;0;24;0;0;0;0;6;10;0;0;0;17;27;0;CBA Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=340;"{""type"": ""Point"", ""coordinates"": [-123.10540501, 49.28030099]}"
342;Bridge Housing;100 E Cordova St;Completed;2001;4;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;36;Bridge Housing Society for Women;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=342;"{""type"": ""Point"", ""coordinates"": [-123.1019758, 49.28207009]}"
345;City Vista;671 W 8th Ave;Completed;1998;0;0;0;0;0;0;0;0;0;0;0;9;16;1;0;0;26;0;0;Affordable Housing Societies;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=345;"{""type"": ""Point"", ""coordinates"": [-123.11938593, 49.26443301]}"
348;Muir Manor;2588 Nanaimo St;Completed;1998;0;0;0;0;0;0;0;0;0;0;4;22;6;2;0;0;30;0;4;Brightside Community Homes Foundation;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=348;"{""type"": ""Point"", ""coordinates"": [-123.0561524, 49.26134544]}"
349;Quayside;1010 Pacific Blvd;Completed;1999;1;4;0;0;0;0;0;0;0;0;8;45;25;10;0;0;84;9;0;Red Door Housing Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=349;"{""type"": ""Point"", ""coordinates"": [-123.1155317, 49.27357694]}"
355;Hydrecs House;2756 Victoria Dr;Completed;1994;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;9;Coast Foundation Society;Kensington-Cedar Cottage;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=355;"{""type"": ""Point"", ""coordinates"": [-123.06556434, 49.25982107]}"
358;Bruce Eriksen Place;380 Main St;Completed;1998;0;0;0;0;3;0;0;0;0;0;0;0;0;0;32;0;0;0;35;Neighbourhood Housing Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=358;"{""type"": ""Point"", ""coordinates"": [-123.09917453, 49.28168215]}"
359;New Chelsea Gardens - Family;837 E 52nd Ave;Completed;1996;0;0;0;0;0;0;0;0;0;0;0;25;28;4;0;0;57;0;0;New Chelsea Society;Sunset;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=359;"{""type"": ""Point"", ""coordinates"": [-123.08708207, 49.22289499]}"
369;Bloomfield Gardens;5650 Oak St;Completed;1997;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;Vancouver Resource Society for the Physically Disabled;South Cambie;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=369;"{""type"": ""Point"", ""coordinates"": [-123.1276119, 49.23471513]}"
372;Sunrise Hotel;101 E Hastings St;Completed;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;48;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=372;"{""type"": ""Point"", ""coordinates"": [-123.10200147, 49.2816808]}"
373;Washington Hotel;177 E Hastings St;Completed;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;81;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=373;"{""type"": ""Point"", ""coordinates"": [-123.10049774, 49.28165623]}"
374;Cordova House;368 E Cordova St;Completed;1998;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;61;0;0;66;The Bloom Group;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=374;"{""type"": ""Point"", ""coordinates"": [-123.09614857, 49.28195691]}"
378;Vanness Park;3278 Vanness  Ave;Completed;2000;0;0;0;0;0;0;0;0;0;0;10;13;4;2;1;0;21;0;9;Affordable Housing Societies;Renfrew-Collingwood;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=378;"{""type"": ""Point"", ""coordinates"": [-123.03526734, 49.23941885]}"
385;The Fair Haven;6465 Vivian St;Completed;1968;0;0;0;0;0;0;0;0;0;0;7;0;0;0;43;0;0;50;0;The Fair Haven United Church Homes;Victoria-Fraserview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=385;"{""type"": ""Point"", ""coordinates"": [-123.05069803, 49.2253565]}"
397;Lookout (Yukon Transitional Housing);2088 Yukon St;Completed;2002;0;0;0;0;2;0;0;0;0;0;5;0;0;0;30;0;0;0;37;Lookout Emergency Aid Society;Mount Pleasant;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=397;"{""type"": ""Point"", ""coordinates"": [-123.11236726, 49.26689088]}"
402;Vancouver East Co-op;2034 E Pender St;Completed;1981;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;4;0;0;Vancouver East Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=402;"{""type"": ""Point"", ""coordinates"": [-123.06279932, 49.27992564]}"
405;Vancouver East Co-op;1220 Salsbury Dr;Completed;1981;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;8;Vancouver East Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=405;"{""type"": ""Point"", ""coordinates"": [-123.06726741, 49.27352487]}"
406;Vancouver East Co-op;1857 Venables St;Completed;1980;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;3;0;1;Vancouver East Co-op Housing Association;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=406;"{""type"": ""Point"", ""coordinates"": [-123.06689398, 49.2768758]}"
409;W.A. Street Homes;1020 E Pender St;Completed;1986;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;Affordable Housing Societies;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=409;"{""type"": ""Point"", ""coordinates"": [-123.08186724, 49.27980047]}"
415;Juniper Co-op;2286 W 5th Ave;Completed;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;Juniper Co-op Housing Association;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=415;"{""type"": ""Point"", ""coordinates"": [-123.15710659, 49.26707432]}"
417;Mole Hill - Phase I;1122 Comox St;Completed;2001;0;0;0;0;0;0;0;0;0;0;4;2;0;0;1;0;2;0;5;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=417;"{""type"": ""Point"", ""coordinates"": [-123.13002325, 49.28198668]}"
419;Mole Hill - Phase I;1140 Comox St;Completed;2001;0;0;0;0;0;0;0;0;0;0;2;1;1;0;2;0;2;0;4;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=419;"{""type"": ""Point"", ""coordinates"": [-123.13041784, 49.28224303]}"
422;Mole Hill - Phase I;1137 Pendrell St;Completed;2002;0;0;0;0;0;0;0;0;0;0;4;1;0;0;2;0;1;0;6;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=422;"{""type"": ""Point"", ""coordinates"": [-123.1306738, 49.28181043]}"
423;Mole Hill - Phase I;1139 Pendrell St;Completed;2002;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1;0;5;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=423;"{""type"": ""Point"", ""coordinates"": [-123.13085223, 49.28190074]}"
430;Mole Hill - Phase II;1173 Pendrell St;Completed;2003;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;7;Mole Hill Community Housing Society;West End;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=430;"{""type"": ""Point"", ""coordinates"": [-123.13104989, 49.28202959]}"
493;Granville Residence;1261 Granville St;Completed;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;83;City of Vancouver;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=493;"{""type"": ""Point"", ""coordinates"": [-123.12746742, 49.27669007]}"
513;Performing Arts Lodge;581 Cardero St;Completed;2006;0;0;0;0;0;0;66;0;0;0;33;0;0;0;0;0;0;99;0;Performing Arts Lodge of Vancouver;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=513;"{""type"": ""Point"", ""coordinates"": [-123.13031262, 49.29141724]}"
518;Beulah Gardens - The Cedars;3355 E 5th Ave;Completed;2008;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;89;0;Beulah Garden Homes Society;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=518;"{""type"": ""Point"", ""coordinates"": [-123.03239517, 49.26621184]}"
530;Southview Heights;3131 E 58th Ave;Completed;2007;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;57;0;Salvation Army;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=530;"{""type"": ""Point"", ""coordinates"": [-123.04055272, 49.21773661]}"
593;Dunbar Apartments;3595 W 17th Av;Completed;2011;0;0;0;0;4;0;0;0;0;0;0;0;0;0;47;0;0;0;51;Coast Foundation Society;Dunbar-Southlands;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=593;"{""type"": ""Point"", ""coordinates"": [-123.18469709, 49.25758303]}"
594;McLaren House;1249 Howe St;Completed;2013;0;0;0;0;4;0;0;0;0;0;4;6;0;0;96;0;10;0;100;McLaren Housing Society of BC;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=594;"{""type"": ""Point"", ""coordinates"": [-123.12818713, 49.27749639]}"
597;Sanford Apartments;1601 W 7th Av;Completed;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;62;Katherine Sanford Housing Society;Fairview;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=597;"{""type"": ""Point"", ""coordinates"": [-123.14131128, 49.26563829]}"
638;Arco Hotel;81 - 83 W Pender St;Completed;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;63;Not Yet Selected;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=638;"{""type"": ""Point"", ""coordinates"": [-123.10690513, 49.28123401]}"
696;Cordova Residence;54 E Cordova St;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;30;Atira Women’s Resource Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=696;"{""type"": ""Point"", ""coordinates"": [-123.10296563, 49.28207691]}"
697;Dominion Hotel;210 Abbott St;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;63;Atira Women’s Resource Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=697;"{""type"": ""Point"", ""coordinates"": [-123.10628594, 49.28355627]}"
698;Hazelwood Hotel;344 E Hastings St;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;107;MPA Society;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=698;"{""type"": ""Point"", ""coordinates"": [-123.09638402, 49.28095418]}"
699;The Beacon;7 W Hastings;Completed;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;36;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=699;"{""type"": ""Point"", ""coordinates"": [-123.10494162, 49.28186911]}"
705;Linden Tree Place;2304 W 8th Av;Completed;2012;8;2;0;0;0;0;0;0;0;0;33;1;0;0;1;0;0;35;10;Kitsilano Neighbourhood House;Kitsilano;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=705;"{""type"": ""Point"", ""coordinates"": [-123.15800935, 49.26456261]}"
707;Metson Rooms;1060 Howe Street;Completed;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;PHS Community Services Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=707;"{""type"": ""Point"", ""coordinates"": [-123.12438826, 49.27927909]}"
723;Kingsway Continental;3484 Kingsway;Completed;2014;0;0;0;0;2;0;0;;;;46;0;0;0;9;66;0;46;77;City of Vancouver;Killarney;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=723;"{""type"": ""Point"", ""coordinates"": [-123.03124616, 49.23140021]}"
724;Skeena House;3475 E Hastings;Completed;2014;;;;;;0;;;;;;;;;;57;0;0;57;Community Builders Group;Hastings-Sunrise;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=724;"{""type"": ""Point"", ""coordinates"": [-123.02933128, 49.28142124]}"
732;The Yale;1300 Granville;Completed;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;43;Community Builders Group;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=732;"{""type"": ""Point"", ""coordinates"": [-123.12766812, 49.2757853]}"
735;John Paul II Centre;4899 Heather St;Completed;2015;0;0;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;9;0;Providence Health Care Society;South Cambie;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=735;"{""type"": ""Point"", ""coordinates"": [-123.12207964, 49.24200811]}"
778;co:here housing;1723 Victoria Drive;Completed;2018;;;;;;;;;;;6;;;;20;;0;0;26;Salsbury Community Society;Grandview-Woodland;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=778;"{""type"": ""Point"", ""coordinates"": [-123.06615515, 49.26927219]}"
786;41 E Hastings;41 E Hastings;Completed;2018;;;;;0;;;;;;;;;;120;;0;0;120;Atira Women’s Resource Society;Downtown;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=786;"{""type"": ""Point"", ""coordinates"": [-123.10334078, 49.28172425]}"
788;288 - 292 E Hastings;288 E Hastings, 292 E Hastings;Completed;2018;;;;;8;;;;;;;;;;96;;0;0;104;BC Housing;Strathcona;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=788;"{""type"": ""Point"", ""coordinates"": [-123.09785846, 49.28092965]}"
790;420 Hawks Ave;420 Hawks Ave;Approved;;;;;;;;;;;;;;;;;;0;0;21;;Strathcona;;"{""type"": ""Point"", ""coordinates"": [-123.08693581, 49.28070574]}"
791;Vancouver Masonic Centre;1495 W 8th Ave;Under Construction;;;;;;;;;;;;20;;;;;;89;0;60;;;;
793;First Baptist Church;969 Burrard Street;Approved;;;;;;;;;;;;25;17;5;;14;;22;0;39;;West End;;"{""type"": ""Point"", ""coordinates"": [-123.12645824, 49.28185115]}"
795;Little Mountain;155 E 37th Avenue;Approved;;;;;;;;;;;;38;14;6;;;;20;0;38;;Riley Park;;"{""type"": ""Point"", ""coordinates"": [-123.10260504, 49.23763885]}"
