Property Reference,Charge Type,Gross Charge,Supplement,Small Business Relief,Charity Relief,Exemption Relief,Discretionary Relief,Additional Relief,Supporting Small Business Relief,Start Date,End Date,Company Name,Address,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI,Socrata ID
UPRN00488010810016,Occupied,644.57,11.37,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,LBC-H35715623140,"GND F, 108 HARMOOD STREET, LONDON, NW1 8DS",528565,184583,-0.147347,51.545505,Postcode Level,"(51.545505, -0.147347)",30/10/2020 11:07:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,20523
UPRN01261014240018,Occupied,3616.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,WEWORK INTERNATIONAL LTD,"RM 4.010 4TH FLR, WATERHOUSE SQUARE, 142 HOLBORN, LONDON, EC1N 2NH",,,,,No spatial information available,,30/10/2020 11:12:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,194608
UPRN00252395000011,Occupied,32028.00,748.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,LBC-H35715623140,"WENDLING BLOCK Q SOUTH, HAVERSTOCK ROAD, LONDON, NW5 4QY",527904,185209,-0.156646,51.551281,Postcode Level,"(51.551281, -0.156646)",30/10/2020 11:08:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,76937
UPRN00895001460055,Void (empty),607.13,17.10,0.00,0.00,624.23,0.00,0.00,0.00,01/09/2017,30/09/2017,WEWORK INTERNATIONAL LTD,"RM 3.05 AT 3RD FLR, FOX COURT, 14 GRAY'S INN ROAD, LONDON, WC1X 8HN",531135,181691,-0.111382,51.518925,Postcode Level,"(51.518925, -0.111382)",30/10/2020 11:11:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,154055
UPRN01046003010068,Occupied,13838.00,238.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,FRED HILL (GLASGOW) LIMITED,"GND F FRNT, 30 HATTON GARDEN, LONDON, EC1N 8DH",531368,181798,-0.107986,51.519833,Postcode Level,"(51.519833, -0.107986)",30/10/2020 11:07:03 AM,http://opendatacommunities.org/id/london-borough-council/camden,7591
UPRN00000281823009,Occupied,9613.81,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2018,31/03/2019,FINGER MUSIC & SOUND DESIGN LTD,"R/O, 8 WINDMILL STREET, LONDON, W1T 2JE",529563,181619,-0.134052,51.518641,Postcode Level,"(51.518641, -0.134052)",30/10/2020 11:11:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,157951
UPRN0073700872066,Void (empty),252.02,5.89,0.00,0.00,257.91,0.00,0.00,0.00,01/07/2014,31/07/2014,OASIS BUSINESS CENTRES LTD,"ROOM 206 AT, 85-87 BAYHAM STREET, LONDON, NW1 0AG",529058,183735,-0.140526,51.537774,Postcode Level,"(51.537774, -0.140526)",30/10/2020 11:09:21 AM,http://opendatacommunities.org/id/london-borough-council/camden,90580
UPRN00895001460022,Occupied,2469.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,WEWORK INTERNATIONAL LTD,"RM 3.02 AT 3RD FLR, FOX COURT, 14 GRAY'S INN ROAD, LONDON, WC1X 8HN",531135,181691,-0.111382,51.518925,Postcode Level,"(51.518925, -0.111382)",30/10/2020 11:10:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,141809
UPRN00295005410017,Occupied,16093.00,432.25,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,CENTRAL PARK LTD,"BST & GND FS, 54 ROSSLYN HILL, LONDON, NW3 1ND",526712,185617,-0.173682,51.555216,Postcode Level,"(51.555216, -0.173682)",30/10/2020 11:10:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,116392
UPRN00363030900013,Occupied,8007.00,187.00,0.00,6555.20,0.00,1638.80,0.00,0.00,01/04/2014,31/03/2015,CAMDEN CITY ISLINGTON AND,"1ST 2ND & 3RD FLRS, 309 KENTISH TOWN ROAD, LONDON, NW5 2TJ",528986,185142,-0.141074,51.550433,Postcode Level,"(51.550433, -0.141074)",30/10/2020 11:08:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,77565
UPRN99034013120038,Void (empty),106.46,2.49,0.00,0.00,108.95,0.00,0.00,0.00,01/04/2014,05/06/2014,CORNHILL INVESTMENTS LTD - DISSOLVED,"E3 3RD FLR, 131-179 BELSIZE ROAD, LONDON, NW6 4AD",525869,183889,-0.186453,51.539875,Postcode Level,"(51.539875, -0.186453)",30/10/2020 11:09:18 AM,http://opendatacommunities.org/id/london-borough-council/camden,88817
UPRN01051005500059,Occupied,4782.25,82.25,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,M & M ELECTRICAL LIMITED - IN LIQUIDATIO,"3RD FLOOR, 55 FARRINGDON ROAD, LONDON, EC1M 3JB",531486,181855,-0.106239,51.520319,Postcode Level,"(51.520319, -0.106239)",30/10/2020 11:07:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,8027
UPRN01125002110055,Occupied,12350.25,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2020,,AKESO & COMPANY LIMITED,"GND F, 21 BLOOMSBURY WAY, LONDON, WC1A 2TH",530314,181534,-0.12324,51.517706,Postcode Level,"(51.517706, -0.12324)",30/10/2020 11:12:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,212328
UPRN01261014210262,Occupied,68.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/03/2018,31/03/2018,WEWORK INTERNATIONAL LTD,"RM 2.062 2ND FLR, WATERHOUSE SQUARE, 142 HOLBORN, LONDON, EC1N 2NH",,,,,No spatial information available,,30/10/2020 11:11:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,157471
UPRN01125051900174,Occupied,1567.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,31/07/2020,LABS WORLDWIDE LIMITED,"RM 5.MR1 AT 5TH FLR, LABS HOUSE, 5-19 BLOOMSBURY WAY, LONDON, WC1A 2BA",,,,,No spatial information available,,30/10/2020 11:12:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,212411
UPRN0120800111107A,Occupied,29284.59,481.20,0.00,0.00,0.00,0.00,0.00,0.00,10/06/2011,31/03/2012,CAXTON FOODS LIMITED,"3-5 CAXTON WALK, LONDON, WC2H 8HD",,,,,No spatial information available,,30/10/2020 11:07:43 AM,http://opendatacommunities.org/id/london-borough-council/camden,32396
UPRN00622005500012,Occupied,14852.60,0.00,0.00,0.00,0.00,600.00,4750.87,0.00,01/04/2019,31/03/2020,PRIMROSE INTERIORS LTD,"BST & GND FLRS, 55 REGENTS PARK ROAD, LONDON, NW1 8XD",527857,184048,-0.157745,51.540858,Postcode Level,"(51.540858, -0.157745)",30/10/2020 11:11:50 AM,http://opendatacommunities.org/id/london-borough-council/camden,182287
UPRN01261014210363,Void (empty),940.72,29.82,0.00,0.00,970.54,0.00,0.00,0.00,01/05/2017,31/07/2017,WEWORK INTERNATIONAL LTD,"RM 3.063 3RD FLR, WATERHOUSE SQUARE, 142 HOLBORN, LONDON, EC1N 2NH",,,,,No spatial information available,,30/10/2020 11:11:03 AM,http://opendatacommunities.org/id/london-borough-council/camden,152299
UPRN01261014210024,Void (empty),16853.81,452.68,0.00,0.00,17306.49,0.00,0.00,0.00,01/01/2017,31/01/2017,WEWORK INTERNATIONAL LTD,"1ST FLR WEST, 3 WATERHOUSE SQUARE, 142 HOLBORN, LONDON, EC1N 2NH",,,,,No spatial information available,,30/10/2020 11:10:34 AM,http://opendatacommunities.org/id/london-borough-council/camden,134713
UPRN00895022290461,Occupied,1012.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,FABRIC TECHNOLOGIES LTD,"CPS C8 BST LEVEL B2 AT, 222-236 GRAYS INN ROAD, LONDON, WC1X 8HB",530869,182256,-0.114978,51.524066,Postcode Level,"(51.524066, -0.114978)",30/10/2020 11:08:00 AM,http://opendatacommunities.org/id/london-borough-council/camden,42759
UPRN00782006400013,Occupied,6413.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,EVERGREEN PHARMA LTD,"64 EVERSHOLT STREET, LONDON, NW1 1DA",529619,182815,-0.132806,51.529376,Postcode Level,"(51.529376, -0.132806)",30/10/2020 11:10:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,119438
UPRN00000350645002,Occupied,1351.61,0.00,1351.61,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,CHESTER CLOSE SOUTH RESIDENTS,"PORTERS LODGE, CHESTER CLOSE SOUTH, LONDON, NW1 4JG",528779,182657,-0.144966,51.528148,Postcode Level,"(51.528148, -0.144966)",30/10/2020 11:08:56 AM,http://opendatacommunities.org/id/london-borough-council/camden,75948
UPRN00301017610023,Occupied,284.90,4.90,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,CLEAR CHANNEL UK LIMITED,"ADSHEL 0113, O/S 272-274 KENTISH TOWN ROAD, LONDON, NW5 2AA",529021,185106,-0.140557,51.550103,Postcode Level,"(51.550103, -0.140557)",30/10/2020 11:06:53 AM,http://opendatacommunities.org/id/london-borough-council/camden,1350
UPRN00895021400269,Occupied,948.53,15.75,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,THE GRAY'S INN ROAD UNIT TRUST,"LGND 26 AT, 214 GRAYS INN ROAD, LONDON, WC1X 8HB",530869,182256,-0.114978,51.524066,Postcode Level,"(51.524066, -0.114978)",30/10/2020 11:07:00 AM,http://opendatacommunities.org/id/london-borough-council/camden,5323
UPRN01126006437044,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/01/2011,31/03/2011,DAEJAN INVESTMENTS (GROVE HALL) LIMITED,"BST 839 AFRICA HOUSE, 64-78 KINGSWAY, LONDON, WC2B 6AH",530579,181467,-0.119474,51.517041,Postcode Level,"(51.517041, -0.119474)",30/10/2020 11:07:19 AM,http://opendatacommunities.org/id/london-borough-council/camden,17179
UPRN01238004330043,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,PARKER TOWER LIMITED,"4TH FLR WEST, PARKER TOWER, 43-49 PARKER STREET, LONDON, WC2B 5PS",530504,181410,-0.120549,51.516548,Postcode Level,"(51.516548, -0.120549)",30/10/2020 11:10:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,149875
UPRN004760010A009B,Occupied,8178.60,145.40,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,30/09/2012,BC GLOBAL SERVICES LIMITED,"3RD FLR NORTH AT, 10A BELMONT STREET, LONDON, NW1 8HH",528317,184403,-0.150987,51.543944,Postcode Level,"(51.543944, -0.150987)",30/10/2020 11:07:54 AM,http://opendatacommunities.org/id/london-borough-council/camden,39438
UPRN01086000200073,Void (empty),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/05/2016,DERWENT CENTRAL CROSS LIMITED,"1ST FLR REAR CENTRAL CROSS HOUSE, 2 STEPHEN STREET, LONDON, W1T 1AN",529675,181575,-0.132455,51.518219,Postcode Level,"(51.518219, -0.132455)",30/10/2020 11:10:17 AM,http://opendatacommunities.org/id/london-borough-council/camden,124956
UPRN00520000510041,Occupied,54450.00,968.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,WASABI CO LTD,"SUITE 4 AT, 5 ROCHESTER MEWS, LONDON, NW1 9JX",529079,184509,-0.139966,51.544723,Postcode Level,"(51.544723, -0.139966)",30/10/2020 11:07:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,39555
UPRN0115900010000A,Occupied,111825.00,1837.50,0.00,90930.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,CITY UNIVERSITY,"1 FIELD COURT, LONDON, WC1R 5EF",530935,181714,-0.114254,51.519178,Postcode Level,"(51.519178, -0.114254)",30/10/2020 11:07:36 AM,http://opendatacommunities.org/id/london-borough-council/camden,28154
UPRN00416001000062,Occupied,47.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/03/2013,31/03/2013,IMPERIAL RESOURCES SA,"GARAGE NO 12 AT, 10 CANFIELD PLACE, LONDON, NW6 3BT",526207,184709,-0.181288,51.547169,Postcode Level,"(51.547169, -0.181288)",30/10/2020 11:08:21 AM,http://opendatacommunities.org/id/london-borough-council/camden,55319
UPRN01531002010037,Occupied,42201.37,750.25,0.00,0.00,0.00,0.00,0.00,0.00,14/12/2012,24/01/2013,OSNABURGH STREET LTD,"PT 3RD FLR AT, 20 TRITON STREET, LONDON, NW1 3BF",528970,182301,-0.142345,51.524905,Postcode Level,"(51.524905, -0.142345)",30/10/2020 11:08:19 AM,http://opendatacommunities.org/id/london-borough-council/camden,54197
UPRN01143005100014,Void (empty),2239.82,93.39,0.00,0.00,2333.21,0.00,0.00,0.00,26/08/2017,25/11/2017,ZIPBAB LTD,"51 RED LION STREET, LONDON, WC1R 4PF",530703,181783,-0.117545,51.519854,Postcode Level,"(51.519854, -0.117545)",30/10/2020 11:11:05 AM,http://opendatacommunities.org/id/london-borough-council/camden,153876
UPRN01175013700129,Void (empty),2387.26,55.75,0.00,0.00,2443.01,0.00,0.00,0.00,01/04/2014,20/04/2014,TEKXEL LIMITED - DISSOLVED,"2ND FLR HOLBORN TOWER, 137 HIGH HOLBORN, LONDON, WC1V 6PL",530337,181507,-0.122945,51.517456,Postcode Level,"(51.517456, -0.122945)",30/10/2020 11:09:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,86290
UPRN0112600889208A,Occupied,3137.27,70.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,MWB BUSINESS EXCHANGE CENTRES LIMITED,"ROOM 208 2ND F, 88 KINGSWAY, LONDON, WC2B 6AA",530553,181488,-0.11984,51.517236,Postcode Level,"(51.517236, -0.11984)",30/10/2020 11:07:07 AM,http://opendatacommunities.org/id/london-borough-council/camden,9480
UPRN00948005300001,Occupied,72960.00,1976.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,ITSU LTD,"BST & GND FLRS, 53-54 TOTTENHAM COURT ROAD, LONDON, W1T 2EJ",529601,181713,-0.13347,51.519477,Postcode Level,"(51.519477, -0.13347)",30/10/2020 11:09:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,101914
UPRN01223007630038,Void (empty),7518.26,175.59,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,20/01/2015,DOW PROPERTIES LTD,"2ND F, 76 NEAL STREET, LONDON, WC2H 9PL",,,,,No spatial information available,,30/10/2020 11:09:17 AM,http://opendatacommunities.org/id/london-borough-council/camden,87781
UPRN01058008900007,Occupied,1436.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,13/07/2018,BRISTOW JOHNSON LIMITED,"2ND FLR REAR, 89 CHARLOTTE STREET, LONDON, W1T 4PU",529347,181817,-0.137091,51.520469,Postcode Level,"(51.520469, -0.137091)",30/10/2020 11:11:27 AM,http://opendatacommunities.org/id/london-borough-council/camden,167505
UPRN00674004600002,Occupied,2560.67,44.94,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,30/06/2010,BENNY DEE (KILBURN) LTD,"46 BIRCHINGTON ROAD, LONDON, NW7 4LJ",,,,,No spatial information available,,30/10/2020 11:06:56 AM,http://opendatacommunities.org/id/london-borough-council/camden,3386
UPRN01091000100168,Occupied,45885.24,847.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,ADVENT EUROPE LTD,"2ND FLR, 1 BEDFORD AVENUE, LONDON, WC1B 3AS",529858,181567,-0.129822,51.518106,Postcode Level,"(51.518106, -0.129822)",30/10/2020 11:07:05 AM,http://opendatacommunities.org/id/london-borough-council/camden,8668
UPRN01175024600115,Occupied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29/06/2016,31/03/2017,MISHCON DE REYA LLP,"BST PT WESTON HOUSE, 246 HIGH HOLBORN, LONDON, WC1V 7EX",530626,181511,-0.11878,51.517425,Postcode Level,"(51.517425, -0.11878)",30/10/2020 11:10:29 AM,http://opendatacommunities.org/id/london-borough-council/camden,131698
UPRN99123000130412,Occupied,12878.58,405.23,0.00,0.00,0.00,304.11,0.00,0.00,01/04/2017,02/10/2017,THE OFFICE GROUP PROPERTIES LIMITED,"R4.10 4TH FLR, 1 EUSTON SQUARE, LONDON, NW1 2EE",,,,,No spatial information available,,30/10/2020 11:11:02 AM,http://opendatacommunities.org/id/london-borough-council/camden,151670
UPRN01008002000003,Void (empty),3849.09,64.21,0.00,0.00,0.00,0.00,0.00,0.00,15/04/2011,08/07/2011,UNREAL LTD,"20 RUGBY STREET, LONDON, WC1N 3QZ",530682,182033,-0.11778,51.522103,Postcode Level,"(51.522103, -0.11778)",30/10/2020 11:07:42 AM,http://opendatacommunities.org/id/london-borough-council/camden,31686
UPRN00927003420012,Occupied,149700.00,3900.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,LUCID GROUP COMMUNICATIONS LIMITED,"GND FLR REAR, 34-42 CLEVELAND STREET, LONDON, W1T 4DR",,,,,No spatial information available,,30/10/2020 11:12:34 AM,http://opendatacommunities.org/id/london-borough-council/camden,208067
UPRN00350016930019,Void (empty),1517.34,36.35,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,06/06/2013,LBC - H26405623140,"169-171 QUEENS CRESCENT, LONDON, NW5 4DS",528351,185160,-0.150221,51.550739,Postcode Level,"(51.550739, -0.150221)",30/10/2020 11:08:25 AM,http://opendatacommunities.org/id/london-borough-council/camden,57381
UPRN00641012513392,Occupied,32028.00,748.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,SPRING RESEARCH LIMITED,"4TH FLR FRNT, 125-133 CAMDEN HIGH STREET, LONDON, NW1 7JR",528958,183701,-0.14198,51.537491,Postcode Level,"(51.537491, -0.14198)",30/10/2020 11:09:02 AM,http://opendatacommunities.org/id/london-borough-council/camden,78927
UPRN00535006210011,Occupied,1999.80,0.00,1999.80,0.00,0.00,0.00,0.00,0.00,01/04/2020,,7E'S PAY LIMITED,"BST RHS, 62 CAMDEN ROAD, LONDON, NW1 9DR",529061,183994,-0.140388,51.540101,Postcode Level,"(51.540101, -0.140388)",30/10/2020 11:12:27 AM,http://opendatacommunities.org/id/london-borough-council/camden,203705
UPRN01049010410533,Void (empty),3934.04,78.75,0.00,0.00,4012.79,0.00,0.00,0.00,01/04/2010,31/03/2011,SAINT CROSS SECURITIES LTD,"3RD FLR, 104-105 SAFFRON HILL, LONDON, EC1N 8QS",531438,181845,-0.10696,51.520239,Postcode Level,"(51.520239, -0.10696)",30/10/2020 11:07:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,7993
UPRN00889044410051,Occupied,1841.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,R RAPHAEL & SONS PLC,"ATM SITE (LEFT) NORTHERN TICKET HALL, (REGENTS CANAL EXIT) KINGS CROSS LT STATION, EUSTON ROAD, LONDON, NW1 2TB",,,,,No spatial information available,,30/10/2020 11:11:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,185107
UPRN00628020800007,Occupied,2695.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,ASSOCIATED PRESS TELEVISION,"SUITE 208 PT 2ND FL, THE INTERCHANGE, OVAL ROAD, LONDON, NW1 7EA",528569,183840,-0.147535,51.538829,Postcode Level,"(51.538829, -0.147535)",30/10/2020 11:10:41 AM,http://opendatacommunities.org/id/london-borough-council/camden,138951
UPRN05007016000009,Occupied,10800.00,292.50,0.00,8874.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,OXFAM,"GND F, 160 KENTISH TOWN ROAD, LONDON, NW5 2AG",528973,184757,-0.141403,51.546976,Postcode Level,"(51.546976, -0.141403)",30/10/2020 11:09:51 AM,http://opendatacommunities.org/id/london-borough-council/camden,109055
UPRN01157000800005,Void (empty),15660.75,365.75,0.00,0.00,16026.50,0.00,0.00,0.00,01/04/2014,31/03/2015,GFZ DEVELOPMENTS LIMITED,"BST GND & 1ST FS, WARWICK HOUSE CHAMBERS, 8 WARWICK COURT, LONDON, WC1R 5DJ",530946,181676,-0.114084,51.518836,Postcode Level,"(51.518836, -0.114084)",30/10/2020 11:09:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,85829
UPRN00889016003068,Void (empty),989.82,19.28,0.00,0.00,1009.10,0.00,0.00,0.00,01/06/2013,31/08/2013,KBC HOLDINGS LTD,"SUITE 3.06 3RD FLR, EVERGREEN HOUSE, 160 EUSTON ROAD, LONDON, NW1 2DT",529790,182652,-0.130377,51.527874,Postcode Level,"(51.527874, -0.130377)",30/10/2020 11:08:44 AM,http://opendatacommunities.org/id/london-borough-council/camden,70181
UPRN00016000610081,Occupied,1248.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,PARLIAMENT PROPERTIES LTD,"SUITE H AT, 6C SWAINS LANE, LONDON, N6 6QS",528347,186367,-0.149838,51.561587,Postcode Level,"(51.561587, -0.149838)",30/10/2020 11:08:56 AM,http://opendatacommunities.org/id/london-borough-council/camden,76016
UPRN00650016616821,Occupied,47586.00,927.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,MEDIATOR COMMUNICATIONS LTD,"166A-168A CAMDEN STREET, LONDON, NW1 9PT",528992,184254,-0.141313,51.542451,Postcode Level,"(51.542451, -0.141313)",30/10/2020 11:08:28 AM,http://opendatacommunities.org/id/london-borough-council/camden,59248
UPRN012040103C2997,Occupied,183.99,3.16,0.00,0.00,0.00,0.00,0.00,0.00,01/05/2010,24/06/2010,TARGETSPACE LIMITED,"BST 7 AT, 103 NEW OXFORD STREET, LONDON, WC1A 1DD",,,,,No spatial information available,,30/10/2020 11:07:13 AM,http://opendatacommunities.org/id/london-borough-council/camden,13246
UPRN01143007230011,Void (empty),129048.19,3433.07,0.00,0.00,132481.26,0.00,0.00,0.00,21/04/2018,10/07/2018,UTHINK PEOPLE DEVELOPING PEOPLE,"LION HOUSE, 72-75 RED LION STREET, LONDON, WC1R 4NA",530748,181643,-0.116974,51.518583,Postcode Level,"(51.518583, -0.116974)",30/10/2020 11:11:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,174167
UPRN00694009800006,Occupied,7139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,CHOCOLARR LTD,"BST & GND FLRS, 98 BOUNDARY ROAD, LONDON, NW8 0RH",525941,183618,-0.185512,51.537424,Postcode Level,"(51.537424, -0.185512)",30/10/2020 11:10:07 AM,http://opendatacommunities.org/id/london-borough-council/camden,118686
UPRN01046003210042,Void (empty),29.17,0.78,0.00,0.00,29.95,0.00,0.00,0.00,01/04/2016,04/04/2016,BANK PROPERTIES LIMITED,"ROOM 24 2ND FLR, 32-33 HATTON GARDEN, LONDON, EC1N 8DL",531373,181811,-0.107883,51.51995,Postcode Level,"(51.51995, -0.107883)",30/10/2020 11:10:15 AM,http://opendatacommunities.org/id/london-borough-council/camden,123889
UPRN01108700420002,Occupied,351.37,6.25,0.00,0.00,0.00,0.00,0.00,0.00,30/11/2012,30/11/2012,LBC - XG859CE020,"CAR PARK, BLOOMSBURY SQUARE, LONDON, WC1B 2SL",,,,,No spatial information available,,30/10/2020 11:08:18 AM,http://opendatacommunities.org/id/london-borough-council/camden,53945
UPRN00694011810023,Occupied,4856.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,24/01/2017,MBI LONDON NW8 LIMITED - DISSOLVED,"GND FLR, 118 BOUNDARY ROAD, LONDON, NW8 0RH",525941,183618,-0.185512,51.537424,Postcode Level,"(51.537424, -0.185512)",30/10/2020 11:10:07 AM,http://opendatacommunities.org/id/london-borough-council/camden,118693
UPRN00978001920055,Occupied,5520.00,0.00,0.00,0.00,0.00,0.00,0.00,609.93,01/04/2015,31/03/2016,THE UNITE GROUP PLC,"ROOM G35 GND FLR, 19-29 WOBURN PLACE, LONDON, WC1H 0LU",,,,,No spatial information available,,30/10/2020 11:09:41 AM,http://opendatacommunities.org/id/london-borough-council/camden,102620
UPRN012040103K7997,Occupied,1350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,C B I,"BST 144 AT 103, NEW OXFORD STREET, LONDON, WC1A 1DD",,,,,No spatial information available,,30/10/2020 11:08:10 AM,http://opendatacommunities.org/id/london-borough-council/camden,48745
UPRN00959000100008,Occupied,22578.00,371.00,0.00,18359.20,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,BRITISH HUMANIST ASSOCIATION,"1 GOWER STREET, LONDON, WC1E 6HA",529823,181765,-0.130253,51.519893,Postcode Level,"(51.519893, -0.130253)",30/10/2020 11:07:31 AM,http://opendatacommunities.org/id/london-borough-council/camden,24889
UPRN001530006A0034,Void (empty),2406.70,63.72,0.00,0.00,2470.42,0.00,0.00,0.00,01/05/2019,31/07/2019,RADICI PLASTICS (UK) LTD,"1ST F FRONT 6A, HAMPSTEAD HIGH STREET, LONDON, NW3 1PR",526621,185654,-0.174955,51.555571,Postcode Level,"(51.555571, -0.174955)",30/10/2020 11:12:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,196251
UPRN00782022500102,Occupied,5063.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,LBC-H35715623140,"HOLMBROOK, 225 EVERSHOLT STREET, LONDON, NW1 1DD",529307,183195,-0.137162,51.532862,Postcode Level,"(51.532862, -0.137162)",30/10/2020 11:09:04 AM,http://opendatacommunities.org/id/london-borough-council/camden,80017
