Property Reference,Charge Type,Gross Charge,Supplement,Small Business Relief,Charity Relief,Exemption Relief,Discretionary Relief,Additional Relief,Supporting Small Business Relief,Start Date,End Date,Company Name,Address,Easting,Northing,Longitude,Latitude,Spatial Accuracy,Location,Last Uploaded,Organisation URI,Socrata ID
UPRN99108000811027,Occupied,63373.00,1651.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,UCL HOSPITAL NHS FOUNDATION TRUST,"GND-5TH FS, 8-11 QUEEN SQUARE, LONDON, WC1N 3AR",530342,181943,-0.122686,51.521375,Postcode Level,"(51.521375, -0.122686)",30/10/2020 11:12:52 AM,http://opendatacommunities.org/id/london-borough-council/camden,217394
UPRN01004004500002,Occupied,21956.00,0.00,0.00,0.00,0.00,0.00,21956.00,0.00,01/04/2020,,,"BST GND & 1ST FLR REAR, 45 LAMB'S CONDUIT STREET, LONDON, WC1N 3NG",530634,181968,-0.11847,51.521532,Postcode Level,"(51.521532, -0.11847)",30/10/2020 11:12:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,209533
UPRN00400006434004,Occupied,617.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,LBC-H35715623140,"ADJ UNIT 230 WEBHEATH, NETHERWOOD STREET, LONDON, NW6 2JX",525014,184504,-0.198556,51.545592,Postcode Level,"(51.545592, -0.198556)",30/10/2020 11:10:40 AM,http://opendatacommunities.org/id/london-borough-council/camden,137965
UPRN00000065668018,Occupied,4706.45,0.00,3529.84,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,BLANE ROSEN LIMITED,"GND F, 27A NORTHWAYS PARADE, COLLEGE CRESCENT, LONDON, NW3 5DR",526623,184440,-0.175389,51.544658,Postcode Level,"(51.544658, -0.175389)",30/10/2020 11:11:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,157884
UPRN00016000610058,Occupied,826.72,16.62,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,PARLIAMENT PROPERTIES LTD,"SUITE E AT, 6C SWAINS LANE, LONDON, N6 6QS",528347,186367,-0.149838,51.561587,Postcode Level,"(51.561587, -0.149838)",30/10/2020 11:07:21 AM,http://opendatacommunities.org/id/london-borough-council/camden,18442
UPRN00895001450007,Occupied,3495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,WEWORK INTERNATIONAL LTD,"RM 2.007 AT 2ND FLR, FOX COURT, 14 GRAY'S INN ROAD, LONDON, WC1X 8HN",531135,181691,-0.111382,51.518925,Postcode Level,"(51.518925, -0.111382)",30/10/2020 11:10:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,141719
UPRN004760010A0103,Occupied,3187.41,61.55,0.00,0.00,0.00,0.00,0.00,0.00,24/12/2010,31/03/2011,SKELLY & COUCH LLP,"4TH FLR NORTH AT, 10A BELMONT STREET, LONDON, NW1 8HH",528317,184403,-0.150987,51.543944,Postcode Level,"(51.543944, -0.150987)",30/10/2020 11:07:19 AM,http://opendatacommunities.org/id/london-borough-council/camden,16855
UPRN05006700330508,Occupied,651.20,11.20,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,LBC-H35715623140,"CAR SPACE 50, R/O HARROLD HOUSE, FINCHLEY ROAD, LONDON, NW3 6JX",526540,184445,-0.176583,51.544722,Postcode Level,"(51.544722, -0.176583)",30/10/2020 11:07:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,12341
UPRN00091003940011,Occupied,6043.56,107.44,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,23/07/2012,METROPOLE COLLEGE LIMITED,"UNIT C GND F, 39-51 HIGHGATE ROAD, LONDON, NW5 1RT",528813,185463,-0.14345,51.553357,Postcode Level,"(51.553357, -0.14345)",30/10/2020 11:07:52 AM,http://opendatacommunities.org/id/london-borough-council/camden,37713
UPRN00895022291153,Void (empty),142.40,2.77,0.00,0.00,145.17,0.00,0.00,0.00,10/02/2014,31/03/2014,RCP PARKING LIMITED,"CPS F22 BST LEVEL B3 AT, 222-236 GRAYS INN ROAD, LONDON, WC1X 8HB",530869,182256,-0.114978,51.524066,Postcode Level,"(51.524066, -0.114978)",30/10/2020 11:08:53 AM,http://opendatacommunities.org/id/london-borough-council/camden,74462
UPRN0121400090001A,Void (empty),13914.89,388.18,0.00,0.00,14303.07,0.00,0.00,0.00,28/01/2018,31/03/2018,SHAFTESBURY COVENT GARDEN LTD,"BST & GND FS, 9 EARLHAM STREET, LONDON, WC2H 9LL",530004,181086,-0.127896,51.513749,Postcode Level,"(51.513749, -0.127896)",30/10/2020 11:11:10 AM,http://opendatacommunities.org/id/london-borough-council/camden,156849
UPRN00948017630011,Occupied,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2018,31/03/2019,VIRGIN MEDIA LTD,"MESH 13-01  29, 176 TOTTENHAM COURT ROAD, LONDON, W1T 7PF",529463,181989,-0.135357,51.521988,Postcode Level,"(51.521988, -0.135357)",30/10/2020 11:11:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,165510
UPRN00981005030016,Occupied,291.98,5.59,0.00,0.00,0.00,0.00,0.00,0.00,07/06/2010,13/07/2010,ASSOCIATED BRITISH FOODS PLC,"BST PT & GND FLR (INC 2 CAR SPACES), 50-51 RUSSELL SQUARE, LONDON, WC1B 4JU",530161,181875,-0.125344,51.520804,Postcode Level,"(51.520804, -0.125344)",30/10/2020 11:07:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,13742
UPRN00264021501007,Occupied,9231.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,RETURN PROPERTY SERVICES LIMITED,"UNIT 1, SUMATRA HOUSE, 215 WEST END LANE, LONDON, NW6 1PF",525433,184869,-0.192362,51.548782,Postcode Level,"(51.548782, -0.192362)",30/10/2020 11:12:25 AM,http://opendatacommunities.org/id/london-borough-council/camden,202446
UPRN00895001400274,Void (empty),1227.50,32.50,0.00,0.00,1260.00,0.00,0.00,0.00,01/04/2019,31/03/2020,CLARE REAL ESTATE (14 GRAY'S INN ROAD) L,"CAR SPACE NO 5 FOX COURT, 14 GRAYS INN ROAD, LONDON, WC1X 8HN",531135,181691,-0.111382,51.518925,Postcode Level,"(51.518925, -0.111382)",30/10/2020 11:11:55 AM,http://opendatacommunities.org/id/london-borough-council/camden,185261
UPRN00069008400006,Occupied,8714.64,157.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,VIA ARKADIA (UK) LTD,"BST GND & 1ST FS, 84 HEATH STREET, LONDON, NW3 1DN",526388,185878,-0.178259,51.557634,Postcode Level,"(51.557634, -0.178259)",30/10/2020 11:06:51 AM,http://opendatacommunities.org/id/london-borough-council/camden,464
UPRN01249002910136,Occupied,38.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16/06/2016,13/07/2016,CONTADINO UK LTD - DISSOLVED,"LG01, 29 LINCOLN'S INN FIELDS, LONDON, WC2A 3ED",530779,181495,-0.116583,51.517246,Postcode Level,"(51.517246, -0.116583)",30/10/2020 11:10:29 AM,http://opendatacommunities.org/id/london-borough-council/camden,131514
UPRN00742006310085,Occupied,11471.31,241.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,AIMIMAGE LTD,"UNIT 6 AT 63, PRATT STREET, LONDON, NW1 0DP",529268,183862,-0.137453,51.538867,Postcode Level,"(51.538867, -0.137453)",30/10/2020 11:06:57 AM,http://opendatacommunities.org/id/london-borough-council/camden,3666
UPRN00624700200048,Occupied,2299.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,LABS CAMDEN MANAGEMENT LIMITED,"UNIT 3.19  3RD FLR INTERCHANGE, THE TRIANGLE STABLES MARKET, CHALK FARM ROAD, LONDON, NW1 8AB",528689,184146,-0.145719,51.54155,Postcode Level,"(51.54155, -0.145719)",30/10/2020 11:10:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,118057
UPRN00656010200007,Occupied,99070.92,1645.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,OPTOMEN TELEVISION LTD,"102, ST PANCRAS WAY, LONDON, NW1 9ND",529215,184339,-0.138042,51.543166,Postcode Level,"(51.543166, -0.138042)",30/10/2020 11:07:26 AM,http://opendatacommunities.org/id/london-borough-council/camden,21627
UPRN00840015210031,Occupied,6413.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,COSTA LTD,"GND FLR, 152 NORTH GOWER STREET, LONDON, NW1 2NG",529408,182421,-0.135991,51.525883,Postcode Level,"(51.525883, -0.135991)",30/10/2020 11:10:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,119667
UPRN01037003000011,Occupied,14346.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,ANIMATED STORYBOARDS UK LIMITED,"1ST FLR, 30 WARNER STREET, LONDON, EC1R 5EX",531151,182167,-0.110975,51.523199,Postcode Level,"(51.523199, -0.110975)",30/10/2020 11:12:38 AM,http://opendatacommunities.org/id/london-borough-council/camden,209930
UPRN00889055509118,Occupied,64320.00,1742.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,AMERICAN APPAREL (CARNABY) LTD,"UNIT 11 WESTERN CONCOURSE, KINGS CROSS BR STATION, EUSTON ROAD, LONDON, N1 9AL",,,,,No spatial information available,,30/10/2020 11:09:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,100589
UPRN00212003200048,Occupied,8200.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2013,31/03/2014,SAPH LIMITED - IN ADMINISTRATION,"UNIT 4 AT 32-34, GORDON HOUSE ROAD, LONDON, NW5 1LP",528462,185750,-0.148406,51.556016,Postcode Level,"(51.556016, -0.148406)",30/10/2020 11:08:24 AM,http://opendatacommunities.org/id/london-borough-council/camden,56817
UPRN00895017520105,Occupied,818.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,26/09/2016,LONDON OFFICE SARL,"ROOM 1.05 1ST FLR, 175-185 GRAYS INN ROAD, LONDON, WC1X 8UP",,,,,No spatial information available,,30/10/2020 11:10:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,121188
UPRN012120167B999B,Void (empty),1648.50,38.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,PROSPER INVESTMENTS LTD,"CAR SPACES 3 LINDSAY HOUSE, 167-177 SHAFTESBURY AVENUE, LONDON, WC2H 8AN",530024,181211,-0.127562,51.514868,Postcode Level,"(51.514868, -0.127562)",30/10/2020 11:09:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,87521
UPRN01249002010006,Occupied,843.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,FARRER & CO LLP,"CAR SPACE VO REF 1 AT, 20-23 LINCOLNS INN FIELDS, LONDON, WC2A 3EA",,,,,No spatial information available,,30/10/2020 11:08:11 AM,http://opendatacommunities.org/id/london-borough-council/camden,49427
UPRN01182000800001,Occupied,350.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15/03/2018,31/03/2018,MATTHEW CALVIN LIMITED,"2ND FLOOR, 8-9 GREVILLE STREET, LONDON, EC1N 8SB",531397,181742,-0.107589,51.519323,Postcode Level,"(51.519323, -0.107589)",30/10/2020 11:11:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,157616
UPRN01058004800168,Occupied,4066.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/09/2013,31/03/2014,AVANTA MANAGEMENT SERVICES LTD,"ROOM 2.02 2ND FLR, 48-54 CHARLOTTE STREET, LONDON, W1T 4PF",529397,181743,-0.136372,51.519795,Postcode Level,"(51.519795, -0.136372)",30/10/2020 11:08:47 AM,http://opendatacommunities.org/id/london-borough-council/camden,71629
UPRN00847001420023,Occupied,37316.00,988.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2019,31/03/2020,JAPAN SOCIETY FOR PROMOTION,"PT 2ND & 3RD FLRS, 14-16 STEPHENSON WAY, LONDON, NW1 2HD",529423,182479,-0.135728,51.526403,Postcode Level,"(51.526403, -0.135728)",30/10/2020 11:11:54 AM,http://opendatacommunities.org/id/london-borough-council/camden,184329
UPRN00016000610043,Occupied,1595.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,PARLIAMENT PROPERTIES LTD,"SUITE D AT, 6C SWAINS LANE, LONDON, N6 6QS",528347,186367,-0.149838,51.561587,Postcode Level,"(51.561587, -0.149838)",30/10/2020 11:11:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,179729
UPRN00109016310004,Occupied,4473.00,73.50,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/03/2012,BROMWEST LIMITED,"1ST F, 163 FORDWYCH ROAD, LONDON, NW2 3NG",524299,185358,-0.208536,51.553427,Postcode Level,"(51.553427, -0.208536)",30/10/2020 11:07:22 AM,http://opendatacommunities.org/id/london-borough-council/camden,18909
UPRN01201005600039,Void (empty),3822.84,89.28,0.00,0.00,3912.12,0.00,0.00,0.00,16/01/2015,31/03/2015,CONSOLIDATED DEVELOPMENTS LTD,"BST & GND FLRS, 56 ST GILES HIGH STREET, LONDON, WC2H 8LH",529907,181302,-0.129214,51.515713,Postcode Level,"(51.515713, -0.129214)",30/10/2020 11:09:27 AM,http://opendatacommunities.org/id/london-borough-council/camden,94201
UPRN00242017400039,Occupied,4404.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,WEST HEATH FACILITIES LTD,"1ST FLR FRNT, 174 MILL LANE, LONDON, NW6 1TB",525357,185204,-0.193338,51.551809,Postcode Level,"(51.551809, -0.193338)",30/10/2020 11:10:03 AM,http://opendatacommunities.org/id/london-borough-council/camden,116194
UPRN00794000230025,Occupied,17062.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2019,31/03/2020,SAFESTORE HOLDINGS LTD,"BST MAYFORD, CHALTON STREET, LONDON, NW1 1NX",529348,183230,-0.136558,51.533167,Postcode Level,"(51.533167, -0.136558)",30/10/2020 11:11:53 AM,http://opendatacommunities.org/id/london-borough-council/camden,184125
UPRN99034013150245,Occupied,343.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,30/10/2014,CORNHILL INVESTMENTS LTD - DISSOLVED,"G24  5TH FLR, 131-179 BELSIZE ROAD, LONDON, NW6 4AD",525869,183889,-0.186453,51.539875,Postcode Level,"(51.539875, -0.186453)",30/10/2020 11:09:18 AM,http://opendatacommunities.org/id/london-borough-council/camden,88891
UPRN01106003100584,Void (empty),2211.78,39.32,0.00,0.00,2251.10,0.00,0.00,0.00,18/09/2012,31/03/2013,AVANTA MANAGED OFFICES LIMITED,"ROOM 3.17 3RD FLR, 31 SOUTHAMPTON ROW, LONDON, WC1B 5HJ",530451,181647,-0.121225,51.51869,Postcode Level,"(51.51869, -0.121225)",30/10/2020 11:08:16 AM,http://opendatacommunities.org/id/london-borough-council/camden,52816
UPRN01101002600025,Occupied,208.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,30/04/2017,PORTICO PROPERTY LIMITED,"BST FRONT, 26 MUSEUM STREET, LONDON, WC1A 1JU",530147,181517,-0.125652,51.517591,Postcode Level,"(51.517591, -0.125652)",30/10/2020 11:10:53 AM,http://opendatacommunities.org/id/london-borough-council/camden,146204
UPRN0026401440000B,Occupied,8035.42,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2018,31/03/2019,ESQUIRE LTD,"144 WEST END LANE, LONDON, NW6 1SD",525542,184769,-0.190827,51.547859,Postcode Level,"(51.547859, -0.190827)",30/10/2020 11:11:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,158986
UPRN00782016300149,Occupied,1089.00,29.25,0.00,894.60,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,THE BRITISH RED CROSS SOCIETY,"CAR SPACE NO 14 CARRIAGE ROW AT, 163 EVERSHOLT STREET, LONDON, NW1 1BL",529414,183102,-0.135654,51.532002,Postcode Level,"(51.532002, -0.135654)",30/10/2020 11:10:08 AM,http://opendatacommunities.org/id/london-borough-council/camden,119462
UPRN00363001330011,Occupied,46.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,VIRGIN MEDIA LTD,"MESH 21-49  67, 13A KENTISH TOWN ROAD, LONDON, NW1 9NH",529143,184354,-0.1391,51.543315,Postcode Level,"(51.543315, -0.1391)",30/10/2020 11:10:39 AM,http://opendatacommunities.org/id/london-borough-council/camden,137638
UPRN00732000560129,Void (empty),56800.67,1053.92,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2011,31/10/2011,HAMILTON & RAY LTD,"GND F REAR 1ST F AND 2ND F, 5-6 UNDERHILL STREET, LONDON, NW1 7HS",528900,183733,-0.142829,51.53779,Postcode Level,"(51.53779, -0.142829)",30/10/2020 11:07:26 AM,http://opendatacommunities.org/id/london-borough-council/camden,21770
UPRN00889035001425,Occupied,652.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2017,31/03/2018,350 EUSTON ROAD LTD,"UNITS B142 & B155 BST, 350 EUSTON ROAD, LONDON, NW1 2RT",529587,182735,-0.133296,51.528664,Postcode Level,"(51.528664, -0.133296)",30/10/2020 11:10:46 AM,http://opendatacommunities.org/id/london-borough-council/camden,141360
UPRN00857700222013,Occupied,1320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,LKB INVESTMENTS LTD,"ROOM 201 2ND FLR, ENDSLEIGH COURT, UPPER WOBURN PLACE, LONDON, WC1H 0HQ",529830,182463,-0.129896,51.526164,Postcode Level,"(51.526164, -0.129896)",30/10/2020 11:09:36 AM,http://opendatacommunities.org/id/london-borough-council/camden,99916
UPRN01231014250027,Occupied,5.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31/03/2017,31/03/2017,WEWORK INTERNATIONAL LTD,"RM 5-A15C 5TH FLR, WATERHOUSE SQUARE, 142 HOLBORN, LONDON, EC1N 2NH",,,,,No spatial information available,,30/10/2020 11:10:36 AM,http://opendatacommunities.org/id/london-borough-council/camden,135920
UPRN05006023910044,Occupied,4750.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,24/10/2015,STRINGER SMITH LEVETT,"2ND-4TH FLRS, 239A FINCHLEY ROAD, LONDON, NW3 6JB",,,,,No spatial information available,,30/10/2020 11:09:51 AM,http://opendatacommunities.org/id/london-borough-council/camden,108973
UPRN00091005379731,Occupied,10670.99,236.25,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2010,31/03/2011,DUNNETTCRAVEN LIMITED,"SUITE 512 AT, 53-79 HIGHGATE ROAD, LONDON, NW5 1TL",528721,185525,-0.144754,51.553935,Postcode Level,"(51.553935, -0.144754)",30/10/2020 11:06:52 AM,http://opendatacommunities.org/id/london-borough-council/camden,581
UPRN99123000100059,Void (empty),1200.00,32.50,0.00,0.00,1232.50,0.00,0.00,0.00,01/04/2018,31/03/2019,HS2 LTD,"CAR SPACE 4 BST, 1 EUSTON SQUARE, LONDON, NW1 2EE",,,,,No spatial information available,,30/10/2020 11:11:37 AM,http://opendatacommunities.org/id/london-borough-council/camden,173647
UPRN00069003510012,Occupied,13725.00,244.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,SWEATY BETTY LIMITED,"35 HEATH STREET, LONDON, NW3 6TR",526346,185709,-0.178926,51.556125,Postcode Level,"(51.556125, -0.178926)",30/10/2020 11:07:52 AM,http://opendatacommunities.org/id/london-borough-council/camden,37616
UPRN00362002610018,Occupied,8732.50,0.00,0.00,0.00,0.00,0.00,8732.50,0.00,01/04/2020,,ELLISON & PIOC LTD,"GND F, 26 FORTESS ROAD, LONDON, NW5 2HB",528998,185407,-0.140804,51.552811,Postcode Level,"(51.552811, -0.140804)",30/10/2020 11:12:26 AM,http://opendatacommunities.org/id/london-borough-council/camden,202918
UPRN0073700750000A,Occupied,3619.60,84.53,0.00,0.00,0.00,0.00,0.00,0.00,05/02/2015,31/03/2015,RAPIER STAR SOLUTIONS LIMITED,"75 BAYHAM STREET, LONDON, NW1 0AA",529135,183622,-0.139484,51.536739,Postcode Level,"(51.536739, -0.139484)",30/10/2020 11:09:28 AM,http://opendatacommunities.org/id/london-borough-council/camden,94502
UPRN01182002410011,Occupied,5416.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,THE OFFICE (FARRINGDON) LIMITED,"PT BST & PT GND FLR, 24 GREVILLE STREET, LONDON, EC1N 8SS",531486,181751,-0.106304,51.519383,Postcode Level,"(51.519383, -0.106304)",30/10/2020 11:09:15 AM,http://opendatacommunities.org/id/london-borough-council/camden,86632
UPRN01106000100079,Occupied,78.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,22/04/2012,GRANDSOFT LIMITED,"BST STORE 5 AT, 1 SOUTHAMPTON ROW, LONDON, WC1V 6QA",,,,,No spatial information available,,30/10/2020 11:08:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,46178
UPRN05006013A000A4,Occupied,65.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,TELETRAC NAVMAN (UK) LTD,"TRAFFICMASTER SITE 6530S OUTSIDE, 13A HARBEN PARADE, FINCHLEY ROAD, LONDON, NW3 5ES",526538,184499,-0.176567,51.54521,Postcode Level,"(51.54521, -0.176567)",30/10/2020 11:09:18 AM,http://opendatacommunities.org/id/london-borough-council/camden,88442
UPRN00961700220032,Occupied,71764.00,2002.00,0.00,59012.80,0.00,600.00,0.00,0.00,01/04/2017,31/03/2018,ANCHOR HANOVER GROUP,"UNITS A & B 3RD FLR, HEALS BUILDING, TORRINGTON PLACE, LONDON, WC1E 7HJ",529545,181964,-0.134159,51.521747,Postcode Level,"(51.521747, -0.134159)",30/10/2020 11:10:49 AM,http://opendatacommunities.org/id/london-borough-council/camden,143799
UPRN99045009496908,Occupied,1497.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,TELEFONICA UK LIMITED,"SITE (7796) AT THE LAMB, 94-96 LAMBS CONDUIT STREET, LONDON, WC1N 3LZ",530596,182143,-0.118953,51.523114,Postcode Level,"(51.523114, -0.118953)",30/10/2020 11:12:51 AM,http://opendatacommunities.org/id/london-borough-council/camden,217074
UPRN0122100482007B,Occupied,11940.89,0.00,0.00,0.00,0.00,150.00,0.00,0.00,01/04/2017,31/03/2018,TANCROFT COMMUNICATIONS LTD,"1ST-3RD FLS, 48 MONMOUTH STREET, LONDON, WC2H 9EP",530047,181037,-0.12727,51.513301,Postcode Level,"(51.513301, -0.12727)",30/10/2020 11:10:58 AM,http://opendatacommunities.org/id/london-borough-council/camden,149421
UPRN00867000100027,Occupied,144710.00,3770.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,THE DOCTORS LABORATORY,"10TH FLR, 1 MABLEDON PLACE, LONDON, WC1H 9AX",529946,182674,-0.128147,51.528034,Postcode Level,"(51.528034, -0.128147)",30/10/2020 11:12:32 AM,http://opendatacommunities.org/id/london-borough-council/camden,206223
UPRN99411000000003,Occupied,12849.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2020,,BLUE CHIP TRADING LTD,"UNIT 2, LESSING BUILDING, HERITAGE LANE, LONDON, CAMDEN, NW6 2AQ",525419,184663,-0.192637,51.546933,Postcode Level,"(51.546933, -0.192637)",30/10/2020 11:12:52 AM,http://opendatacommunities.org/id/london-borough-council/camden,217809
UPRN99043900900092,Occupied,96.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,TRANSPORT FOR LONDON,"2/610205, HARRINGTON SQUARE, LONDON, NW1 7DF",,,,,No spatial information available,,30/10/2020 11:08:12 AM,http://opendatacommunities.org/id/london-borough-council/camden,50321
UPRN01175013829709,Occupied,1413.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2014,31/03/2015,DELUXE 142 LTD,"CAR SPACE 15 BST HOLBORN TOWER, 137-144 HIGH HOLBORN, LONDON, WC1V 6PL",530337,181507,-0.122945,51.517456,Postcode Level,"(51.517456, -0.122945)",30/10/2020 11:09:14 AM,http://opendatacommunities.org/id/london-borough-council/camden,86326
UPRN01237000900014,Occupied,15240.00,412.75,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2015,31/03/2016,LONDON RESIDENTIAL,"GND & MEZZ FLRS, 9A MACKLIN STREET, LONDON, WC2B 5NH",530342,181336,-0.122936,51.515918,Postcode Level,"(51.515918, -0.122936)",30/10/2020 11:09:50 AM,http://opendatacommunities.org/id/london-borough-council/camden,108262
UPRN0094800920000B,Void (empty),5377.38,88.36,0.00,0.00,5465.74,0.00,0.00,0.00,27/06/2011,25/08/2011,RICH'S WELLBEING LTD,"GND & MEZZ FS, 92 TOTTENHAM COURT ROAD, LONDON, W1T 4TL",529416,181987,-0.136035,51.521981,Postcode Level,"(51.521981, -0.136035)",30/10/2020 11:07:44 AM,http://opendatacommunities.org/id/london-borough-council/camden,32752
UPRN00641012513387,Occupied,44044.00,1183.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2016,31/03/2017,ZAPPISTORE LIMITED,"4TH FLR REAR, 125-133 CAMDEN HIGH STREET, LONDON, NW1 7JR",528958,183701,-0.14198,51.537491,Postcode Level,"(51.537491, -0.14198)",30/10/2020 11:10:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,118324
UPRN00873700220002,Void (empty),2126.47,57.59,0.00,0.00,2184.06,0.00,0.00,0.00,14/01/2019,31/03/2019,LBC-G26300623140,"ROOM 210 2ND FLR, TOWN HALL, JUDD STREET, LONDON, WC1H 1JE",,,,,No spatial information available,,30/10/2020 11:11:44 AM,http://opendatacommunities.org/id/london-borough-council/camden,178435
UPRN009480237I799A,Void (empty),348.54,9.72,0.00,0.00,358.26,0.00,0.00,0.00,06/09/2017,05/12/2017,PRUDENTIAL UK REAL ESTATE LIMITED PARTNE,"BST 8 AT, 237-247 TOTTENHAM COURT ROAD, LONDON, W1T 7QW",,,,,No spatial information available,,30/10/2020 11:11:06 AM,http://opendatacommunities.org/id/london-borough-council/camden,154198
UPRN01063003810001,Occupied,658.62,0.00,636.67,0.00,0.00,0.00,0.00,0.00,11/01/2016,31/03/2016,ORDERELLA LTD - IN ADMINISTRATION,"BST, 38 GOODGE STREET, LONDON, W1T 2QW",529466,181730,-0.135409,51.51966,Postcode Level,"(51.51966, -0.135409)",30/10/2020 11:09:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,113869
UPRN00889035001607,Occupied,1012.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/04/2012,31/03/2013,BALFOUR BEATTY INVESTMENTS LTD,"CAR SPACE 3 BST, 350 EUSTON ROAD, LONDON, NW1 2RT",529587,182735,-0.133296,51.528664,Postcode Level,"(51.528664, -0.133296)",30/10/2020 11:07:59 AM,http://opendatacommunities.org/id/london-borough-council/camden,42207
UPRN00641005256015,Occupied,82335.00,2145.00,0.00,0.00,0.00,0.00,84480.00,0.00,01/04/2020,,POUNDLAND LIMITED,"BST GND & 1ST FLR REAR, 52-56 CAMDEN HIGH STREET, LONDON, NW1 0LT",529077,183620,-0.14032,51.536734,Postcode Level,"(51.536734, -0.14032)",30/10/2020 11:12:28 AM,http://opendatacommunities.org/id/london-borough-council/camden,204439
