VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
5YJSA1E27J,King,SEATTLE,WA,98199,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,36,476411148,POINT (-122.399558 47.648651)
1G1FX6S03H,King,SEATTLE,WA,98105,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,43,242499239,POINT (-122.298657 47.663771)
KNDCC3LC7K,King,BURIEN,WA,98148,2019,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,28500,33,6039862,POINT (-122.326676 47.445709)
WAUUPBFF2G,Whatcom,BELLINGHAM,WA,98225,2016,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,37900,40,106140163,POINT (-122.493388 48.74995)
WMEFJ9BA0H,San Juan,FRIDAY HARBOR,WA,98250,2017,SMART,SMART FORTWO ELECTRIC DRIVE COUPE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,23800,40,350255146,POINT (-123.084302 48.544106)
WA1E2AFY5L,King,AUBURN,WA,98092,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,31,100561667,POINT (-122.148214 47.292978)
KNAGU4LE4K,Pierce,BONNEY LAKE,WA,98391,2019,KIA,OPTIMA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,35390,31,475848831,POINT (-122.170798 47.184615)
5YJYGDEE0M,Thurston,OLYMPIA,WA,98501,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,128843263,POINT (-122.87404199999999 46.998873)
WBA7J2C55K,King,SEATTLE,WA,98144,2019,BMW,740E XDRIVE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,91250,37,475825276,POINT (-122.30033 47.585339)
3FA6P0PU2E,Benton,RICHLAND,WA,99352,2014,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34700,8,6529302,POINT (-119.285025 46.247465)
5YJYGDEE0L,King,REDMOND,WA,98053,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,45,131449958,POINT (-122.024951 47.670286)
1N4AZ0CP3F,King,MERCER ISLAND,WA,98040,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,41,234476315,POINT (-122.227947 47.565443)
5YJ3E1EB3K,Spokane,SPOKANE,WA,99223,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,6,331049400,POINT (-117.352803 47.604595)
WBY1Z4C51G,Skagit,ANACORTES,WA,98221,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,40,477061224,POINT (-122.62841800000001 48.487079)
5YJYGDEE5L,King,BELLEVUE,WA,98006,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,41,127106486,POINT (-122.151342 47.560192)
5YJ3E1EB5K,King,REDMOND,WA,98052,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,48,478680296,POINT (-122.122018 47.678465)
5YJ3E1EB0K,King,ISSAQUAH,WA,98029,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,5,477798583,POINT (-122.014191 47.559121)
WBY1Z4C52G,Grant,SOAP LAKE,WA,98851,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,12,205579608,POINT (-119.44074500000002 47.407561)
WAUUPBFF0J,King,SEATTLE,WA,98117,2018,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,39500,36,326232217,POINT (-122.379354 47.687571)
WBY1Z4C54E,Snohomish,EDMONDS,WA,98020,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,21,4192562,POINT (-122.370709 47.801416)
1G1RA6S5XJ,Thurston,TUMWATER,WA,98501,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,34095,22,290523446,POINT (-122.87404199999999 46.998873)
5YJSA1E22K,Snohomish,MILL CREEK,WA,98012,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,79000,44,142285209,POINT (-122.20151499999999 47.843376)
5YJSA1S15E,King,NORMANDY PARK,WA,98166,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,33,206712397,POINT (-122.34939400000002 47.455070000000006)
1N4BZ0CP6G,King,KIRKLAND,WA,98033,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,48,129664657,POINT (-122.188994 47.678406)
WBY1Z4C53E,King,SEATAC,WA,98198,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,33,240981268,POINT (-122.31207099999999 47.395276)
5YJSA1H1XE,King,RENTON,WA,98057,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,37,102147216,POINT (-122.215501 47.476576)
WBY1Z4C52E,King,SEATTLE,WA,98105,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,46,208239811,POINT (-122.298657 47.663771)
1N4AZ0CP6D,King,WOODINVILLE,WA,98072,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,45,245794965,POINT (-122.132064 47.759381000000005)
1N4AZ1CPXJ,King,SHORELINE,WA,98133,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,32,253207041,POINT (-122.343983 47.73996900000001)
1G1RC6S59H,King,RENTON,WA,98057,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,37,216519033,POINT (-122.215501 47.476576)
1N4BZ0CP6G,King,SHORELINE,WA,98133,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,32,195207484,POINT (-122.343983 47.73996900000001)
5YJYGDEE2L,King,REDMOND,WA,98053,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,45,115106456,POINT (-122.024951 47.670286)
5YJXCBE21H,Pierce,UNIVERSITY PLACE,WA,98467,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,28,102895600,POINT (-122.537695 47.205343)
5YJXCDE20K,King,SAMMAMISH,WA,98074,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,88000,45,120341868,POINT (-122.04272399999999 47.623594)
3FA6P0SU0D,Clark,VANCOUVER,WA,98684,2013,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,38700,17,124361247,POINT (-122.51941400000001 45.630173)
5YJXCDE21L,Snohomish,LYNNWOOD,WA,98037,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,32,103329271,POINT (-122.287614 47.83874)
1G1RB6E47C,Snohomish,LYNNWOOD,WA,98087,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,21,150243964,POINT (-122.26636700000002 47.863478)
WBY1Z4C56E,Clark,VANCOUVER,WA,98661,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,41350,49,111529183,POINT (-122.62505 45.640901)
WBY8P8C51K,King,REDMOND,WA,98052,2019,BMW,I3S WITH RANGE EXTENDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,44450,45,477294338,POINT (-122.122018 47.678465)
JTDKN3DP6C,Skagit,ANACORTES,WA,98221,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,40,345434610,POINT (-122.62841800000001 48.487079)
5YJ3E1EB2J,Snohomish,LAKE STEVENS,WA,98258,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,44,273301101,POINT (-122.085999 48.016305)
1N4AZ0CP4D,Clallam,PORT ANGELES,WA,98362,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,24,118678990,POINT (-123.362968 48.075894)
JTDKARFP4J,King,AUBURN,WA,98092,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27300,47,124707460,POINT (-122.148214 47.292978)
5YJSA1E2XF,Yakima,ZILLAH,WA,98953,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,15,271276715,POINT (-120.26213400000002 46.419892)
5YJYGDEF0L,Spokane,SPOKANE,WA,99223,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,6,103380077,POINT (-117.352803 47.604595)
5YJXCDE27J,Thurston,OLYMPIA,WA,98502,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,22,334275511,POINT (-122.97996899999998 47.078241)
3C3CFFGEXE,King,KIRKLAND,WA,98033,2014,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,48,251546515,POINT (-122.188994 47.678406)
5YJ3E1EB2J,Clark,VANCOUVER,WA,98685,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,18,122234325,POINT (-122.68632900000001 45.713105)
JTDKN3DP6C,Jefferson,PORT TOWNSEND,WA,98368,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,24,125739239,POINT (-122.81801600000001 48.080229)
1N4AZ0CP6D,King,SEATTLE,WA,98103,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,36,239691826,POINT (-122.343577 47.672491)
1N4BZ0CP2H,King,SEATTLE,WA,98115,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,30680,43,156437172,POINT (-122.297534 47.685291)
5YJSA1H1XE,King,KIRKLAND,WA,98033,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,120897346,POINT (-122.188994 47.678406)
5YJSA1E23G,Skagit,ANACORTES,WA,98221,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,66000,40,167389820,POINT (-122.62841800000001 48.487079)
1G1RB6E45C,Pierce,BONNEY LAKE,WA,98391,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,31,189339062,POINT (-122.170798 47.184615)
JTDKARFP4L,King,BELLEVUE,WA,98007,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,48,104920595,POINT (-122.14323100000001 47.611666)
5YJSA1H21F,King,SEATTLE,WA,98103,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,182555579,POINT (-122.343577 47.672491)
5YJ3E1EB4L,King,SAMMAMISH,WA,98075,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,41,109011633,POINT (-122.028168 47.586173)
JN1AZ0CP8C,Clark,WASHOUGAL,WA,98671,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,35200,18,206980455,POINT (-122.26199299999999 45.622947)
JTDKARFP1J,King,ISSAQUAH,WA,98027,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27300,5,183788517,POINT (-122.010741 47.506838)
KNDJX3AE3J,King,KENT,WA,98042,2018,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,47,314283378,POINT (-122.11667400000002 47.363112)
5YJ3E1EA2J,King,SEATTLE,WA,98112,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,43,349565730,POINT (-122.296466 47.631708)
1FADP3R4XD,Clallam,PORT ANGELES,WA,98362,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,39200,24,135822928,POINT (-123.362968 48.075894)
1G1FW6S06H,Clallam,PORT ANGELES,WA,98362,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,24,347841105,POINT (-123.362968 48.075894)
WAUUPBFF4J,King,SEATTLE,WA,98107,2018,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,39500,36,318160860,POINT (-122.375438 47.667804)
KNDCC3LG6K,Walla Walla,WALLA WALLA,WA,99362,2019,KIA,NIRO ELECTRIC,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,38500,16,104574662,POINT (-118.34236600000001 46.081666)
5YJSA1E29J,King,MERCER ISLAND,WA,98040,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,41,476427724,POINT (-122.227947 47.565443)
5YJXCAE21L,King,TUKWILA,WA,98168,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,11,7820221,POINT (-122.30251 47.488635)
JTDKN3DP6E,King,SEATTLE,WA,98108,2014,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,29990,37,177967639,POINT (-122.31336800000001 47.54411)
5YJ3E1EA7L,King,SEATTLE,WA,98107,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,36,1934950,POINT (-122.375438 47.667804)
5YJYGDEE7L,Kitsap,KINGSTON,WA,98346,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,23,110095135,POINT (-122.52650599999998 47.81346)
5YJXCBE24G,King,SEATTLE,WA,98115,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,74000,43,212793416,POINT (-122.297534 47.685291)
JHMZC5F16J,King,SEATTLE,WA,98122,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,37,268086087,POINT (-122.303413 47.61065)
1G1FZ6S05L,King,WOODINVILLE,WA,98077,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,45,101868707,POINT (-122.05752200000002 47.749161)
1N4BZ1CP4K,King,SEATTLE,WA,98144,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,37,271147019,POINT (-122.30033 47.585339)
1G1FY6S01K,King,KENT,WA,98032,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,33,476567444,POINT (-122.26132099999998 47.390601)
5YJ3E1EB7J,King,KIRKLAND,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,1,321084116,POINT (-122.204248 47.719278)
JTDKN3DP6E,Snohomish,LYNNWOOD,WA,98037,2014,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,29990,21,349521959,POINT (-122.287614 47.83874)
5YJ3E1EB9K,King,BOTHELL,WA,98011,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,1,272280487,POINT (-122.197147 47.757791)
1G1RB6E46F,Clark,VANCOUVER,WA,98685,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34170,18,129618863,POINT (-122.68632900000001 45.713105)
5YJXCBE47H,King,NEWCASTLE,WA,98056,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,41,195121132,POINT (-122.183961 47.510245)
5YJ3E1EB7J,King,SEATTLE,WA,98119,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,36,475808378,POINT (-122.36772100000002 47.639264)
1N4AZ1CP5J,King,SEATTLE,WA,98104,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,43,348934169,POINT (-122.32861100000001 47.602601)
1N4AZ1BP2L,King,AUBURN,WA,98001,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,30,132473834,POINT (-122.266685 47.308313)
5YJSA1E24H,King,VASHON,WA,98070,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,34,202410757,POINT (-122.469161 47.415443)
WVWPR7AUXK,Pierce,EATONVILLE,WA,98328,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,2,4742755,POINT (-122.28368500000002 46.882069)
3FA6P0SU3F,Snohomish,LYNNWOOD,WA,98087,2015,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,34800,21,150185626,POINT (-122.26636700000002 47.863478)
5YJSA1E26F,Snohomish,MUKILTEO,WA,98275,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,3750750,POINT (-122.30250700000002 47.911921)
5YJSA1E27L,Pierce,GIG HARBOR,WA,98335,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,26,109880032,POINT (-122.612932 47.300296)
WBY1Z4C56F,Yakima,SELAH,WA,98942,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,15,180481773,POINT (-120.61723400000001 46.746828)
5YJYGDEE5L,Kitsap,KEYPORT,WA,98345,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,23,131579899,POINT (-122.622766 47.699896)
5YJ3E1EA1J,King,SEATTLE,WA,98117,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,36,205924932,POINT (-122.379354 47.687571)
5YJSA1E24H,Snohomish,BOTHELL,WA,98012,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,1,348759582,POINT (-122.20151499999999 47.843376)
5YJYGDEF8L,King,SEATTLE,WA,98122,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,37,110780344,POINT (-122.303413 47.61065)
5YJYGDEE3L,King,SEATTLE,WA,98116,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,34,109332828,POINT (-122.394511 47.574001)
1G1RB6S51H,Snohomish,SNOHOMISH,WA,98296,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,1,277102591,POINT (-122.10812000000001 47.838517)
1FADP5CU2D,King,SEATTLE,WA,98106,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,34,242722679,POINT (-122.35495400000002 47.537664)
JN1AZ0CP6B,Thurston,OLYMPIA,WA,98502,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,32780,22,2142647,POINT (-122.97996899999998 47.078241)
5YJXCBE41L,Kitsap,POULSBO,WA,98370,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,23,4597442,POINT (-122.63339300000001 47.748427)
5YJXCDE27J,Snohomish,BOTHELL,WA,98012,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,44,349906609,POINT (-122.20151499999999 47.843376)
2C4RC1N75J,Thurston,OLYMPIA,WA,98501,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,39995,22,474969974,POINT (-122.87404199999999 46.998873)
WBY8P4C54K,Clark,VANCOUVER,WA,98682,2019,BMW,I3 WITH RANGE EXTENDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,44450,17,4770335,POINT (-122.508465 45.670446)
5YJ3E1EA5K,King,SAMMAMISH,WA,98029,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,5,110369143,POINT (-122.014191 47.559121)
5YJ3E1EB3L,Kitsap,BREMERTON,WA,98312,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,35,127300211,POINT (-122.72468200000002 47.57271)
1N4AZ1CP5K,King,SEATTLE,WA,98122,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,37,476093810,POINT (-122.303413 47.61065)
5YJYGDEE1L,King,SEATTLE,WA,98199,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,36,131417667,POINT (-122.399558 47.648651)
1N4AZ0CP0D,Thurston,OLYMPIA,WA,98506,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,22,256951446,POINT (-122.86836 47.085951)
1G1RB6E49C,Clark,CAMAS,WA,98607,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,18,6232803,POINT (-122.40849800000001 45.620943)
5YJ3E1EA5K,King,SNOQUALMIE,WA,98065,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,5,476354329,POINT (-121.819086 47.539931)
1G1RB6E41E,Spokane,SPOKANE,WA,99203,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,3,121546421,POINT (-117.40447600000002 47.629317)
WBY1Z4C53G,Pierce,FIRCREST,WA,98466,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,28,239530756,POINT (-122.53523700000001 47.227719)
5YJXCBE46J,King,WOODINVILLE,WA,98072,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,45,283034055,POINT (-122.132064 47.759381000000005)
1N4BZ1CP4K,King,BELLEVUE,WA,98006,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,41,2469141,POINT (-122.151342 47.560192)
1N4AZ1BP2L,King,MERCER ISLAND,WA,98040,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,41,100527143,POINT (-122.227947 47.565443)
5YJXCDE22K,King,BELLEVUE,WA,98006,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,88000,41,108948395,POINT (-122.151342 47.560192)
1N4AZ1CP5J,Kitsap,PORT ORCHARD,WA,98367,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,26,477961746,POINT (-122.65890100000001 47.466778)
1G1FZ6S05L,Kitsap,SUQUAMISH,WA,98392,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,23,9091106,POINT (-122.56117100000002 47.734395)
JN1AZ0CP6C,King,SEATTLE,WA,98124,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,35200,11,90772,POINT (-122.33 47.61)
1FADP5CU0E,Pierce,TACOMA,WA,98406,2014,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31635,27,254657763,POINT (-122.50257399999998 47.262788)
JHMZC5F30K,Snohomish,SNOHOMISH,WA,98290,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,39,110181081,POINT (-122.029605 47.939428)
5YJ3E1EB4K,King,ISSAQUAH,WA,98029,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,5,116776082,POINT (-122.014191 47.559121)
1G1RC6S56J,Snohomish,SNOHOMISH,WA,98296,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,34095,1,213290493,POINT (-122.10812000000001 47.838517)
1N4AZ1CP5K,King,SEATTLE,WA,98106,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,34,196621638,POINT (-122.35495400000002 47.537664)
5YJ3E1EA7L,King,BELLEVUE,WA,98005,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,41,124322299,POINT (-122.168422 47.614824)
5YJYGDEE3L,King,SEATTLE,WA,98104,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,43,113310151,POINT (-122.32861100000001 47.602601)
1N4AZ0CP5D,Clark,VANCOUVER,WA,98663,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,49,215996931,POINT (-122.661302 45.650422)
5YJ3E1EB5L,King,NEWCASTLE,WA,98059,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,41,6077907,POINT (-122.132064 47.494834)
