VIN (1-10),County,City,State,ZIP Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location
1N4AZ0CP1D,Jefferson,PORT TOWNSEND,WA,98368,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,24,183523686,POINT (-122.81801600000001 48.080229)
WBY1Z4C5XF,King,SEATTLE,WA,98125,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,46,271900464,POINT (-122.303604 47.716244)
5YJ3E1EA1K,Clallam,PORT ANGELES,WA,98363,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,24,477892964,POINT (-123.75384000000001 48.096413)
1N4BZ1CP4K,King,RENTON,WA,98056,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,41,304506128,POINT (-122.183961 47.510245)
JN1AZ0CP6C,Snohomish,EVERETT,WA,98203,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,35200,38,5819362,POINT (-122.227707 47.943014)
WBA8E1C51J,King,BELLEVUE,WA,98004,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,48,438905491,POINT (-122.20316899999999 47.619011)
5YJ3E1EB4L,King,RENTON,WA,98056,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,41,103157456,POINT (-122.183961 47.510245)
5YJ3E1EA6J,King,WOODINVILLE,WA,98072,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,45,265715992,POINT (-122.132064 47.759381000000005)
5YJSA1DN8D,King,WOODINVILLE,WA,98072,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,194264542,POINT (-122.132064 47.759381000000005)
5YJ3E1EB0L,King,REDMOND,WA,98053,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,45,104184608,POINT (-122.024951 47.670286)
WBY8P4C53K,King,SEATTLE,WA,98115,2019,BMW,I3 WITH RANGE EXTENDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,44450,46,310968087,POINT (-122.297534 47.685291)
1G1FY6S01L,Pierce,TACOMA,WA,98407,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,27,9973484,POINT (-122.506857 47.285977)
5YJ3E1EB3J,Pierce,TACOMA,WA,98444,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,29,474220897,POINT (-122.44779100000001 47.1543)
1N4AZ0CP5E,King,SHORELINE,WA,98177,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,28980,32,253666129,POINT (-122.37015900000002 47.743354)
1G1FW6S03H,Thurston,OLYMPIA,WA,98501,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,22,162893692,POINT (-122.87404199999999 46.998873)
1FADP5EU1H,King,AUBURN,WA,98092,2017,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,27120,31,281454939,POINT (-122.148214 47.292978)
5YJXCDE25L,Thurston,TUMWATER,WA,98501,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,22,126136867,POINT (-122.87404199999999 46.998873)
5YJYGDEE6L,King,RENTON,WA,98055,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,11,117598792,POINT (-122.2016 47.447869)
KNDCC3LD8K,Clark,VANCOUVER,WA,98662,2019,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,28500,17,9840666,POINT (-122.57630799999998 45.677838)
WBY1Z4C57G,King,LAKE FOREST PARK,WA,98155,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,46,141108012,POINT (-122.30332400000002 47.756486)
1G1RD6E4XD,King,SEATTLE,WA,98118,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,37,114501572,POINT (-122.275593 47.54055)
5YJXCDE27J,Island,CLINTON,WA,98236,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,10,302588702,POINT (-122.399929 47.95823600000001)
1G1RB6E49F,King,KENT,WA,98042,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34170,47,120066586,POINT (-122.11667400000002 47.363112)
5YJ3E1EA1J,King,KIRKLAND,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,1,325526519,POINT (-122.204248 47.719278)
1N4AZ0CP2D,Whatcom,BELLINGHAM,WA,98226,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,42,145247077,POINT (-122.454718 48.801538)
1G1RD6E43E,King,SAMMAMISH,WA,98074,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,45,248732844,POINT (-122.04272399999999 47.623594)
1N4BZ1CP7K,San Juan,FRIDAY HARBOR,WA,98250,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,40,103663227,POINT (-123.084302 48.544106)
1G1RD6E45E,King,ISSAQUAH,WA,98027,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34185,41,244275629,POINT (-122.010741 47.506838)
5YJSA1DNXD,King,AUBURN,WA,98001,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,30,200711402,POINT (-122.266685 47.308313)
SALGS4RY7L,King,SEATTLE,WA,98112,2020,LAND ROVER,RANGE ROVER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,43,2482749,POINT (-122.296466 47.631708)
1N4AZ0CP7D,King,SHORELINE,WA,98133,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,32,240921446,POINT (-122.343983 47.73996900000001)
3C3CFFGE2F,King,SEATTLE,WA,98117,2015,FIAT,500E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,31800,36,329384877,POINT (-122.379354 47.687571)
5YJSA1E22F,Grays Harbor,HOQUIAM,WA,98550,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,24,194349235,POINT (-123.93950600000001 47.067836)
WMEEJ9AA4G,Kitsap,PORT ORCHARD,WA,98367,2016,SMART,SMART FORTWO ELECTRIC DRIVE COUPE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,25000,26,113526220,POINT (-122.65890100000001 47.466778)
WBY8P2C52K,Pierce,UNIVERSITY PLACE,WA,98466,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,44450,28,227787157,POINT (-122.53523700000001 47.227719)
1N4AZ0CP4F,King,SEATTLE,WA,98122,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,37,156189015,POINT (-122.303413 47.61065)
3FA6P0SU3G,Snohomish,EVERETT,WA,98208,2016,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,33900,21,244834243,POINT (-122.19615 47.894423)
5YJ3E1EBXK,Whatcom,LYNDEN,WA,98264,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,42,298360464,POINT (-122.45535300000002 48.945625)
5YJXCBE20L,King,NORTH BEND,WA,98045,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,5,4598450,POINT (-121.668459 47.426482)
KNDJX3AE3G,King,SEATTLE,WA,98103,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,43,100485353,POINT (-122.343577 47.672491)
WA1VABGE3K,King,SEATTLE,WA,98105,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,46,128878011,POINT (-122.298657 47.663771)
5YJSA1E22J,King,BELLEVUE,WA,98007,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,48,271919770,POINT (-122.14323100000001 47.611666)
5YJ3E1EA1J,King,SEATTLE,WA,98177,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,36,474982882,POINT (-122.37015900000002 47.743354)
5YJXCAE21L,King,KIRKLAND,WA,98033,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,45,4767346,POINT (-122.188994 47.678406)
3FA6P0SU9J,Thurston,LACEY,WA,98503,2018,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33400,22,235733319,POINT (-122.80237 47.02499)
1N4AZ0CP2D,King,COVINGTON,WA,98042,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,47,475271821,POINT (-122.11667400000002 47.363112)
5YJSA1E47K,Douglas,ORONDO,WA,98843,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270,79000,12,304374080,POINT (-120.085363 47.743793)
5YJSA1H47F,King,KIRKLAND,WA,98033,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,164803950,POINT (-122.188994 47.678406)
5YJXCBE24L,King,SEATTLE,WA,98107,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,36,4787730,POINT (-122.375438 47.667804)
1G1FW6S02H,Thurston,OLYMPIA,WA,98501,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,22,270694273,POINT (-122.87404199999999 46.998873)
1FADP5CU0D,King,SEATTLE,WA,98199,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,36,255893144,POINT (-122.399558 47.648651)
1G1FY6S00K,King,KENT,WA,98032,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,33,475946978,POINT (-122.26132099999998 47.390601)
5YJYGDEF5L,King,SEATTLE,WA,98112,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,43,113339292,POINT (-122.296466 47.631708)
WMEEJ9AA9F,King,KIRKLAND,WA,98034,2015,SMART,SMART FORTWO ELECTRIC DRIVE COUPE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,25000,1,201007712,POINT (-122.204248 47.719278)
1N4AZ0CP0D,King,SEATTLE,WA,98144,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,37,949308,POINT (-122.30033 47.585339)
1G1FX6S09H,King,SEATTLE,WA,98146,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,34,101547498,POINT (-122.35720600000002 47.501207)
JHMZC5F30J,Pierce,TACOMA,WA,98407,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,27,337300127,POINT (-122.506857 47.285977)
KMHE24L12G,King,COVINGTON,WA,98042,2016,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,34600,47,212460202,POINT (-122.11667400000002 47.363112)
1FADP3R4XD,Clark,VANCOUVER,WA,98683,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,39200,17,294796043,POINT (-122.51074800000002 45.603727)
5YJ3E1EA5K,King,REDMOND,WA,98053,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,5,477147478,POINT (-122.024951 47.670286)
WAUUPBFF7G,Pierce,SPANAWAY,WA,98387,2016,AUDI,A3 E-TRON,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,37900,29,173707439,POINT (-122.391603 47.067846)
5YJ3E1EB8L,King,SEATTLE,WA,98121,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,36,102950508,POINT (-122.34619000000002 47.615293)
5YJ3E1EB0L,King,KIRKLAND,WA,98034,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,45,104225964,POINT (-122.204248 47.719278)
1G1FW6S06H,King,SEATTLE,WA,98122,2017,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,37495,37,143979041,POINT (-122.303413 47.61065)
5YJ3E1EA2J,Pierce,GIG HARBOR,WA,98332,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,26,125035886,POINT (-122.59945399999998 47.36582)
1G1RB6E44F,King,MAPLE VALLEY,WA,98038,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,34170,5,247075349,POINT (-122.02812000000002 47.393554)
WVWPR7AU9K,Spokane,SPOKANE,WA,99205,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,3,102171359,POINT (-117.44149600000001 47.695417)
WA1VABGE7K,King,SEATTLE,WA,98115,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,46,110210481,POINT (-122.297534 47.685291)
5YJSA1E22L,King,REDMOND,WA,98052,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,48,2115550,POINT (-122.122018 47.678465)
5YJ3E1EB5L,King,BOTHELL,WA,98011,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,1,6001635,POINT (-122.197147 47.757791)
1G1RC6E45D,King,BURIEN,WA,98146,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,39145,34,184376895,POINT (-122.35720600000002 47.501207)
JHMZC5F19K,King,SEATTLE,WA,98109,2019,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,36,112018392,POINT (-122.346385 47.630685)
WBY8P4C56K,King,SEATTLE,WA,98118,2019,BMW,I3 WITH RANGE EXTENDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,44450,37,203440639,POINT (-122.275593 47.54055)
5YJ3E1EA1J,King,SHORELINE,WA,98155,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,32,333088878,POINT (-122.30332400000002 47.756486)
WBY1Z6C30H,King,BELLEVUE,WA,98005,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,42400,48,210019722,POINT (-122.168422 47.614824)
WBY1Z4C53F,King,SEATTLE,WA,98121,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,42400,36,165307138,POINT (-122.34619000000002 47.615293)
1N4AZ0CP7D,Snohomish,SNOHOMISH,WA,98296,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,1,289346627,POINT (-122.10812000000001 47.838517)
5YJYGDEE2L,King,DES MOINES,WA,98198,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,30,108013916,POINT (-122.31207099999999 47.395276)
5YJSA1E28F,Pierce,GRAHAM,WA,98338,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,2,190181995,POINT (-122.288044 47.02748)
1N4BZ1CP7K,Kitsap,BAINBRIDGE ISLAND,WA,98110,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,23,112443026,POINT (-122.534497 47.643688)
1G1FZ6S08L,King,RENTON,WA,98056,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,11,8855871,POINT (-122.183961 47.510245)
JTDKN3DP6D,King,KIRKLAND,WA,98034,2013,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,32000,1,104744615,POINT (-122.204248 47.719278)
5YJ3E1EB8K,Snohomish,SNOHOMISH,WA,98296,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,1,255905765,POINT (-122.10812000000001 47.838517)
1N4AZ0CP4F,King,REDMOND,WA,98052,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,48,241379561,POINT (-122.122018 47.678465)
5YJ3E1EB5K,King,SEATTLE,WA,98199,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,36,328881619,POINT (-122.399558 47.648651)
1G1FY6S06K,King,SEATTLE,WA,98115,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,46,476597383,POINT (-122.297534 47.685291)
JHMZC5F34J,Snohomish,BOTHELL,WA,98012,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,1,125938088,POINT (-122.20151499999999 47.843376)
5YJ3E1EB5L,King,WOODINVILLE,WA,98077,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,45,126118982,POINT (-122.05752200000002 47.749161)
WA1VABGE1K,King,KENT,WA,98042,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,74800,47,126036774,POINT (-122.11667400000002 47.363112)
1G1FY6S00K,King,SEATTLE,WA,98104,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,43,230896564,POINT (-122.32861100000001 47.602601)
1N4AZ0CP5F,King,REDMOND,WA,98052,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,45,185337113,POINT (-122.122018 47.678465)
JTDKARFP1H,King,BELLEVUE,WA,98006,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27100,41,122085862,POINT (-122.151342 47.560192)
5YJ3E1EA1J,Pierce,GIG HARBOR,WA,98332,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,26,281336331,POINT (-122.59945399999998 47.36582)
1G1RB6E4XC,Thurston,OLYMPIA,WA,98516,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,22,205875253,POINT (-122.78187600000001 47.089772)
5YJXCBE24H,King,SAMMAMISH,WA,98075,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,82500,41,235077,POINT (-122.028168 47.586173)
5YJXCBE25J,King,BELLEVUE,WA,98006,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,79500,41,123916180,POINT (-122.151342 47.560192)
JTDKN3DP5E,Snohomish,EDMONDS,WA,98020,2014,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,29990,21,202438869,POINT (-122.370709 47.801416)
1N4AZ0CP0D,Thurston,OLYMPIA,WA,98516,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,22,236846872,POINT (-122.78187600000001 47.089772)
5YJYGDEE3L,King,REDMOND,WA,98052,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,315,0,45,123026571,POINT (-122.122018 47.678465)
5YJSA1E22J,King,MAPLE VALLEY,WA,98038,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,74500,5,310636959,POINT (-122.02812000000002 47.393554)
1FADP5CUXD,King,SEATTLE,WA,98144,2013,FORD,C-MAX ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,31665,37,135110783,POINT (-122.30033 47.585339)
1N4AZ0CP3F,King,SEATTLE,WA,98133,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,36,195496640,POINT (-122.343983 47.73996900000001)
JTDKARFP4J,Yakima,SELAH,WA,98942,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,27300,15,475507497,POINT (-120.61723400000001 46.746828)
5YJSA1H18E,Kitsap,SILVERDALE,WA,98315,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,23,128552273,POINT (-122.714415 47.718487)
5YJYGDEFXL,Skagit,MOUNT VERNON,WA,98273,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,40,108857129,POINT (-122.35566899999999 48.416422)
5YJSA1E2XH,King,RENTON,WA,98055,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,68000,11,269580895,POINT (-122.2016 47.447869)
SADHD2S12K,Pierce,TACOMA,WA,98422,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,69500,27,476550224,POINT (-122.39628600000002 47.293138)
1G1RD6E45C,Thurston,ROCHESTER,WA,98579,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,39145,20,296550810,POINT (-123.078633 46.816272)
1N4AZ0CP5F,King,REDMOND,WA,98052,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,29010,48,170970061,POINT (-122.122018 47.678465)
1G1FZ6S05K,Snohomish,EVERETT,WA,98208,2019,CHEVROLET,BOLT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36620,44,478718432,POINT (-122.19615 47.894423)
1N4BZ1CP4K,King,SEATTLE,WA,98103,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,29990,43,103082682,POINT (-122.343577 47.672491)
1N4AZ0CP1D,Clark,VANCOUVER,WA,98665,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,28800,49,223970505,POINT (-122.65680300000001 45.682725)
1N4AZ1CP5J,King,NEWCASTLE,WA,98056,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,29990,41,340388849,POINT (-122.183961 47.510245)
1G1FY6S01L,Clark,VANCOUVER,WA,98685,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,18,118128699,POINT (-122.68632900000001 45.713105)
JHMZC5F32J,King,BELLEVUE,WA,98008,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,33400,48,474075640,POINT (-122.117365 47.609515)
WMEFK9BA4J,Whatcom,BLAINE,WA,98230,2018,SMART,SMART FORTWO ELECTRIC DRIVE CABRIOLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,23900,42,340752387,POINT (-122.727446 48.951762)
1G1RC6S58H,Spokane,SPOKANE,WA,99205,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,33220,6,349851113,POINT (-117.44149600000001 47.695417)
5YJ3E1EB7J,King,SEATTLE,WA,98117,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,36000,36,347496236,POINT (-122.379354 47.687571)
5YJ3E1EB8K,Kitsap,BREMERTON,WA,98312,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,35000,35,177558020,POINT (-122.72468200000002 47.57271)
3FA6P0PU1H,King,FEDERAL WAY,WA,98003,2017,FORD,FUSION ENERGI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,33120,30,104883425,POINT (-122.313367 47.310006)
