Owner,Common Name,Scientific Name,Park,Number of Stems,Trunk Diameter (cm),Date Installed,Memorial Tree,GeoJSON,Lat/Long
Municipal,Japanese Tree Lilac,Syringa reticulata,O'Connor Park,1,5.0,2015-12-04T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.5245643072543, 44.25704272933701]}","44.2570427293,-76.5245643073"
Municipal,Norway Maple,Acer platanoides,,1,39.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54173585399997, 44.243525039000076]}","44.243525039,-76.541735854"
Municipal,Maidenhair Tree,Ginkgo biloba,Faircrest Park,1,5.0,2016-10-06T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.41039085853096, 44.247193234492656]}","44.2471932345,-76.4103908585"
Private,Boxelder,Acer negundo,,4,,,,"{""type"": ""Point"", ""coordinates"": [-76.42138748554027, 44.29920733355223]}","44.2992073336,-76.4213874855"
Municipal,Austrian Pine,Pinus nigra,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60125654299998, 44.24214518800005]}","44.242145188,-76.601256543"
Municipal,Kentucky Coffeetree,Gymnocladus dioicus,Starr Reid Park,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48394373099995, 44.26086525200003]}","44.260865252,-76.483943731"
Municipal,Stump,Stump,Rodden Park,0,,,,"{""type"": ""Point"", ""coordinates"": [-76.51890920482188, 44.23338371928505]}","44.2333837193,-76.5189092048"
Municipal,Norway Maple,Acer platanoides,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59911266999995, 44.26077679800005]}","44.260776798,-76.59911267"
Municipal,Littleleaf Linden,Tilia cordata,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59358749199998, 44.230406593000055]}","44.230406593,-76.593587492"
Municipal,Norway Maple,Acer platanoides,,1,33.0,,,"{""type"": ""Point"", ""coordinates"": [-76.61203470699996, 44.25076179800004]}","44.250761798,-76.612034707"
Municipal,American Beech,Fagus grandifolia,Grosvenor Court Park,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53465150299996, 44.24604397600007]}","44.246043976,-76.534651503"
Municipal,Crimson Spire Oak,Quercus alba x robur,,1,5.0,2019-10-22T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.51909263386962, 44.22246406278]}","44.2224640628,-76.5190926339"
Municipal,Pear Species,Pyrus Species,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55275635299995, 44.26284399300005]}","44.262843993,-76.552756353"
Municipal,Common Hackberry,Celtis occidentalis,Grass Creek Park,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.31121036438908, 44.292756827922716]}","44.2927568279,-76.3112103644"
Municipal,Red Maple,Acer rubrum,Rose Abbey Park,1,5.0,2018-04-17T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.44767787100584, 44.258637612391546]}","44.2586376124,-76.447677871"
Municipal,Trembling Aspen,Populus tremuloides,,1,33.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54997329099996, 44.24369916400008]}","44.243699164,-76.549973291"
Municipal,Common Hackberry,Celtis occidentalis,,1,5.0,2020-10-23T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.54827548959983, 44.26187157306553]}","44.2618715731,-76.5482754896"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55403019899995, 44.26352272300005]}","44.263522723,-76.554030199"
Municipal,Northern Red Oak,Quercus rubra,Rotary Park,1,5.0,2013-10-01T06:00:00+02:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.60692253691215, 44.23746444514021]}","44.2374644451,-76.6069225369"
Municipal,Blue Spruce,Picea pungens,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51023516099997, 44.22984989500003]}","44.229849895,-76.510235161"
Municipal,Littleleaf Linden,Tilia cordata,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46262310199995, 44.25719527900003]}","44.257195279,-76.462623102"
Municipal,Honey-Locust,Gleditsia triacanthos,City Park,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48990146999995, 44.22527790400005]}","44.225277904,-76.48990147"
Municipal,White Ash,Fraxinus americana,Grass Creek Park,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.31405756358191, 44.29705545373386]}","44.2970554537,-76.3140575636"
Municipal,Norway Maple,Acer platanoides,Lake Ontario Park,1,38.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53130597799998, 44.21688168400004]}","44.216881684,-76.531305978"
Municipal,Red/green Ash,Fraxinus pennsylvanica,,1,13.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58354554099998, 44.23833452900004]}","44.238334529,-76.583545541"
Municipal,Norway Maple,Acer platanoides,,1,40.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49207013099993, 44.228819275000035]}","44.228819275,-76.492070131"
Municipal,Silver Maple,Acer saccharinum,,1,60.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53359807999993, 44.23332665200007]}","44.233326652,-76.53359808"
Municipal,Eastern White Pine,Pinus strobus,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60629889899997, 44.237480110000035]}","44.23748011,-76.606298899"
Municipal,Crabapple Species,Malus crabapple Species,,1,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60848835399997, 44.252593416000025]}","44.252593416,-76.608488354"
Municipal,Norway Maple,Acer platanoides,,1,13.0,,Yes,"{""type"": ""Point"", ""coordinates"": [-76.48162216240087, 44.23850412416855]}","44.2385041242,-76.4816221624"
Municipal,Norway Maple,Acer platanoides,City Park,1,8.0,,Yes,"{""type"": ""Point"", ""coordinates"": [-76.48797307899997, 44.224264074000075]}","44.224264074,-76.487973079"
Municipal,Pear Species,Pyrus Species,Waterfront Pathway,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48234393899997, 44.22563651200005]}","44.225636512,-76.482343939"
Municipal,Chokecherry,Prunus virginiana,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50387000299997, 44.244327637000026]}","44.244327637,-76.503870003"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',,1,5.0,2019-12-10T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.58804005117588, 44.23953946847899]}","44.2395394685,-76.5880400512"
Municipal,October Glory Red Maple,Acer rubrum 'October Glory',,1,5.0,2020-10-07T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.52602840646722, 44.236298148492864]}","44.2362981485,-76.5260284065"
Municipal,Austrian Pine,Pinus nigra,,1,23.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45894669699999, 44.25496597600005]}","44.254965976,-76.458946697"
Municipal,Norway Maple,Acer platanoides,,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60042222099997, 44.26096335500006]}","44.260963355,-76.600422221"
Municipal,Norway Maple,Acer platanoides,,1,71.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53000627499995, 44.22988168200004]}","44.229881682,-76.530006275"
Municipal,Sugar Maple,Acer saccharum,,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55112308799994, 44.25461236900003]}","44.254612369,-76.551123088"
Municipal,Silver Maple,Acer saccharinum,,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48725052399999, 44.26831113700007]}","44.268311137,-76.487250524"
Municipal,Littleleaf Linden,Tilia cordata,,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55482785599997, 44.241744192000056]}","44.241744192,-76.554827856"
Municipal,Norway Maple,Acer platanoides,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57735312899996, 44.26057495500004]}","44.260574955,-76.577353129"
Municipal,Siberian Elm,Ulmus pumila,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54061046995585, 44.220299839133816]}","44.2202998391,-76.54061047"
Municipal,Common Hackberry,Celtis occidentalis,Greenwood Park Linear Trail,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44200819221035, 44.26590899750782]}","44.2659089975,-76.4420081922"
Municipal,Norway Maple,Acer platanoides,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59531460699998, 44.23223092200004]}","44.232230922,-76.595314607"
Municipal,Norway Maple,Acer platanoides,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49095498399998, 44.24342545700006]}","44.243425457,-76.490954984"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44359782599997, 44.26471408000003]}","44.26471408,-76.443597826"
Municipal,Shademaster Honey-Locust,Gleditsia triacanthos var. inermis 'Shademaster',,1,5.0,2020-11-24T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45785980262812, 44.25849591994381]}","44.2584959199,-76.4578598026"
Municipal,Northern Red Oak,Quercus rubra,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49570577799994, 44.22758842300004]}","44.227588423,-76.495705778"
Municipal,Austrian Pine,Pinus nigra,City Park,1,44.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48887423799994, 44.22602265000006]}","44.22602265,-76.488874238"
Municipal,White Spruce,Picea glauca,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58572811767758, 44.258635320345036]}","44.2586353203,-76.5857281177"
Municipal,Norway Maple,Acer platanoides,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46263086999994, 44.25851586600004]}","44.258515866,-76.46263087"
Municipal,Norway Maple,Acer platanoides,,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54811225399999, 44.26449684900007]}","44.264496849,-76.548112254"
Municipal,Silver Maple,Acer saccharinum,,1,51.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50586933899996, 44.226325366000026]}","44.226325366,-76.505869339"
Municipal,Littleleaf Linden,Tilia cordata,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44304917199997, 44.26961407400006]}","44.269614074,-76.443049172"
Municipal,American Elm,Ulmus americana,,4,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.61050015499995, 44.25852609800006]}","44.258526098,-76.610500155"
Municipal,Silver Maple,Acer saccharinum,Breakwater Park,1,5.0,2017-10-04T06:00:00+02:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.50117089826048, 44.222139566327726]}","44.2221395663,-76.5011708983"
Municipal,Purple Robe Locust,Robinia pseudoacacia 'Purple Robe',,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54893252070708, 44.250440715834614]}","44.2504407158,-76.5489325207"
Municipal,Norway Maple,Acer platanoides,Cricket Field,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48907896599997, 44.22739339700007]}","44.227393397,-76.489078966"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,6.0,2013-10-04T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.51660038589316, 44.23209143215735]}","44.2320914322,-76.5166003859"
Municipal,American Elm,Ulmus americana L,,2,13.0,,,"{""type"": ""Point"", ""coordinates"": [-76.5073659566439, 44.259851372235715]}","44.2598513722,-76.5073659566"
Municipal,Norway Maple,Acer platanoides,,1,43.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52424114399997, 44.25036454800005]}","44.250364548,-76.524241144"
Municipal,Sugar Maple,Acer saccharum,,1,5.0,2017-11-15T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.57739232936909, 44.26995584199781]}","44.269955842,-76.5773923294"
Municipal,Norway Maple,Acer platanoides,,1,43.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48241410099996, 44.26879025100004]}","44.268790251,-76.482414101"
Municipal,Austrian Pine,Pinus nigra,,1,38.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52286986799999, 44.24809388800003]}","44.248093888,-76.522869868"
Municipal,Black Walnut,Juglans nigra,,2,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48198012899996, 44.24119450500007]}","44.241194505,-76.481980129"
Municipal,Sugar Maple,Acer saccharum,,1,5.0,2017-11-07T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.52605645887924, 44.25717509666608]}","44.2571750967,-76.5260564589"
Municipal,Austrian Pine,Pinus nigra,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45579752299994, 44.25934171700004]}","44.259341717,-76.455797523"
Municipal,White Ash,Fraxinus americana,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55770613999994, 44.24098563800004]}","44.240985638,-76.55770614"
Municipal,Silver Maple,Acer saccharinum,,1,88.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49818603899996, 44.22343976900004]}","44.223439769,-76.498186039"
Municipal,Common Hackberry,Celtis occidentalis,City Park,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48934466899993, 44.22436622600003]}","44.224366226,-76.489344669"
Municipal,Boxelder,Acer negundo,McCullough Park,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52919161699998, 44.23664843700004]}","44.236648437,-76.529191617"
Municipal,Amur Corktree,Phellodendron amurense,,1,5.0,2018-12-05T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.59766596560289, 44.236997303763594]}","44.2369973038,-76.5976659656"
Municipal,Littleleaf Linden,Tilia cordata,,1,53.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49927072399998, 44.224876505000054]}","44.224876505,-76.499270724"
Municipal,Shademaster Honey-Locust,Gleditsia triacanthos var. inermis 'Shademaster',K&P Trailhead Park,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48849144585651, 44.2506702922561]}","44.2506702923,-76.4884914459"
Municipal,Shademaster Honey-Locust,Gleditsia triacanthos var. inermis 'Shademaster',MacDonald/Memorial Park,1,5.0,2017-09-26T06:00:00+02:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.49223008807628, 44.222370973505285]}","44.2223709735,-76.4922300881"
Municipal,Norway Maple,Acer platanoides,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55584358099998, 44.261253156000066]}","44.261253156,-76.555843581"
Municipal,Black Walnut,Juglans nigra,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50033323101373, 44.2287019221524]}","44.2287019222,-76.500333231"
Municipal,Norway Maple,Acer platanoides,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44981116399998, 44.26611073500004]}","44.266110735,-76.449811164"
Municipal,Red Maple,Acer rubrum,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51714713299998, 44.23138869200005]}","44.231388692,-76.517147133"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',Greenwood Park Linear Trail,1,5.0,2016-03-17T05:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45863478914251, 44.262029275524675]}","44.2620292755,-76.4586347891"
Municipal,Bur Oak,Quercus macrocarpa,Greenwood Park Linear Trail,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45898325859939, 44.26180354684275]}","44.2618035468,-76.4589832586"
Municipal,Norway Maple,Acer platanoides,,1,36.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50847370799994, 44.235603053000034]}","44.235603053,-76.508473708"
Municipal,Littleleaf Linden,Tilia cordata,Shannon Park,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48465253099994, 44.26346389100007]}","44.263463891,-76.484652531"
Municipal,American Beech,Fagus grandifolia,Grosvenor Court Park,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53461961399995, 44.24606470700007]}","44.246064707,-76.534619614"
Municipal,Norway Maple,Acer platanoides,,1,36.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48186645899995, 44.266531024000074]}","44.266531024,-76.481866459"
Municipal,Swamp White Oak,Quercus bicolor,J. Machin Sports Fields,1,4.0,2017-04-04T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.43746103885229, 44.27314821725633]}","44.2731482173,-76.4374610389"
Municipal,White Spruce,Picea glauca,,1,2.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55177959247271, 44.24826279196666]}","44.248262792,-76.5517795925"
Municipal,Paper Birch,Betula papyrifera,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58187890099998, 44.22444669600003]}","44.224446696,-76.581878901"
Municipal,Norway Maple,Acer platanoides,,1,80.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52412919199998, 44.252070229000026]}","44.252070229,-76.524129192"
Municipal,Norway Maple,Acer platanoides,Confederation Park,1,37.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47889940999994, 44.230086355000026]}","44.230086355,-76.47889941"
Municipal,Littleleaf Linden,Tilia cordata,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54802575199994, 44.26294344300004]}","44.262943443,-76.548025752"
Municipal,Littleleaf Linden,Tilia cordata,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59518797999993, 44.23236534800003]}","44.232365348,-76.59518798"
Municipal,Common Hackberry,Celtis occidentalis,,1,5.0,2017-11-30T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45580964655662, 44.25945483053048]}","44.2594548305,-76.4558096466"
Municipal,Common Hackberry,Celtis occidentalis,,1,5.0,2016-11-22T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.515706195, 44.2320714320001]}","44.232071432,-76.515706195"
Municipal,Butternut,Juglans cinerea,,2,38.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59908178702283, 44.25353774052225]}","44.2535377405,-76.599081787"
Municipal,American Arborvitae,Thuja occidentalis,,2,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57860159899997, 44.26421799900004]}","44.264217999,-76.578601599"
Municipal,Chokecherry,Prunus virginiana,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52457250999998, 44.232326828000055]}","44.232326828,-76.52457251"
Municipal,Pear Species,Pyrus Species,,1,2.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57858264099997, 44.22080597300004]}","44.220805973,-76.578582641"
Municipal,Silver Maple,Acer saccharinum,,1,33.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48668180699997, 44.22559867000007]}","44.22559867,-76.486681807"
Municipal,Boxelder,Acer negundo,,2,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.61134899899997, 44.24439713400005]}","44.244397134,-76.611348999"
Municipal,Ohio Buckeye,Aesculus glabra,,1,5.0,2017-11-20T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.59906185515088, 44.25922776242869]}","44.2592277624,-76.5990618552"
Municipal,English Oak,Quercus robur,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49814288199997, 44.222989589000065]}","44.222989589,-76.498142882"
Municipal,Honey-Locust,Gleditsia triacanthos,Greenwood Park,1,5.0,2015-11-30T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45374728373852, 44.2665619729499]}","44.2665619729,-76.4537472837"
Municipal,Horse Chestnut,Aesculus hippocastanum,,1,41.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49997876499998, 44.23070551300003]}","44.230705513,-76.499978765"
Municipal,Shademaster Honey-Locust,Gleditsia triacanthos var. inermis 'Shademaster',Kingston Memorial Centre,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49854998111398, 44.23978434879727]}","44.2397843488,-76.4985499811"
Municipal,Sugar Maple,Acer saccharum,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49424547199999, 44.266232186000025]}","44.266232186,-76.494245472"
Municipal,Armstrong Maple,Acer x freemanii 'Armstrong',,1,5.0,2017-09-27T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.49482681773983, 44.231480375386006]}","44.2314803754,-76.4948268177"
Municipal,Black Spruce,Picea mariana,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57624895999999, 44.27925797300003]}","44.279257973,-76.57624896"
Municipal,Northern Red Oak,Quercus rubra,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59571436558102, 44.267227760509904]}","44.2672277605,-76.5957143656"
Municipal,White Ash,Fraxinus americana,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.38379620699999, 44.256498554000075]}","44.256498554,-76.383796207"
