Owner,Common Name,Scientific Name,Park,Number of Stems,Trunk Diameter (cm),Date Installed,Memorial Tree,GeoJSON,Lat/Long
Municipal,Norway Maple,Acer platanoides,,1,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50038636299996, 44.23488574300006]}","44.234885743,-76.500386363"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,5.0,2015-10-19T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.60797425928851, 44.25626207640024]}","44.2562620764,-76.6079742593"
Municipal,Sunburst Honey-Locust,Gleditsia triacanthos var. inermis 'Sunburst',,1,5.0,2018-11-13T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.54541774261091, 44.25538059091606]}","44.2553805909,-76.5454177426"
Municipal,Bur Oak,Quercus macrocarpa,Compton Park,1,4.0,2020-10-20T06:00:00+02:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.51115832567505, 44.23432589927569]}","44.2343258993,-76.5111583257"
Municipal,Norway Maple,Acer platanoides,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57336790699998, 44.254720054000074]}","44.254720054,-76.573367907"
Municipal,Red Maple,Acer rubrum,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56568680799995, 44.282120633000034]}","44.282120633,-76.565686808"
Municipal,Littleleaf Linden,Tilia cordata,,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50114737999996, 44.257111972000075]}","44.257111972,-76.50114738"
Municipal,White Spruce,Picea glauca,,2,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.62144328699998, 44.27095098800004]}","44.270950988,-76.621443287"
Municipal,Blue Spruce,Picea pungens,,1,40.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60882236499998, 44.24897543600008]}","44.248975436,-76.608822365"
Municipal,Common Buckthorn,Rhamnus cathartica,Maclean Park,5,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45586454476414, 44.26070692433862]}","44.2607069243,-76.4558645448"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',,1,5.0,2015-11-04T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45005600756083, 44.263835533147144]}","44.2638355331,-76.4500560076"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58562682499996, 44.235101556000075]}","44.235101556,-76.585626825"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,13.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45648400099998, 44.26224437500008]}","44.262244375,-76.456484001"
Municipal,Norway Maple,Acer platanoides,,1,29.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55082507992277, 44.25556822684059]}","44.2555682268,-76.5508250799"
Municipal,Japanese Tree Lilac,Syringa reticulata,Max Jackson Park,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.5026762243536, 44.25159033774923]}","44.2515903377,-76.5026762244"
Municipal,Sugar Maple,Acer saccharum,,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53617143099996, 44.240610840000045]}","44.24061084,-76.536171431"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57739745099997, 44.26980562000006]}","44.26980562,-76.577397451"
Municipal,Hedge Maple,Acer campestre,,1,5.0,2016-11-14T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.51608773816253, 44.23101761848896]}","44.2310176185,-76.5160877382"
Municipal,Pignut Hickory,Carya glabra,,1,5.0,2016-11-01T05:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.55349353713889, 44.280117531358925]}","44.2801175314,-76.5534935371"
Municipal,White Ash,Fraxinus americana,,3,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56497728499994, 44.21874915800004]}","44.218749158,-76.564977285"
Municipal,Silver Maple,Acer saccharinum,,1,27.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51935243799994, 44.25775219700006]}","44.257752197,-76.519352438"
Municipal,Norway Maple,Acer platanoides,,1,37.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57533687199998, 44.21365368700003]}","44.213653687,-76.575336872"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48757231699994, 44.23407619900007]}","44.234076199,-76.487572317"
Municipal,European Mountain Ash,Sorbus aucuparia,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57258633899994, 44.25374037900008]}","44.253740379,-76.572586339"
Municipal,Maidenhair Tree,Ginkgo biloba,,1,5.0,2014-10-01T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.5208022870031, 44.23453095806445]}","44.2345309581,-76.520802287"
Municipal,Black Maple,Acer nigrum,,1,8.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59931473532063, 44.26721773601924]}","44.267217736,-76.5993147353"
Municipal,Blue Spruce,Picea pungens,,1,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60122094499997, 44.25401080100005]}","44.254010801,-76.601220945"
Municipal,Magnolia Species,Magnolia Species,,3,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44963806899995, 44.261238552000066]}","44.261238552,-76.449638069"
Municipal,Norway Maple,Acer platanoides,,1,48.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57734673599998, 44.23341994900005]}","44.233419949,-76.577346736"
Municipal,Littleleaf Linden,Tilia cordata,,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59562559299997, 44.258965602000046]}","44.258965602,-76.595625593"
Municipal,Norway Maple,Acer platanoides,City Park,1,45.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48855196599999, 44.22382426000007]}","44.22382426,-76.488551966"
Municipal,Northern Red Oak,Quercus rubra,Grosvenor Court Park,1,5.0,2015-11-11T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.53472884328139, 44.24587217297557]}","44.245872173,-76.5347288433"
Municipal,Northern Red Oak,Quercus rubra,Lake Ontario Park,1,59.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53176452999998, 44.21638703900004]}","44.216387039,-76.53176453"
Municipal,Norway Maple,Acer platanoides,,1,31.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49934847899993, 44.246596744000044]}","44.246596744,-76.499348479"
Municipal,October Glory Red Maple,Acer rubrum 'October Glory',,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54771847657537, 44.251130260568345]}","44.2511302606,-76.5477184766"
Municipal,Paper Birch,Betula papyrifera,,4,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46445320399994, 44.25623498300007]}","44.256234983,-76.464453204"
Municipal,Ironwood,Ostrya virginiana,,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58434127199996, 44.25210798300003]}","44.252107983,-76.584341272"
Municipal,Skyline Honey-Locust,Gleditsia triacanthos var. inermis 'Skyline',,1,5.0,2019-10-03T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48920522775839, 44.23149479161551]}","44.2314947916,-76.4892052278"
Municipal,Boxelder,Acer negundo,,1,65.0,,,"{""type"": ""Point"", ""coordinates"": [-76.47611602760747, 44.320663830428444]}","44.3206638304,-76.4761160276"
Municipal,Boxelder,Acer negundo,,3,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60187598799996, 44.243455115000074]}","44.243455115,-76.601875988"
Municipal,Sugar Maple,Acer saccharum,,1,12.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54416472699995, 44.24581949700007]}","44.245819497,-76.544164727"
Municipal,Littleleaf Linden,Tilia cordata,,1,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55902635999996, 44.25455604700005]}","44.254556047,-76.55902636"
Municipal,Norway Maple,Acer platanoides,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.4943958461601, 44.239778976383164]}","44.2397789764,-76.4943958462"
Municipal,Norway Maple,Acer platanoides,,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55397255699995, 44.26197634600004]}","44.261976346,-76.553972557"
Municipal,Black Ash,Fraxinus nigra,Grass Creek Park,1,21.0,,,"{""type"": ""Point"", ""coordinates"": [-76.31409887095498, 44.29693387473783]}","44.2969338747,-76.314098871"
Municipal,Black Walnut,Juglans nigra,Aberdeen Park,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51714558999998, 44.22121022400006]}","44.221210224,-76.51714559"
Municipal,Norway Maple,Acer platanoides,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57888644399998, 44.265631677000044]}","44.265631677,-76.578886444"
Municipal,Blue Spruce,Picea pungens,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58160530599997, 44.220775409000055]}","44.220775409,-76.581605306"
Municipal,Sunburst Honey-Locust,Gleditsia triacanthos var. inermis 'Sunburst',Greenwood Park Linear Trail,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.43891232757332, 44.26860365853025]}","44.2686036585,-76.4389123276"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,2014-10-01T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.52685023501537, 44.236081826457664]}","44.2360818265,-76.526850235"
Municipal,Silver Maple,Acer saccharinum,Victoria Park,1,47.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49742157699995, 44.23364209600004]}","44.233642096,-76.497421577"
Municipal,Silver Maple,Acer saccharinum,,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58105966499994, 44.23190864000003]}","44.23190864,-76.581059665"
Municipal,Black Cherry,Prunus serotina,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54952777899996, 44.25236082300006]}","44.252360823,-76.549527779"
Municipal,Sugar Maple,Acer saccharum,,1,5.0,2017-11-21T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.63068844435111, 44.22761882568578]}","44.2276188257,-76.6306884444"
Municipal,Common Hackberry,Celtis occidentalis,Jorene Park,1,5.0,2020-11-18T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.57422743096029, 44.213746652816994]}","44.2137466528,-76.574227431"
Municipal,Littleleaf Linden,Tilia cordata,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44901027999998, 44.267531777000045]}","44.267531777,-76.44901028"
Municipal,Silver Maple,Acer saccharinum,Victoria Park,1,70.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49769263299999, 44.23368268400003]}","44.233682684,-76.497692633"
Municipal,Amur Maple,Acer ginnala,K&P Trailhead Park,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48835356353592, 44.25038223491687]}","44.2503822349,-76.4883535635"
Municipal,Sugar Maple,Acer saccharum,,1,5.0,2016-10-19T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.52938295779097, 44.25064945825044]}","44.2506494583,-76.5293829578"
Municipal,Austrian Pine,Pinus nigra,,1,21.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45314774799994, 44.26703593000008]}","44.26703593,-76.453147748"
Municipal,Blue Spruce,Picea pungens,,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50393661199996, 44.25511262200007]}","44.255112622,-76.503936612"
Municipal,Kentucky Coffeetree,Gymnocladus dioicus,Midland Park,1,5.0,2015-10-09T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.58095054335574, 44.27468076818089]}","44.2746807682,-76.5809505434"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,9.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52795255099994, 44.229885326000044]}","44.229885326,-76.527952551"
Municipal,Boxelder,Acer negundo,Katings Fields,1,43.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48482065299999, 44.24235843500003]}","44.242358435,-76.484820653"
Municipal,Chanticleer Ornamental Pear,Pyrus calleryana 'Chanticleer',,1,5.0,2018-11-06T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.49929142889908, 44.25351281805189]}","44.2535128181,-76.4992914289"
Municipal,Paper Birch,Betula papyrifera,,2,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60374082999994, 44.24941421900007]}","44.249414219,-76.60374083"
Municipal,White Spruce,Picea glauca,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49381723799996, 44.256458286000054]}","44.256458286,-76.493817238"
Municipal,Boxelder,Acer negundo,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48269105999998, 44.23616615800006]}","44.236166158,-76.48269106"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44193703899998, 44.26804297800004]}","44.268042978,-76.441937039"
Municipal,Jack Ornamental Pear,Pyrus calleryana 'Jaczam',,1,5.0,2020-10-13T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.48509058770907, 44.22819700597843]}","44.228197006,-76.4850905877"
Municipal,Norway Maple,Acer platanoides,,1,46.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52904146099996, 44.234783220000054]}","44.23478322,-76.529041461"
Municipal,Norway Maple,Acer platanoides,,1,23.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45384861999997, 44.259586272000035]}","44.259586272,-76.45384862"
Municipal,Norway Maple,Acer platanoides,,1,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60009055099994, 44.245658528000035]}","44.245658528,-76.600090551"
Municipal,Tatarian Maple,Acer tataricum,,1,5.0,2019-10-18T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.51033825866524, 44.23711316151682]}","44.2371131615,-76.5103382587"
Municipal,Japanese Tree Lilac,Syringa reticulata,Lake Ontario Park,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52995524899995, 44.216922054000065]}","44.216922054,-76.529955249"
Municipal,Red Maple,Acer rubrum,Kingston Memorial Centre,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50100400899998, 44.241187240000045]}","44.24118724,-76.501004009"
Municipal,European Mountain Ash,Sorbus aucuparia,,4,7.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60874075499999, 44.24815655700007]}","44.248156557,-76.608740755"
Municipal,Siberian Elm,Ulmus pumila,,3,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.38103898399999, 44.25808564300007]}","44.258085643,-76.381038984"
Municipal,Freeman Maple,Acer x freemanii,Elder Park,1,5.0,2016-11-23T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.51264043979604, 44.23317455568373]}","44.2331745557,-76.5126404398"
Municipal,Honey-Locust,Gleditsia triacanthos,,1,72.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52806519799998, 44.25330150700006]}","44.253301507,-76.528065198"
Municipal,Boxelder,Acer negundo,Shannon Park,1,28.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48468966199994, 44.26326804400003]}","44.263268044,-76.484689662"
Municipal,Chinkapin Oak,Quercus muehlenbergii,Emerald Park,1,5.0,2018-11-20T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.56003437174651, 44.262341642791746]}","44.2623416428,-76.5600343717"
Municipal,Norway Maple,Acer platanoides,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60124258899998, 44.254277159000026]}","44.254277159,-76.601242589"
Municipal,Norway Maple,Acer platanoides,,1,55.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52969762583366, 44.23073191644586]}","44.2307319164,-76.5296976258"
Municipal,Pignut Hickory,Carya glabra,Dunham Park,1,2.0,2016-06-30T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.60388058653366, 44.256045560910565]}","44.2560455609,-76.6038805865"
Municipal,Norway Maple,Acer platanoides,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57984095299997, 44.23046988700003]}","44.230469887,-76.579840953"
Municipal,Littleleaf Linden,Tilia cordata,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44224680399998, 44.26507583500006]}","44.265075835,-76.442246804"
Municipal,Boxelder,Acer negundo,Megaffin Park,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48766010299994, 44.242541163000055]}","44.242541163,-76.487660103"
Municipal,Norway Maple,Acer platanoides,Kiwanis Park,1,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49977990459998, 44.246638725421974]}","44.2466387254,-76.4997799046"
Municipal,American Arborvitae,Thuja occidentalis,,1,44.0,,,"{""type"": ""Point"", ""coordinates"": [-76.38829135099996, 44.25729468500003]}","44.257294685,-76.388291351"
Municipal,American Arborvitae,Thuja occidentalis,,1,26.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58456041293634, 44.257986669667375]}","44.2579866697,-76.5845604129"
Municipal,Austrian Pine,Pinus nigra,,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44614396399999, 44.27019630800004]}","44.270196308,-76.446143964"
Municipal,Shagbark Hickory,Carya ovata,,1,52.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59290285799995, 44.254462388000036]}","44.254462388,-76.592902858"
Municipal,Norway Maple,Acer platanoides,,1,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51104191999997, 44.222228769000026]}","44.222228769,-76.51104192"
Municipal,Northern Red Oak,Quercus rubra,,1,5.0,2019-10-16T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.50901414541711, 44.235642595442876]}","44.2356425954,-76.5090141454"
Municipal,Honey-Locust,Gleditsia triacanthos,Cricket Field,1,16.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49021481699998, 44.225900058000036]}","44.225900058,-76.490214817"
Municipal,American Arborvitae,Thuja occidentalis,,1,15.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58521025699997, 44.25660531200003]}","44.256605312,-76.585210257"
Municipal,Black Maple,Acer nigrum,Woodlands Park,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52149408899999, 44.22662976700008]}","44.226629767,-76.521494089"
Municipal,Douglas Fir,Pseudotsuga menziesii,Churchill Park,1,40.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50813985799994, 44.23288527100004]}","44.232885271,-76.508139858"
Municipal,Northern Red Oak,Quercus rubra,Markers Acres Park,1,5.0,2020-10-29T05:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.490119756447, 44.267235220054616]}","44.2672352201,-76.4901197564"
Municipal,Norway Maple,Acer platanoides,,1,42.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52151618599999, 44.252879147000044]}","44.252879147,-76.521516186"
Municipal,Norway Maple,Acer platanoides,,1,52.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50495592299995, 44.23227278100006]}","44.232272781,-76.504955923"
Municipal,Eastern Redcedar,Juniperus virginiana L.,,3,23.0,,,"{""type"": ""Point"", ""coordinates"": [-76.38980192299994, 44.25221085800007]}","44.252210858,-76.389801923"
Municipal,Silver Maple,Acer saccharinum,,2,19.0,,,"{""type"": ""Point"", ""coordinates"": [-76.31068702199997, 44.29202080500005]}","44.292020805,-76.310687022"
Municipal,Ohio Buckeye,Aesculus glabra,Brewer's Mills Open Space,1,5.0,2018-04-06T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.2817309404171, 44.40981958492153]}","44.4098195849,-76.2817309404"
Municipal,Shagbark Hickory,Carya ovata,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59129270399995, 44.254731899000035]}","44.254731899,-76.591292704"
Municipal,Norway Maple,Acer platanoides,,1,40.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52119082799999, 44.25459604400004]}","44.254596044,-76.521190828"
Municipal,Japanese Tree Lilac,Syringa reticulata,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50856692699995, 44.22951925600006]}","44.229519256,-76.508566927"
Municipal,Sugar Maple,Acer saccharum,Grosvenor Court Park,1,17.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53451353999998, 44.24638396200004]}","44.246383962,-76.53451354"
Municipal,Ash Species,Fraxinus species,Mona Lookout Park,15,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60166187230966, 44.24570690467169]}","44.2457069047,-76.6016618723"
Municipal,Norway Maple,Acer platanoides,,3,29.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48171927599998, 44.26876142300006]}","44.268761423,-76.481719276"
Municipal,Eastern Redbud,Cercis Canadensis,,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48658231799999, 44.23533466600003]}","44.235334666,-76.486582318"
Municipal,Silver Maple,Acer saccharinum,,1,35.0,,,"{""type"": ""Point"", ""coordinates"": [-76.45419984199998, 44.25786301900007]}","44.257863019,-76.454199842"
Municipal,European Mountain Ash,Sorbus aucuparia,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58273634099999, 44.22069980600003]}","44.220699806,-76.582736341"
Municipal,Silver Maple,Acer saccharinum,Lake Ontario Park,1,59.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53076976799997, 44.21822899500006]}","44.218228995,-76.530769768"
Municipal,Autumn Blaze Maple,Acer x freemanii 'Jeffersred',Assoro Park,1,9.0,2015-12-31T06:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.45822933882145, 44.239023397717844]}","44.2390233977,-76.4582293388"
Municipal,Freeman Maple,Acer x freemanii,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60184430805009, 44.267170864323596]}","44.2671708643,-76.6018443081"
Municipal,Ironwood,Ostrya virginiana,Lake Ontario Park,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53370469799995, 44.21879720800007]}","44.218797208,-76.533704698"
Municipal,Red Maple,Acer rubrum,,1,5.0,2014-03-27T05:00:00+01:00,,"{""type"": ""Point"", ""coordinates"": [-76.48240825871804, 44.22782019835067]}","44.2278201984,-76.4824082587"
Municipal,Norway Maple,Acer platanoides,,1,18.0,,,"{""type"": ""Point"", ""coordinates"": [-76.58620486799998, 44.246212927000045]}","44.246212927,-76.586204868"
Municipal,Chinese Elm,Ulmus parvifolia,,1,90.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50414405299995, 44.23542652700007]}","44.235426527,-76.504144053"
Municipal,Common Hackberry,Celtis occidentalis,,1,4.0,2017-04-11T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.49858486144376, 44.23711024988451]}","44.2371102499,-76.4985848614"
Municipal,Northern Red Oak,Quercus rubra,,1,38.0,,,"{""type"": ""Point"", ""coordinates"": [-76.61032024599996, 44.25568649500008]}","44.255686495,-76.610320246"
Municipal,Common Hackberry,Celtis occidentalis,,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.56666285099999, 44.27498588800006]}","44.274985888,-76.566662851"
Municipal,Sugar Maple,Acer saccharum,Kingston Memorial Centre,1,5.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49881013399994, 44.23974735000007]}","44.23974735,-76.498810134"
Municipal,Norway Maple,Acer platanoides,,1,22.0,,,"{""type"": ""Point"", ""coordinates"": [-76.44981038099996, 44.26616643400007]}","44.266166434,-76.449810381"
Municipal,Apple Species,Malus apple Species,,1,10.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50497616499996, 44.24427759200006]}","44.244277592,-76.504976165"
Municipal,Norway Maple,Acer platanoides,,1,32.0,,,"{""type"": ""Point"", ""coordinates"": [-76.48842749999994, 44.23350381100005]}","44.233503811,-76.4884275"
Municipal,Swamp White Oak,Quercus bicolor,Auden Park,1,5.0,2019-05-09T06:00:00+02:00,,"{""type"": ""Point"", ""coordinates"": [-76.58721566658429, 44.2340919627655]}","44.2340919628,-76.5872156666"
Municipal,Crabapple Species,Malus crabapple Species,,1,2.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54917658499994, 44.253939341000034]}","44.253939341,-76.549176585"
Municipal,Sugar Maple,Acer saccharum,,1,14.0,,,"{""type"": ""Point"", ""coordinates"": [-76.55222879899998, 44.24556799700008]}","44.245567997,-76.552228799"
Municipal,Japanese Tree Lilac,Syringa reticulata,,3,3.0,,,"{""type"": ""Point"", ""coordinates"": [-76.31423831599994, 44.296666455000036]}","44.296666455,-76.314238316"
Municipal,Norway Maple,Acer platanoides,,1,77.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53188725699994, 44.248605600000076]}","44.2486056,-76.531887257"
Municipal,Sugar Maple,Acer saccharum,City Park,1,5.0,2013-10-15T06:00:00+02:00,Yes,"{""type"": ""Point"", ""coordinates"": [-76.48993941739884, 44.223230678907605]}","44.2232306789,-76.4899394174"
Municipal,Siberian Elm,Ulmus pumila,,1,24.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52519282199995, 44.24979767800005]}","44.249797678,-76.525192822"
Municipal,Sugar Maple,Acer saccharum,,1,41.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60490190899998, 44.24936217800007]}","44.249362178,-76.604901909"
Municipal,Apple Species,Malus apple Species,,1,11.0,,,"{""type"": ""Point"", ""coordinates"": [-76.57419314499998, 44.21964329000008]}","44.21964329,-76.574193145"
Municipal,Blue Spruce,Picea pungens,,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.52328641699995, 44.24823940700003]}","44.248239407,-76.523286417"
Municipal,Norway Maple,Acer platanoides,,1,6.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50154300099996, 44.24720952900003]}","44.247209529,-76.501543001"
Municipal,Littleleaf Linden,Tilia cordata,,1,33.0,,,"{""type"": ""Point"", ""coordinates"": [-76.46494942099997, 44.25809299900004]}","44.258092999,-76.464949421"
Municipal,Silver Maple,Acer saccharinum,Kingston Memorial Centre,1,25.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49986092399996, 44.23889751000007]}","44.23889751,-76.499860924"
Municipal,Silver Maple,Acer saccharinum,Breakwater Park,1,64.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49751447399996, 44.22251504400003]}","44.222515044,-76.497514474"
Municipal,Sugar Maple,Acer saccharum,Portsmouth Olympic Harbour,1,40.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51770739912703, 44.21904755578561]}","44.2190475558,-76.5177073991"
Municipal,Norway Maple,Acer platanoides,,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.53087893399999, 44.23425736300004]}","44.234257363,-76.530878934"
Municipal,Norway Maple,Acer platanoides,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.59428883299995, 44.233787361000054]}","44.233787361,-76.594288833"
Municipal,Austrian Pine,Pinus nigra,Churchill Park,1,41.0,,,"{""type"": ""Point"", ""coordinates"": [-76.50714939699998, 44.23271723400006]}","44.232717234,-76.507149397"
Municipal,Black Walnut,Juglans nigra,,1,86.0,,,"{""type"": ""Point"", ""coordinates"": [-76.54110642599994, 44.25969651500003]}","44.259696515,-76.541106426"
Municipal,White Spruce,Picea glauca,,1,20.0,,,"{""type"": ""Point"", ""coordinates"": [-76.60282137499996, 44.25556376800006]}","44.255563768,-76.602821375"
Municipal,Norway Maple,Acer platanoides,,1,30.0,,,"{""type"": ""Point"", ""coordinates"": [-76.49857704999994, 44.22369813600005]}","44.223698136,-76.49857705"
Municipal,Norway Maple,Acer platanoides,,1,34.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51441072999995, 44.232791313000064]}","44.232791313,-76.51441073"
Municipal,Sugar Maple,Acer saccharum,,1,4.0,,,"{""type"": ""Point"", ""coordinates"": [-76.51246100671264, 44.229788426351014]}","44.2297884264,-76.5124610067"
