Intersection-Leg,Description,Start Date,Days,AWDT,EB Peak AM Hour,EB Peak AM Volume,EB Peak PM Hour,EB Peak PM Volume,WB Peak AM Hour,WB Peak AM Volume,WB Peak PM Hour,WB Peak PM Volume,NB Peak AM Hour,NB Peak AM Volume,NB Peak PM Hour,NB Peak PM Volume,SB Peak AM Hour,SB Peak AM Volume,SB Peak PM Hour,SB Peak PM Volume,Location
076P-134A-N,134th Ave NE north of NE 76th Pl,12/06/2018,3,276,,,,,,,,,7:00 AM,28,2:00 PM,17,7:00 AM,23,6:00 PM,14,"(47.672792, -122.161256)"
090S-RWR-W,NE 90th St west of Red-Wood Rd,09/18/2001,3,12205,11:00 AM,336,5:00 PM,810,7:00 AM,703,3:00 PM,365,,,,,,,,,"(47.682383, -122.124596)"
REDW-148A-W,Redmond Way west of 148th Ave NE,11/15/2018,3,35888,9:00 AM,1810,5:00 PM,1218,9:00 AM,895,4:00 PM,1730,,,,,,,,,"(47.675177, -122.145)"
024S-148A-S,148th Ave NE south of NE 24th St,11/08/2018,3,36473,,,,,,,,,10:00 AM,1304,5:00 PM,1225,9:00 AM,1314,5:00 PM,1416,"(47.630893, -122.143061)"
REDW-166A-E,Redmond Way east of 166th Ave NE,11/08/2018,3,21197,11:00 AM,588,4:00 PM,811,8:00 AM,757,4:00 PM,834,,,,,,,,,"(47.67287, -122.11799)"
068S-180A-E,NE 68th St east of 180th Ave NE,11/08/2018,3,4110,7:00 AM,150,1:00 PM,126,9:00 AM,260,4:00 PM,181,,,,,,,,,"(47.667039, -122.09928)"
090S-RWR-N,Red-Wood Rd north of NE 90th St,11/15/2018,3,22183,,,,,,,,,11:00 AM,487,5:00 PM,1088,8:00 AM,1457,4:00 PM,716,"(47.685232, -122.125883)"
067C-146A-S,146th Ave NE south of NE 67th Ct,12/13/2018,3,264,,,,,,,,,9:00 AM,11,5:00 PM,16,11:00 AM,9,4:00 PM,12,"(47.665497, -122.145455)"
024S-184A-E,NE 24th St east of 184th Ave NE,12/06/2018,3,2043,8:00 AM,62,3:00 PM,121,7:00 AM,120,12:00 PM,59,,,,,,,,,"(47.631139, -122.093663)"
040S-156A-W,NE 40th St west of 156th Ave NE,10/18/2018,3,27378,9:00 AM,1336,5:00 PM,887,11:00 AM,720,5:00 PM,1463,,,,,,,,,"(47.64604, -122.133005)"
065S-ELSP-W,NE 65th St west of East Lake Sammamish Pkwy,11/08/2018,3,7302,11:00 AM,122,6:00 PM,600,9:00 AM,538,5:00 PM,294,,,,,,,,,"(47.663963, -122.100624)"
CLES-BROS-E,Cleveland St east of Brown St,07/14/2015,3,8966,11:00 AM,548,5:00 PM,790,,,,,,,,,,,,,"(47.67358, -122.123769)"
020S-148A-E,NE 20th St east of 148th Ave NE,10/11/2018,3,17443,11:00 AM,483,5:00 PM,743,9:00 AM,621,5:00 PM,994,,,,,,,,,"(47.627869, -122.140512)"
UHR-AVR-N,Avondale Rd north of Union Hill Rd,11/15/2018,3,33053,,,,,,,,,11:00 AM,796,6:00 PM,1621,7:00 AM,1532,3:00 PM,943,"(47.675545, -122.106003)"
WLSP-BRR-N,West Lake Sammamish Pkwy north of Bel-Red Rd,11/01/2018,3,20452,,,,,,,,,8:00 AM,808,4:00 PM,1054,9:00 AM,1151,4:00 PM,853,"(47.652459, -122.117008)"
NHR-AVR-N,Avondale Rd north of Novelty Hill Rd,09/27/2018,3,32402,,,,,,,,,9:00 AM,756,5:00 PM,1800,7:00 AM,1433,5:00 PM,1012,"(47.690064, -122.091883)"
109S-RWR-W,NE 109th St west of Red-Wood Rd,09/27/2018,3,3237,7:00 AM,73,5:00 PM,262,8:00 AM,288,5:00 PM,241,,,,,,,,,"(47.698249, -122.13253)"
BRR-156A-N,156th Ave NE north of Bel-Red Rd,10/25/2018,3,17357,,,,,,,,,9:00 AM,1312,12:00 PM,598,11:00 AM,507,4:00 PM,1012,"(47.633047, -122.132351)"
080S-171A-N,171st Ave NE north of NE 80th St,11/15/2018,3,1352,,,,,,,,,9:00 AM,31,5:00 PM,100,8:00 AM,89,3:00 PM,44,"(47.675439, -122.111395)"
109S-RWR-N,Red-Wood Rd north of NE 109th St,09/27/2018,3,17243,,,,,,,,,11:00 AM,378,6:00 PM,890,7:00 AM,872,5:00 PM,617,"(47.69981, -122.132081)"
124S-RWR-W,NE 124th St west of Red-Wood Rd,09/27/2018,3,25572,,,,,,,,,8:00 AM,764,4:00 PM,1404,8:00 AM,1298,4:00 PM,701,"(47.711264, -122.142136)"
090S-WILR-N,Willows Rd north of NE 90th St,09/27/2018,3,28762,,,,,,,,,8:00 AM,1146,3:00 PM,1047,9:00 AM,1121,4:00 PM,1372,"(47.682665, -122.142824)"
104S-166A-E,NE 104th St east of 166th Ave NE,09/27/2018,3,7450,7:00 AM,389,5:00 PM,458,8:00 AM,458,5:00 PM,317,,,,,,,,,"(47.692912, -122.116909)"
024S-BRR-S,Bel-Red Rd south of NE 24th St,10/18/2018,3,12127,,,,,,,,,9:00 AM,535,5:00 PM,408,8:00 AM,462,5:00 PM,678,"(47.630951, -122.134406)"
124S-RWR-E,NE 124th St east of Red-Wood Rd,09/27/2018,3,18642,11:00 AM,442,5:00 PM,1051,7:00 AM,1061,4:00 PM,586,,,,,,,,,"(47.711121, -122.12916)"
REDW-EBR-E,Redmond Way east of Eastbound Ramp SR 520,11/11/2018,7,46246,9:00 AM,2454,12:00 PM,1439,8:00 AM,1055,5:00 PM,1913,,,,,,,,,"(47.6693, -122.105771)"
076S-166A-E,NE 76th St east of 166th Ave NE,11/08/2018,3,3044,11:00 AM,115,12:00 PM,137,11:00 AM,120,12:00 PM,139,,,,,,,,,"(47.671372, -122.118071)"
079S-AVW-N,Avondale Way north of NE 79th St,11/15/2018,3,11065,,,,,,,,,9:00 AM,407,5:00 PM,622,11:00 AM,328,3:00 PM,453,"(47.672741, -122.112212)"
024S-WLSP-W,NE 24th St west of West Lake Sammamish Pkwy,10/18/2018,3,1603,8:00 AM,74,4:00 PM,84,7:00 AM,63,6:00 PM,60,,,,,,,,,"(47.631122, -122.089802)"
WLSP-LEAW-E,Leary Way east of West Lake Sammamish Pkwy,11/15/2018,3,23556,11:00 AM,810,5:00 PM,1333,8:00 AM,923,1:00 PM,719,,,,,,,,,"(47.670033, -122.12848)"
REDW-WILR-E,Redmond Way east of Willows Rd,11/08/2018,3,34415,9:00 AM,1243,4:00 PM,1537,8:00 AM,1057,5:00 PM,1298,,,,,,,,,"(47.674182, -122.135315)"
REDW-164A-N,164th Ave NE north of Redmond Way,11/08/2018,3,8704,,,,,,,,,11:00 AM,258,4:00 PM,312,9:00 AM,376,12:00 PM,334,"(47.674212, -122.121583)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,09/27/2018,3,20868,8:00 AM,581,6:00 PM,863,6:00 AM,858,4:00 PM,955,,,,,,,,,"(47.687801, -122.091722)"
024S-152A-W,NE 24th St west of 152nd Ave NE,12/03/2018,7,24817,9:00 AM,910,12:00 PM,884,11:00 AM,801,5:00 PM,971,,,,,,,,,"(47.631538, -122.138406)"
WLSP-LEAW-N,West Lake Sammamish Pkwy north of Leary Way,11/18/1997,3,20172,,,,,,,,,10:00 AM,535,6:00 PM,1175,9:00 AM,890,6:00 PM,673,"(47.669665, -122.130197)"
REDW-187A-S,187th Ave NE south of Redmond Way,10/14/2014,3,2909,,,,,,,,,8:00 AM,191,5:00 PM,174,8:00 AM,108,3:00 PM,131,"(47.656825, -122.08911)"
REDW-076S-W,Redmond Way west of NE 76th St,11/03/2009,3,34370,11:00 AM,1018,5:00 PM,1586,8:00 AM,1360,12:00 PM,1379,,,,,,,,,"(47.670244, -122.109003)"
070S-REDW-W,NE 70th St west of Redmond Way,11/08/2018,3,10494,11:00 AM,425,12:00 PM,565,11:00 AM,383,12:00 PM,443,,,,,,,,,"(47.671372, -122.118071)"
076S-166A-N,166th Ave NE north of NE 76th St,11/08/2018,3,4724,,,,,,,,,11:00 AM,154,5:00 PM,356,9:00 AM,208,12:00 PM,148,"(47.671868, -122.118867)"
CLES-LEAW-E,Cleveland St east of Leary Way,11/08/2018,3,5595,11:00 AM,277,5:00 PM,347,11:00 AM,147,5:00 PM,170,,,,,,,,,"(47.673344, -122.12279)"
WLSP-LEAW-N,West Lake Sammamish Pkwy north of Leary Way,09/06/2005,3,28262,,,,,,,,,11:00 AM,1017,5:00 PM,1556,8:00 AM,863,1:00 PM,983,"(47.669665, -122.130197)"
WLSP-LEAW-N,West Lake Sammamish Pkwy north of Leary Way,11/10/2009,3,21670,,,,,,,,,8:00 AM,790,5:00 PM,1166,8:00 AM,1525,5:00 PM,1418,"(47.669665, -122.130197)"
UHR-185A-S,185th Ave NE south of Union Hill Rd,11/08/2018,3,6975,,,,,,,,,11:00 AM,158,4:00 PM,326,8:00 AM,660,12:00 PM,296,"(47.676043, -122.093571)"
116S-162A-S,162nd Ave NE south of NE 116th St,09/27/2018,3,3110,,,,,,,,,8:00 AM,127,4:00 PM,265,8:00 AM,253,3:00 PM,103,"(47.70317, -122.123325)"
CLES-166A-N,166th Ave NE north of Cleveland St,11/08/2018,3,3579,,,,,,,,,11:00 AM,123,5:00 PM,256,9:00 AM,167,6:00 PM,113,"(47.672597, -122.118866)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,11/15/2018,3,26427,9:00 AM,789,5:00 PM,1275,11:00 AM,854,3:00 PM,941,,,,,,,,,"(47.675353, -122.102273)"
085S-164A-E,NE 85th St east of 164th Ave NE,11/15/2018,3,9665,11:00 AM,224,5:00 PM,724,9:00 AM,510,3:00 PM,377,,,,,,,,,"(47.678478, -122.120933)"
UHR-178P-S,178th Pl NE south of Union Hill Rd,11/08/2018,3,11475,,,,,,,,,11:00 AM,417,4:00 PM,474,9:00 AM,347,3:00 PM,506,"(47.674435, -122.102639)"
BCP-LEAW-E,Bear Creek Pkwy east of Leary Way,11/15/2018,3,12084,11:00 AM,291,5:00 PM,469,9:00 AM,499,5:00 PM,782,,,,,,,,,"(47.671467, -122.124427)"
040S-WLSP-W,NE 40th St west of West Lake Sammamish Pkwy,10/18/2018,3,4529,11:00 AM,99,5:00 PM,430,9:00 AM,347,1:00 PM,83,,,,,,,,,"(47.646117, -122.108195)"
AVR-180A-S,Avondale Rd south of 180th Ave NE,09/27/2018,3,40894,,,,,,,,,11:00 AM,972,6:00 PM,1936,7:00 AM,1844,3:00 PM,1177,"(47.6818, -122.100643)"
051S-WLSP-W,NE 51st St west of West Lake Sammamish Pkwy,10/18/2018,3,3744,11:00 AM,55,5:00 PM,282,9:00 AM,452,5:00 PM,181,,,,,,,,,"(47.657422, -122.122217)"
REDW-164A-E,Redmond Way east of 164th Ave NE,11/08/2018,3,19929,11:00 AM,558,4:00 PM,808,8:00 AM,746,3:00 PM,733,,,,,,,,,"(47.673673, -122.120781)"
070S-ORR-N,Old Redmond Rd north of NE 70th St,12/06/2018,3,6984,,,,,,,,,8:00 AM,263,5:00 PM,603,9:00 AM,248,4:00 PM,242,"(47.668789, -122.133377)"
WLSP-LEAW-S,West Lake Sammamish Pkwy south of Leary Way,11/03/2009,3,36419,,,,,,,,,8:00 AM,1540,6:00 PM,2211,8:00 AM,1168,5:00 PM,1141,"(47.668958, -122.128649)"
080S-134A-S,134th Ave NE south of NE 80th St,12/06/2018,3,252,,,,,,,,,7:00 AM,29,2:00 PM,16,7:00 AM,21,6:00 PM,14,"(47.674174, -122.161239)"
MMW-WLSP-N,West Lake Sammamish Pkwy north of Marymoor Way,10/25/2018,3,22185,,,,,,,,,9:00 AM,752,5:00 PM,1185,9:00 AM,1137,5:00 PM,1044,"(47.663398, -122.126874)"
REDW-076S-W,Redmond Way west of NE 76th St,11/15/1999,3,36581,11:00 AM,1148,12:00 PM,1342,11:00 AM,1465,4:00 PM,1501,,,,,,,,,"(47.670244, -122.109003)"
085S-160A-S,160th Ave NE south of NE 85th St,11/15/2018,3,6036,,,,,,,,,11:00 AM,206,5:00 PM,283,11:00 AM,225,4:00 PM,261,"(47.678112, -122.127497)"
REDW-170A-S,170th Ave NE south of Redmond Way,12/06/2018,3,14802,,,,,,,,,11:00 AM,533,4:00 PM,775,9:00 AM,532,12:00 PM,545,"(47.670923, -122.11334)"
116S-AVR-E,NE 116th St east of Avondale Rd,09/27/2018,3,2305,8:00 AM,169,3:00 PM,96,8:00 AM,79,4:00 PM,128,,,,,,,,,"(47.702717, -122.0877)"
116S-RWR-E,NE 116th St east of Red-Wood Rd,09/27/2018,3,8739,11:00 AM,203,5:00 PM,463,7:00 AM,481,5:00 PM,432,,,,,,,,,"(47.703988, -122.130391)"
ORR-140A-W,Old Redmond Rd west of 140th Ave NE,11/15/2018,3,12737,9:00 AM,626,5:00 PM,547,7:00 AM,459,5:00 PM,698,,,,,,,,,"(47.666826, -122.155064)"
REDW-188A-W,Redmond Way west of 188th Ave NE,11/08/2018,3,31866,11:00 AM,685,4:00 PM,1558,7:00 AM,1841,3:00 PM,938,,,,,,,,,"(47.657596, -122.088804)"
ORR-148A-S,148th Ave NE south of Old Redmond Rd,11/08/2018,3,22522,,,,,,,,,11:00 AM,490,4:00 PM,1625,9:00 AM,1590,5:00 PM,506,"(47.667181, -122.143111)"
085S-166A-N,166th Ave NE north of NE 85th St,11/15/2018,3,14201,,,,,,,,,7:00 AM,278,5:00 PM,1144,8:00 AM,1179,4:00 PM,394,"(47.678922, -122.119169)"
WLSP-LEAW-S,West Lake Sammamish Pkwy south of Leary Way,08/01/1996,3,16707,,,,,,,,,8:00 AM,270,5:00 PM,279,7:00 AM,1536,4:00 PM,855,"(47.668958, -122.128649)"
CLES-LEAW-W,Cleveland St west of Leary Way,09/08/1997,3,11052,11:00 AM,784,4:00 PM,1003,,,,,,,,,,,,,"(47.67358, -122.123769)"
051S-148A-S,148th Ave NE south of NE 51st St,07/07/1998,3,24923,,,,,,,,,11:00 AM,651,5:00 PM,1361,8:00 AM,1105,5:00 PM,909,"(47.653699, -122.143322)"
079S-166A-E,NE 79th St east of 166th Ave NE,11/01/2005,3,9715,9:00 AM,334,6:00 PM,544,10:00 AM,332,5:00 PM,336,,,,,,,,,"(47.673891, -122.118088)"
090S-RWR-N,Red-Wood Rd north of NE 90th St,11/02/2010,3,19869,,,,,,,,,11:00 AM,447,5:00 PM,1219,8:00 AM,1382,4:00 PM,575,"(47.685232, -122.125883)"
040S-156A-W,NE 40th St west of 156th Ave NE,09/18/2012,3,27166,9:00 AM,1765,5:00 PM,937,8:00 AM,723,5:00 PM,1467,,,,,,,,,"(47.64604, -122.133005)"
020S-148A-W,NE 20th St west of 148th Ave NE,09/30/2014,3,18336,11:00 AM,678,1:00 PM,759,11:00 AM,672,5:00 PM,853,,,,,,,,,"(47.627869, -122.143992)"
BCP-LEAW-W,Bear Creek Pkwy west of Leary Way,07/14/1998,3,22678,11:00 AM,866,6:00 PM,1366,8:00 AM,738,3:00 PM,745,,,,,,,,,"(47.671487, -122.125911)"
NHR-AVR-S,Avondale Rd south of Novelty Hill Rd,10/04/2010,7,25220,,,,,,,,,11:00 AM,872,6:00 PM,1433,6:00 AM,1019,12:00 PM,609,"(47.686078, -122.095259)"
051S-156A-N,156th Ave NE north of NE 51st St,09/25/2007,3,4083,,,,,,,,,8:00 AM,71,5:00 PM,553,8:00 AM,251,12:00 PM,99,"(47.65504, -122.132495)"
116S-AVR-S,Avondale Road south of NE 116th St,09/06/2005,3,26904,,,,,,,,,11:00 AM,654,5:00 PM,1391,7:00 AM,1549,3:00 PM,799,"(47.701729, -122.092788)"
CLES-LEAW-S,Leary Way south of Cleveland St,12/03/1996,3,16730,,,,,,,,,11:00 AM,508,5:00 PM,1017,7:00 AM,890,4:00 PM,487,"(47.673098, -122.123326)"
085S-161A-S,161st Ave NE south of NE 85th St,09/18/2001,3,8746,,,,,,,,,11:00 AM,360,5:00 PM,438,11:00 AM,279,1:00 PM,307,"(47.677995, -122.125547)"
104S-166A-S,166th Ave NE south of NE 104th St,10/13/2008,7,9660,,,,,,,,,7:00 AM,225,5:00 PM,560,8:00 AM,665,2:00 PM,331,"(47.692107, -122.118314)"
CLES-LEAW-E,Cleveland St east of Leary Way,10/14/2008,3,13946,11:00 AM,897,5:00 PM,1325,,,,,,,,,,,,,"(47.673344, -122.12279)"
090S-RWR-N,Red-Wood Rd north of NE 90th St,11/08/2011,3,18754,,,,,,,,,11:00 AM,516,4:00 PM,1099,7:00 AM,1234,2:00 PM,511,"(47.685232, -122.125883)"
WLSP-BRR-E,West Lake Sammamish Pkwy east of Bel-Red Rd,11/15/1999,3,9604,8:00 AM,216,5:00 PM,657,7:00 AM,575,4:00 PM,306,,,,,,,,,"(47.650734, -122.11599)"
REDW-LEAW-N,Leary Way north of Redmond Way,05/15/2006,3,8358,,,,,,,,,11:00 AM,216,5:00 PM,424,8:00 AM,492,4:00 PM,234,"(47.674533, -122.122548)"
040S-WLSP-W,NE 40th St west of West Lake Sammamish Pkwy,09/18/2012,3,4688,8:00 AM,101,5:00 PM,428,8:00 AM,360,5:00 PM,115,,,,,,,,,"(47.646117, -122.108195)"
085S-164A-W,NE 85th St west of 164th Ave NE,11/29/2016,3,9316,11:00 AM,307,5:00 PM,748,8:00 AM,449,1:00 PM,305,,,,,,,,,"(47.678485, -122.122287)"
090S-RWR-N,Red-Wood Rd north of NE 90th St,10/14/2008,3,20585,,,,,,,,,11:00 AM,432,5:00 PM,1199,8:00 AM,1409,4:00 PM,603,"(47.685232, -122.125883)"
ORR-140A-W,Old Redmond Rd west of 140th Ave NE,10/07/2008,3,12600,8:00 AM,567,5:00 PM,530,8:00 AM,387,5:00 PM,787,,,,,,,,,"(47.666826, -122.155064)"
116S-RWR-E,NE 116th St east of Red-Wood Rd,03/13/2000,3,5108,8:00 AM,121,5:00 PM,369,7:00 AM,353,3:00 PM,143,,,,,,,,,"(47.703988, -122.130391)"
MMW-WLSP-E,Marymoor Way east of West Lake Sammamish Pkwy,05/20/2003,3,4996,11:00 AM,105,6:00 PM,592,9:00 AM,113,6:00 PM,336,,,,,,,,,"(47.663342, -122.12233)"
024S-152A-W,NE 24th St west of 152nd Ave NE,07/22/1996,7,28079,11:00 AM,776,5:00 PM,878,11:00 AM,1115,12:00 PM,1217,,,,,,,,,"(47.631538, -122.138406)"
024S-173A-W,NE 24th St west of 173rd Ave NE,10/02/2001,3,8333,11:00 AM,227,5:00 PM,466,8:00 AM,428,3:00 PM,255,,,,,,,,,"(47.631244, -122.1103)"
085S-154A-S,154th Ave NE south of NE 85th St,09/18/2001,3,13188,,,,,,,,,7:00 AM,454,4:00 PM,506,7:00 AM,653,4:00 PM,500,"(47.677883, -122.134658)"
104S-166A-W,NE 104th St west of 166th Ave NE,10/21/2014,3,4373,7:00 AM,244,5:00 PM,217,7:00 AM,190,5:00 PM,197,,,,,,,,,"(47.69292, -122.119748)"
REDW-170A-S,170th Ave NE south of Redmond Way,11/08/2005,3,15749,,,,,,,,,11:00 AM,518,6:00 PM,993,11:00 AM,661,12:00 PM,706,"(47.670923, -122.11334)"
BRR-156A-N,156th Ave NE north of Bel-Red Rd,10/07/2008,3,18366,,,,,,,,,9:00 AM,1404,1:00 PM,705,11:00 AM,564,5:00 PM,1276,"(47.633047, -122.132351)"
051S-WLSP-W,NE 51st St west of West Lake Sammamish Pkwy,09/25/2012,3,3422,9:00 AM,234,5:00 PM,152,9:00 AM,88,5:00 PM,473,,,,,,,,,"(47.657422, -122.122217)"
024S-173A-W,NE 24th St west of 173rd Ave NE,04/17/2006,3,7521,11:00 AM,192,5:00 PM,463,8:00 AM,399,3:00 PM,219,,,,,,,,,"(47.631244, -122.1103)"
104S-AVR-W,NE 104th St west of Avondale Rd,04/17/2006,3,7708,8:00 AM,377,2:00 PM,319,8:00 AM,350,5:00 PM,285,,,,,,,,,"(47.693432, -122.094274)"
051S-WLSP-N,West Lake Sammamish Pkwy north of NE 51st St,03/19/2007,3,22632,,,,,,,,,8:00 AM,794,5:00 PM,1440,9:00 AM,1046,5:00 PM,1021,"(47.658604, -122.1223)"
024S-173A-S,173rd Ave NE south of NE 24th St,11/01/1999,3,2116,,,,,,,,,8:00 AM,104,4:00 PM,72,10:00 AM,61,6:00 PM,124,"(47.630427, -122.109408)"
REDW-EBR-E,Redmond Way east of Eastbound Ramp SR 520,11/18/2014,3,54399,11:00 AM,1430,6:00 PM,2249,8:00 AM,2726,3:00 PM,1749,,,,,,,,,"(47.6693, -122.105771)"
080S-140A-W,NE 80th St west of 140th Ave NE,10/13/2009,3,1844,7:00 AM,83,4:00 PM,90,7:00 AM,45,5:00 PM,128,,,,,,,,,"(47.675324, -122.154641)"
076S-166A-W,NE 76th St west of 166th Ave NE,11/01/2005,3,3448,11:00 AM,82,2:00 PM,175,10:00 AM,119,1:00 PM,127,,,,,,,,,"(47.671782, -122.119751)"
040S-148A-N,148th Ave NE north of NE 40th St,03/15/2010,7,19793,,,,,,,,,11:00 AM,584,4:00 PM,1190,8:00 AM,893,4:00 PM,679,"(47.646758, -122.142991)"
UHR-AVR-N,Avondale Rd north of Union Hill Rd,10/20/2009,3,35027,,,,,,,,,11:00 AM,781,4:00 PM,1697,7:00 AM,1715,3:00 PM,1013,"(47.675545, -122.106003)"
104S-AVR-W,NE 104th St west of Avondale Rd,08/12/1997,3,6516,9:00 AM,152,5:00 PM,257,8:00 AM,275,5:00 PM,324,,,,,,,,,"(47.693432, -122.094274)"
REDW-148A-E,Redmond Way east of 148th Ave NE,11/15/2005,3,27317,11:00 AM,817,5:00 PM,1197,7:00 AM,844,4:00 PM,1117,,,,,,,,,"(47.675144, -122.141922)"
BRR-156A-S,156th Ave NE south of Bel-Red Rd,03/13/2000,3,16803,,,,,,,,,8:00 AM,956,12:00 PM,700,11:00 AM,599,5:00 PM,807,"(47.632153, -122.132355)"
065S-ELSP-W,NE 65th St west of East Lake Sammamish Pkwy,05/01/2006,3,6652,11:00 AM,175,5:00 PM,428,9:00 AM,284,4:00 PM,323,,,,,,,,,"(47.663963, -122.100624)"
116S-WILR-N,Willows Rd north of NE 116th St,09/20/1999,3,18294,,,,,,,,,11:00 AM,568,5:00 PM,1177,7:00 AM,1059,12:00 PM,505,"(47.707813, -122.153989)"
068S-180A-E,NE 68th St east of 180th Ave NE,05/01/2006,3,7851,7:00 AM,310,3:00 PM,361,8:00 AM,317,3:00 PM,349,,,,,,,,,"(47.667039, -122.09928)"
WLSP-BRR-N,West Lake Sammamish Pkwy north of Bel-Red Rd,11/15/1999,3,23315,,,,,,,,,8:00 AM,921,5:00 PM,1000,9:00 AM,1112,5:00 PM,1065,"(47.652459, -122.117008)"
076S-188A-E,NE 76th St east of 188th Ave NE,11/29/2016,3,559,10:00 AM,25,1:00 PM,20,10:00 AM,49,1:00 PM,40,,,,,,,,,"(47.672161, -122.088503)"
BCP-LEAW-E,Bear Creek Pkwy east of Leary Way,10/19/2010,3,15647,11:00 AM,406,5:00 PM,772,9:00 AM,656,6:00 PM,748,,,,,,,,,"(47.671467, -122.124427)"
085S-161A-N,161st Ave NE north of NE 85th St,06/24/1997,3,6707,,,,,,,,,11:00 AM,241,4:00 PM,325,11:00 AM,204,12:00 PM,278,"(47.679006, -122.125542)"
080S-140A-W,NE 80th St west of 140th Ave NE,09/17/2013,3,2542,9:00 AM,139,5:00 PM,136,7:00 AM,99,5:00 PM,236,,,,,,,,,"(47.675324, -122.154641)"
CLES-166A-N,166th Ave NE north of Cleveland St,03/13/2000,3,7155,,,,,,,,,11:00 AM,239,5:00 PM,376,11:00 AM,297,12:00 PM,293,"(47.672597, -122.118866)"
076S-166A-N,166th Ave NE north of NE 76th St,11/06/2012,3,6104,,,,,,,,,11:00 AM,228,5:00 PM,317,11:00 AM,228,1:00 PM,253,"(47.671868, -122.118867)"
116S-WILR-N,Willows Rd north of NE 116th St,10/16/2012,3,22421,,,,,,,,,11:00 AM,534,4:00 PM,1421,7:00 AM,1397,4:00 PM,626,"(47.707813, -122.153989)"
REDW-148A-W,Redmond Way west of 148th Ave NE,09/18/2001,3,40319,8:00 AM,1665,4:00 PM,1396,11:00 AM,1182,5:00 PM,2020,,,,,,,,,"(47.675177, -122.145)"
079S-AVW-W,NE 79th St west of Avondale Way,05/01/2006,3,11483,11:00 AM,471,4:00 PM,688,11:00 AM,366,3:00 PM,389,,,,,,,,,"(47.672803, -122.113561)"
085S-166A-N,166th Ave NE north of NE 85th St,08/27/1996,7,12011,,,,,,,,,11:00 AM,301,5:00 PM,912,7:00 AM,702,7:00 PM,467,"(47.678922, -122.119169)"
ORR-140A-W,Old Redmond Rd west of 140th Ave NE,11/01/1999,3,14727,9:00 AM,585,6:00 PM,583,8:00 AM,560,6:00 PM,882,,,,,,,,,"(47.666826, -122.155064)"
085S-164A-W,NE 85th St west of 164th Ave NE,09/13/2005,3,12108,11:00 AM,455,5:00 PM,854,8:00 AM,504,12:00 PM,389,,,,,,,,,"(47.678485, -122.122287)"
159P-LEAW-W,159th Pl NE west of Leary Way,09/27/1999,3,7392,11:00 AM,235,12:00 PM,277,11:00 AM,134,3:00 PM,173,,,,,,,,,"(47.672034, -122.127827)"
040S-BRR-S,Bel-Red Rd south of NE 40th St,11/01/1999,3,12855,,,,,,,,,9:00 AM,373,6:00 PM,670,9:00 AM,629,6:00 PM,536,"(47.64369, -122.115981)"
040S-140A-S,140th Ave NE south of NE 40th St,10/12/2010,3,9787,,,,,,,,,9:00 AM,334,4:00 PM,508,8:00 AM,445,4:00 PM,388,"(47.645381, -122.1535)"
031S-156A-E,NE 31st St east of 156th Ave NE,09/27/1999,3,8071,8:00 AM,540,1:00 PM,281,11:00 AM,261,5:00 PM,570,,,,,,,,,"(47.638152, -122.132)"
REDW-170A-W,Redmond Way west of 170th Ave NE,10/30/2012,3,26027,11:00 AM,730,6:00 PM,964,7:00 AM,915,3:00 PM,1035,,,,,,,,,"(47.671609, -122.113663)"
085S-164A-E,NE 85th St east of 164th Ave NE,10/04/1999,3,9608,11:00 AM,348,5:00 PM,593,8:00 AM,475,12:00 PM,365,,,,,,,,,"(47.678478, -122.120933)"
ORR-140A-N,140th Ave NE north of Old Redmond Rd,07/15/1997,3,9152,,,,,,,,,11:00 AM,294,5:00 PM,504,7:00 AM,426,5:00 PM,310,"(47.666785, -122.153333)"
076S-188A-S,188th Ave NE south of NE 76th St,11/29/2016,3,8232,,,,,,,,,8:00 AM,387,4:00 PM,403,9:00 AM,209,6:00 PM,428,"(47.671252, -122.0895)"
085S-160A-W,NE 85th St west of 160th Ave NE,09/18/2001,3,9966,11:00 AM,397,4:00 PM,524,7:00 AM,444,12:00 PM,442,,,,,,,,,"(47.678544, -122.128132)"
040S-150A-E,NE 40th St east of 150th Ave NE,09/11/2007,3,20206,9:00 AM,685,5:00 PM,1100,9:00 AM,767,5:00 PM,863,,,,,,,,,"(47.645974, -122.13906)"
CLES-166A-N,166th Ave NE north of Cleveland St,11/06/2001,3,6391,,,,,,,,,11:00 AM,225,5:00 PM,405,11:00 AM,210,12:00 PM,258,"(47.672597, -122.118866)"
NHR-AVR-S,Avondale Rd south of Novelty Hill Rd,11/11/2014,7,37756,,,,,,,,,11:00 AM,856,4:00 PM,1919,7:00 AM,1652,12:00 PM,1106,"(47.686078, -122.095259)"
090S-RWR-N,Red-Wood Rd north of NE 90th St,10/22/2013,3,18252,,,,,,,,,11:00 AM,456,4:00 PM,1069,8:00 AM,1112,3:00 PM,542,"(47.685232, -122.125883)"
REDW-170A-S,170th Ave NE south of Redmond Way,11/27/2007,3,15272,,,,,,,,,11:00 AM,199,6:00 PM,875,11:00 AM,556,12:00 PM,729,"(47.670923, -122.11334)"
083S-164A-E,NE 83rd St east of 164th Ave NE,10/27/2009,3,7814,8:00 AM,247,5:00 PM,422,8:00 AM,237,5:00 PM,301,,,,,,,,,"(47.676673, -122.120952)"
