Intersection-Leg,Description,Start Date,Days,AWDT,EB Peak AM Hour,EB Peak AM Volume,EB Peak PM Hour,EB Peak PM Volume,WB Peak AM Hour,WB Peak AM Volume,WB Peak PM Hour,WB Peak PM Volume,NB Peak AM Hour,NB Peak AM Volume,NB Peak PM Hour,NB Peak PM Volume,SB Peak AM Hour,SB Peak AM Volume,SB Peak PM Hour,SB Peak PM Volume,Location
REDW-164A-N,164th Ave NE north of Redmond Way,10/16/2012,3,11253,,,,,,,,,9:00 AM,304,4:00 PM,406,9:00 AM,475,4:00 PM,537,"(47.674212, -122.121583)"
024S-152A-W,NE 24th St west of 152nd Ave NE,03/31/2008,7,27658,9:00 AM,997,1:00 PM,1118,11:00 AM,836,12:00 PM,984,,,,,,,,,"(47.631538, -122.138406)"
085S-164A-S,164th Ave NE south of NE 85th St,08/19/1996,7,15234,,,,,,,,,11:00 AM,418,5:00 PM,653,7:00 AM,611,5:00 PM,640,"(47.67787, -122.121603)"
BRR-156A-S,156th Ave NE south of Bel-Red Rd,11/12/2007,3,17985,,,,,,,,,10:00 AM,1112,2:00 PM,663,11:00 AM,362,6:00 PM,1131,"(47.632153, -122.132355)"
116S-AVR-E,NE 116th St east of Avondale Rd,10/26/2010,3,2044,7:00 AM,142,3:00 PM,106,8:00 AM,103,3:00 PM,123,,,,,,,,,"(47.702717, -122.0877)"
024S-152A-N,152nd Ave NE north of NE 24th St,08/04/1997,7,9850,,,,,,,,,8:00 AM,581,1:00 PM,533,11:00 AM,514,5:00 PM,769,"(47.632262, -122.137708)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,08/05/1997,3,39190,7:00 AM,1564,5:00 PM,1299,11:00 AM,1150,5:00 PM,1684,,,,,,,,,"(47.678435, -122.159375)"
REDW-170A-N,170th Ave NE north of Redmond Way,11/27/2007,3,7892,,,,,,,,,11:00 AM,176,6:00 PM,457,9:00 AM,281,1:00 PM,264,"(47.671868, -122.112833)"
085S-164A-E,NE 85th St east of 164th Ave NE,10/28/2014,3,9996,11:00 AM,243,5:00 PM,742,8:00 AM,548,4:00 PM,362,,,,,,,,,"(47.678478, -122.120933)"
090S-WILR-N,Willows Rd north of NE 90th St,09/18/2001,3,27171,,,,,,,,,11:00 AM,1109,5:00 PM,1327,8:00 AM,1056,12:00 PM,1032,"(47.682665, -122.142824)"
051S-156A-N,156th Ave NE north of NE 51st St,10/25/2005,3,3665,,,,,,,,,11:00 AM,80,5:00 PM,452,8:00 AM,244,1:00 PM,89,"(47.65504, -122.132495)"
109S-RWR-N,Red-Wood Rd north of NE 109th St,10/09/2007,3,17114,,,,,,,,,11:00 AM,385,5:00 PM,1013,8:00 AM,1004,5:00 PM,500,"(47.69981, -122.132081)"
080S-171A-N,171st Ave NE north of NE 80th St,10/30/2012,3,1045,,,,,,,,,11:00 AM,25,5:00 PM,59,8:00 AM,83,3:00 PM,37,"(47.675439, -122.111395)"
079S-166A-S,166th Ave NE south of NE 79th St,11/13/2000,3,6715,,,,,,,,,11:00 AM,226,5:00 PM,360,8:00 AM,250,12:00 PM,251,"(47.673508, -122.118865)"
REDW-161A-N,161st Ave NE north of Redmond Way,10/20/2011,7,6975,,,,,,,,,11:00 AM,320,6:00 PM,394,9:00 AM,194,5:00 PM,221,"(47.675427, -122.125559)"
090S-160A-N,160th Ave NE north of NE 90th St,11/06/2012,3,3825,,,,,,,,,8:00 AM,241,5:00 PM,119,11:00 AM,96,6:00 PM,235,"(47.682669, -122.127565)"
REDW-WILR-E,Redmond Way east of Willows Rd,11/06/2001,3,38721,8:00 AM,1236,5:00 PM,1695,7:00 AM,1284,5:00 PM,1469,,,,,,,,,"(47.674182, -122.135315)"
REDW-LEAW-E,Redmond Way east of Leary Way,10/13/2008,3,15151,,,,,8:00 AM,1096,12:00 PM,1122,,,,,,,,,"(47.674103, -122.122354)"
NHR-AVR-N,Avondale Rd north of Novelty Hill Rd,11/02/2010,3,25945,,,,,,,,,7:00 AM,667,5:00 PM,1418,6:00 AM,799,2:00 PM,831,"(47.690064, -122.091883)"
159P-LEAW-W,159th Pl NE west of Leary Way,10/09/2007,3,27909,11:00 AM,1052,5:00 PM,1538,8:00 AM,921,1:00 PM,879,,,,,,,,,"(47.672034, -122.127827)"
083S-164A-E,NE 83rd St east of 164th Ave NE,05/01/2006,3,6795,11:00 AM,238,5:00 PM,479,7:00 AM,162,5:00 PM,220,,,,,,,,,"(47.676673, -122.120952)"
085S-160A-S,160th Ave NE south of NE 85th St,10/02/2007,3,6943,,,,,,,,,11:00 AM,230,5:00 PM,327,11:00 AM,283,12:00 PM,313,"(47.678112, -122.127497)"
076S-180A-W,NE 76th St west of 178th Pl NE and 180th Ave NE,10/20/2009,3,6659,11:00 AM,211,5:00 PM,318,8:00 AM,394,3:00 PM,317,,,,,,,,,"(47.671676, -122.103036)"
104S-166A-W,NE 104th St west of 166th Ave NE,06/24/1997,3,3629,8:00 AM,104,5:00 PM,195,8:00 AM,93,5:00 PM,145,,,,,,,,,"(47.69292, -122.119748)"
NHR-AVR-N,Avondale Rd north of Novelty Hill Rd,10/23/2012,3,27218,,,,,,,,,11:00 AM,674,5:00 PM,1553,7:00 AM,1129,5:00 PM,888,"(47.690064, -122.091883)"
ORR-WLSP-N,West Lake Sammamish Pkwy north of Old Redmond Rd,11/04/1997,3,11450,,,,,,,,,8:00 AM,340,6:00 PM,409,9:00 AM,452,6:00 PM,620,"(47.672629, -122.133731)"
NHR-AVR-S,Avondale Rd south of Novelty Hill Rd,03/02/2009,7,36653,,,,,,,,,11:00 AM,924,5:00 PM,1783,7:00 AM,1636,12:00 PM,1159,"(47.686078, -122.095259)"
REDW-LEAW-N,Leary Way north of Redmond Way,08/19/1996,3,8199,,,,,,,,,11:00 AM,197,5:00 PM,563,7:00 AM,521,5:00 PM,295,"(47.674533, -122.122548)"
085S-164A-E,NE 85th St east of 164th Ave NE,10/02/2007,3,10023,11:00 AM,297,5:00 PM,794,8:00 AM,505,12:00 PM,332,,,,,,,,,"(47.678478, -122.120933)"
116S-172A-S,172nd Ave NE south of NE 116th St,09/06/2005,3,3762,,,,,,,,,8:00 AM,101,5:00 PM,257,8:00 AM,368,3:00 PM,117,"(47.703554, -122.110879)"
076S-166A-E,NE 76th St east of 166th Ave NE,10/28/2014,3,3844,11:00 AM,105,5:00 PM,175,11:00 AM,196,5:00 PM,236,,,,,,,,,"(47.671372, -122.118071)"
REDW-164A-E,Redmond Way east of 164th Ave NE,10/27/2009,3,16843,,,,,8:00 AM,1179,3:00 PM,1328,,,,,,,,,"(47.673673, -122.120781)"
ORR-140A-E,Old Redmond Rd east of 140th Ave NE,06/17/1997,3,11241,7:00 AM,437,5:00 PM,535,7:00 AM,408,5:00 PM,567,,,,,,,,,"(47.666097, -122.152862)"
085S-158A-S,158th Ave NE south of NE 85th St,10/20/2009,3,4717,,,,,,,,,11:00 AM,127,5:00 PM,384,8:00 AM,259,3:00 PM,234,"(47.677939, -122.130278)"
REDW-LEAW-E,Redmond Way east of Leary Way,10/16/2001,3,15442,,,,,9:00 AM,1083,12:00 PM,1191,,,,,,,,,"(47.674103, -122.122354)"
104S-AVR-N,Avondale Road north of NE 104th St,10/20/2009,3,25148,,,,,,,,,11:00 AM,672,5:00 PM,1482,7:00 AM,1231,4:00 PM,649,"(47.693547, -122.092955)"
065S-ELSP-S,East Lake Sammamish Pkwy south of NE 65th St,10/14/2014,3,18281,,,,,,,,,8:00 AM,1090,5:00 PM,546,11:00 AM,408,5:00 PM,1283,"(47.663474, -122.099403)"
080S-171A-N,171st Ave NE north of NE 80th St,04/21/2015,3,1428,,,,,,,,,11:00 AM,34,5:00 PM,108,8:00 AM,132,3:00 PM,46,"(47.675439, -122.111395)"
085S-164A-S,164th Ave NE south of NE 85th St,10/02/2007,3,15995,,,,,,,,,10:00 AM,354,5:00 PM,619,9:00 AM,728,1:00 PM,672,"(47.67787, -122.121603)"
040S-150A-E,NE 40th St east of 150th Ave NE,11/03/2009,3,19438,9:00 AM,792,5:00 PM,905,9:00 AM,881,5:00 PM,1175,,,,,,,,,"(47.645974, -122.13906)"
NHR-AVR-S,Avondale Rd south of Novelty Hill Rd,09/17/2013,7,34933,,,,,,,,,11:00 AM,1007,6:00 PM,2008,6:00 AM,1383,12:00 PM,1323,"(47.686078, -122.095259)"
UHR-AVR-W,Union Hill Rd west of Avondale Rd,07/16/1996,3,12360,11:00 AM,368,5:00 PM,643,7:00 AM,545,12:00 PM,530,,,,,,,,,"(47.674887, -122.106579)"
040S-148A-N,148th Ave NE north of NE 40th St,10/26/2009,7,22618,,,,,,,,,9:00 AM,627,5:00 PM,1472,9:00 AM,1156,5:00 PM,705,"(47.646758, -122.142991)"
ORR-WLSP-S,West Lake Sammamish Pkwy south of Old Redmond Rd,11/01/1999,3,11565,,,,,,,,,9:00 AM,250,5:00 PM,403,9:00 AM,549,6:00 PM,571,"(47.671592, -122.132883)"
024S-173A-W,NE 24th St west of 173rd Ave NE,07/09/1996,3,7701,11:00 AM,217,5:00 PM,446,7:00 AM,334,5:00 PM,232,,,,,,,,,"(47.631244, -122.1103)"
085S-160A-N,160th Ave NE north of NE 85th St,06/24/1997,3,10062,,,,,,,,,11:00 AM,278,5:00 PM,473,7:00 AM,542,12:00 PM,442,"(47.678975, -122.127506)"
090S-RWR-N,Red-Wood Rd north of NE 90th St,10/13/2009,3,19276,,,,,,,,,11:00 AM,441,5:00 PM,1216,8:00 AM,1468,5:00 PM,605,"(47.685232, -122.125883)"
068S-180A-E,NE 68th St east of 180th Ave NE,10/30/2012,3,3939,7:00 AM,160,12:00 PM,136,8:00 AM,243,3:00 PM,200,,,,,,,,,"(47.667039, -122.09928)"
085S-160A-S,160th Ave NE south of NE 85th St,10/27/2009,3,6093,,,,,,,,,11:00 AM,255,1:00 PM,325,11:00 AM,238,5:00 PM,280,"(47.678112, -122.127497)"
085S-164A-S,164th Ave NE south of NE 85th St,10/04/1999,3,15802,,,,,,,,,11:00 AM,378,4:00 PM,619,8:00 AM,744,5:00 PM,686,"(47.67787, -122.121603)"
REDW-161A-N,161st Ave NE north of Redmond Way,03/02/2009,7,6568,,,,,,,,,11:00 AM,321,12:00 PM,349,11:00 AM,194,1:00 PM,220,"(47.675427, -122.125559)"
BCP-LEAW-E,Bear Creek Pkwy east of Leary Way,10/02/2012,3,14610,9:00 AM,644,6:00 PM,749,11:00 AM,369,5:00 PM,698,,,,,,,,,"(47.671467, -122.124427)"
024S-148A-S,148th Ave NE south of NE 24th St,10/26/2009,3,35210,,,,,,,,,9:00 AM,1213,5:00 PM,1201,11:00 AM,1173,5:00 PM,1523,"(47.630893, -122.143061)"
NHR-AVR-N,Avondale Rd north of Novelty Hill Rd,07/22/1997,3,29572,,,,,,,,,11:00 AM,678,5:00 PM,1469,7:00 AM,1542,5:00 PM,921,"(47.690064, -122.091883)"
040S-WLSP-W,NE 40th St west of West Lake Sammamish Pkwy,11/01/1999,3,3743,9:00 AM,46,6:00 PM,366,9:00 AM,294,6:00 PM,77,,,,,,,,,"(47.646117, -122.108195)"
REDW-164A-N,164th Ave NE north of Redmond Way,10/27/2009,3,8694,,,,,,,,,11:00 AM,239,4:00 PM,297,11:00 AM,433,12:00 PM,503,"(47.674212, -122.121583)"
REDW-164A-N,164th Ave NE north of Redmond Way,05/01/2006,3,11730,,,,,,,,,11:00 AM,298,4:00 PM,364,11:00 AM,516,12:00 PM,576,"(47.674212, -122.121583)"
085S-164A-E,NE 85th St east of 164th Ave NE,09/08/1997,3,6026,11:00 AM,244,5:00 PM,551,7:00 AM,333,12:00 PM,192,,,,,,,,,"(47.678478, -122.120933)"
085S-160A-S,160th Ave NE south of NE 85th St,05/01/2006,3,7208,,,,,,,,,11:00 AM,243,5:00 PM,315,11:00 AM,296,12:00 PM,327,"(47.678112, -122.127497)"
040S-BRR-W,NE 40th St west of Bel-Red Rd,10/02/2001,3,8592,11:00 AM,227,5:00 PM,466,8:00 AM,456,3:00 PM,274,,,,,,,,,"(47.646078, -122.115011)"
085S-166A-S,166th Ave NE south of NE 85th St,11/29/2016,3,14637,,,,,,,,,11:00 AM,414,5:00 PM,793,8:00 AM,853,3:00 PM,489,"(47.678173, -122.119163)"
REDW-170A-N,170th Ave NE north of Redmond Way,11/27/2001,3,7322,,,,,,,,,11:00 AM,270,5:00 PM,467,8:00 AM,236,12:00 PM,254,"(47.671868, -122.112833)"
079S-AVW-N,Avondale Way north of NE 79th St,11/15/1999,3,20514,,,,,,,,,11:00 AM,586,5:00 PM,1190,8:00 AM,905,4:00 PM,652,"(47.672741, -122.112212)"
BRR-156A-W,Bel-Red Rd west of 156th Ave NE,03/13/2000,3,18331,8:00 AM,692,5:00 PM,778,8:00 AM,762,5:00 PM,859,,,,,,,,,"(47.632202, -122.133242)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,10/30/2007,3,21258,11:00 AM,494,3:00 PM,1051,6:00 AM,1090,3:00 PM,677,,,,,,,,,"(47.687801, -122.091722)"
BCP-LEAW-S,Leary Way south of Bear Creek Pkwy,11/12/2007,7,26090,,,,,,,,,11:00 AM,398,6:00 PM,1422,8:00 AM,721,2:00 PM,916,"(47.671736, -122.12529)"
065S-ELSP-S,East Lake Sammamish Pkwy south of NE 65th St,10/27/2009,3,13967,,,,,,,,,8:00 AM,744,3:00 PM,401,11:00 AM,280,5:00 PM,1075,"(47.663474, -122.099403)"
ORR-148A-S,148th Ave NE south of Old Redmond Rd,09/06/2005,3,22710,,,,,,,,,11:00 AM,533,5:00 PM,1738,8:00 AM,1451,1:00 PM,568,"(47.667181, -122.143111)"
ORR-140A-W,Old Redmond Rd west of 140th Ave NE,09/30/2014,3,13927,8:00 AM,941,5:00 PM,622,11:00 AM,258,5:00 PM,851,,,,,,,,,"(47.666826, -122.155064)"
116S-162A-S,162nd Ave NE south of NE 116th St,10/09/2012,3,2144,,,,,,,,,7:00 AM,91,5:00 PM,143,8:00 AM,167,2:00 PM,75,"(47.70317, -122.123325)"
079S-AVW-N,Avondale Way north of NE 79th St,10/27/2009,3,20459,,,,,,,,,11:00 AM,755,5:00 PM,1334,9:00 AM,642,3:00 PM,589,"(47.672741, -122.112212)"
REDW-LEAW-E,Redmond Way east of Leary Way,11/01/2005,3,15063,,,,,8:00 AM,1035,12:00 PM,1119,,,,,,,,,"(47.674103, -122.122354)"
128S-AVR-N,Avondale Rd north of NE 128th St,10/30/2012,3,25070,,,,,,,,,11:00 AM,517,5:00 PM,1754,7:00 AM,1878,12:00 PM,595,"(47.716585, -122.088303)"
128S-172A-N,172nd Ave NE north of NE 128th St,10/09/2007,3,4757,,,,,,,,,11:00 AM,110,5:00 PM,277,8:00 AM,293,3:00 PM,164,"(47.715128, -122.110513)"
024S-WLSP-N,West Lake Sammamish Pkwy north of NE 24th St,10/02/2001,3,7208,,,,,,,,,8:00 AM,539,6:00 PM,199,8:00 AM,220,5:00 PM,668,"(47.632158, -122.089235)"
085S-164A-W,NE 85th St west of 164th Ave NE,10/28/2014,3,10847,11:00 AM,308,5:00 PM,858,8:00 AM,657,2:00 PM,306,,,,,,,,,"(47.678485, -122.122287)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,06/17/1997,3,10669,,,,,,,,,11:00 AM,264,5:00 PM,660,8:00 AM,491,5:00 PM,409,"(47.664772, -122.153361)"
UHR-AVR-N,Avondale Rd north of Union Hill Rd,12/11/2007,3,34370,,,,,,,,,11:00 AM,626,5:00 PM,1581,8:00 AM,1699,12:00 PM,1019,"(47.675545, -122.106003)"
040S-WLSP-N,West Lake Sammamish Pkwy north of NE 40th St,09/06/2005,3,8530,,,,,,,,,7:00 AM,422,5:00 PM,361,8:00 AM,231,5:00 PM,488,"(47.64651, -122.107972)"
UHR-178P-E,Union Hill Rd east of 178th Pl NE,07/16/1996,3,16116,11:00 AM,435,5:00 PM,798,8:00 AM,942,1:00 PM,505,,,,,,,,,"(47.675353, -122.102273)"
NHR-AVR-S,Avondale Rd south of Novelty Hill Rd,03/13/2000,3,39689,,,,,,,,,11:00 AM,825,5:00 PM,2311,7:00 AM,2216,3:00 PM,1122,"(47.686078, -122.095259)"
040S-140A-S,140th Ave NE south of NE 40th St,10/25/2011,3,9555,,,,,,,,,9:00 AM,325,5:00 PM,485,8:00 AM,478,5:00 PM,466,"(47.645381, -122.1535)"
ORR-WLSP-W,Old Redmond Rd west of West Lake Sammamish Pkwy,10/09/2001,3,6995,9:00 AM,210,6:00 PM,377,9:00 AM,223,6:00 PM,378,,,,,,,,,"(47.671605, -122.133453)"
085S-164A-S,164th Ave NE south of NE 85th St,09/08/1997,3,14719,,,,,,,,,11:00 AM,406,4:00 PM,579,7:00 AM,708,4:00 PM,608,"(47.67787, -122.121603)"
080S-164A-W,NE 80th St west of 164th Ave NE,10/29/2013,3,5537,11:00 AM,148,5:00 PM,303,8:00 AM,416,3:00 PM,208,,,,,,,,,"(47.674867, -122.122072)"
REDW-161A-N,161st Ave NE north of Redmond Way,11/01/2005,3,8544,,,,,,,,,11:00 AM,285,2:00 PM,449,11:00 AM,227,1:00 PM,324,"(47.675427, -122.125559)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,11/05/2007,3,9934,,,,,,,,,9:00 AM,241,6:00 PM,760,9:00 AM,575,5:00 PM,338,"(47.664772, -122.153361)"
REDW-164A-E,Redmond Way east of 164th Ave NE,09/10/1996,3,19378,,,,,7:00 AM,1744,4:00 PM,1346,,,,,,,,,"(47.673673, -122.120781)"
REDW-166A-E,Redmond Way east of 166th Ave NE,10/27/2009,3,17029,,,,,9:00 AM,1175,3:00 PM,1362,,,,,,,,,"(47.67287, -122.11799)"
095S-WILR-E,NE 95th St east of Willows Rd,09/25/2012,3,7985,9:00 AM,284,3:00 PM,371,7:00 AM,300,12:00 PM,325,,,,,,,,,"(47.685905, -122.142579)"
116S-172A-S,172nd Ave NE south of NE 116th St,09/18/2001,3,2439,,,,,,,,,7:00 AM,62,5:00 PM,198,8:00 AM,197,3:00 PM,94,"(47.703554, -122.110879)"
104S-166A-E,NE 104th St east of 166th Ave NE,10/09/2012,3,8931,7:00 AM,688,5:00 PM,507,7:00 AM,551,2:00 PM,342,,,,,,,,,"(47.692912, -122.116909)"
116S-AVR-W,NE 116th St west of Avondale Rd,04/17/2006,3,7320,8:00 AM,202,5:00 PM,465,7:00 AM,601,3:00 PM,227,,,,,,,,,"(47.703172, -122.094026)"
090S-154A-W,NE 90th St west of 154th Ave NE,10/13/2009,3,13876,11:00 AM,501,5:00 PM,934,8:00 AM,889,12:00 PM,535,,,,,,,,,"(47.682226, -122.136204)"
079S-166A-S,166th Ave NE south of NE 79th St,10/27/2009,3,6486,,,,,,,,,11:00 AM,134,5:00 PM,284,8:00 AM,390,12:00 PM,283,"(47.673508, -122.118865)"
REDW-LEAW-N,Leary Way north of Redmond Way,11/18/2014,3,5410,,,,,,,,,11:00 AM,215,5:00 PM,315,8:00 AM,282,4:00 PM,131,"(47.674533, -122.122548)"
116S-AVR-E,NE 116th St east of Avondale Rd,09/24/2013,3,2260,7:00 AM,135,3:00 PM,116,8:00 AM,120,5:00 PM,134,,,,,,,,,"(47.702717, -122.0877)"
124S-WILR-N,Willows Rd north of NE 124th St,09/06/2005,3,6022,,,,,,,,,7:00 AM,229,4:00 PM,505,6:00 AM,347,4:00 PM,191,"(47.712082, -122.154051)"
NHR-AVR-S,Avondale Rd south of Novelty Hill Rd,10/24/2011,7,29205,,,,,,,,,11:00 AM,719,4:00 PM,1093,10:00 AM,1138,12:00 PM,1067,"(47.686078, -122.095259)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,10/20/2009,3,24054,8:00 AM,1728,5:00 PM,1233,11:00 AM,979,5:00 PM,2060,,,,,,,,,"(47.678435, -122.159375)"
040S-148A-W,NE 40th St west of 148th Ave NE,09/06/2005,3,7763,8:00 AM,470,1:00 PM,230,8:00 AM,256,5:00 PM,593,,,,,,,,,"(47.645923, -122.144051)"
REDW-132A-E,Redmond Way east of 132nd Ave NE,09/11/2001,3,38744,8:00 AM,1628,4:00 PM,1262,11:00 AM,1189,5:00 PM,1818,,,,,,,,,"(47.678435, -122.159375)"
WLSP-BRR-N,West Lake Sammamish Pkwy north of Bel-Red Rd,10/11/2010,7,17889,,,,,,,,,8:00 AM,754,5:00 PM,1179,9:00 AM,1126,5:00 PM,950,"(47.652459, -122.117008)"
080S-140A-E,NE 80th St east of 140th Ave NE,10/09/2001,3,1663,7:00 AM,111,5:00 PM,166,10:00 AM,15,1:00 PM,33,,,,,,,,,"(47.67531, -122.152614)"
NHR-AVR-N,Avondale Rd north of Novelty Hill Rd,09/20/1999,3,31581,,,,,,,,,8:00 AM,771,5:00 PM,1689,8:00 AM,1431,4:00 PM,905,"(47.690064, -122.091883)"
040S-148A-N,148th Ave NE north of NE 40th St,08/13/2006,7,22329,,,,,,,,,11:00 AM,642,5:00 PM,1100,9:00 AM,1016,5:00 PM,766,"(47.646758, -122.142991)"
109S-RWR-N,Red-Wood Rd north of NE 109th St,10/13/2009,3,16506,,,,,,,,,11:00 AM,364,5:00 PM,931,8:00 AM,1173,5:00 PM,591,"(47.69981, -122.132081)"
UHR-AVR-E,Union Hill Rd east of Avondale Rd,11/11/2014,3,34763,11:00 AM,1142,5:00 PM,1863,8:00 AM,1009,4:00 PM,1188,,,,,,,,,"(47.675013, -122.105123)"
NHR-AVR-E,Novelty Hill Rd east of Avondale Rd,10/14/2008,3,20336,7:00 AM,546,4:00 PM,1091,7:00 AM,993,3:00 PM,641,,,,,,,,,"(47.687801, -122.091722)"
104S-166A-S,166th Ave NE south of NE 104th St,10/24/2011,7,9054,,,,,,,,,7:00 AM,228,5:00 PM,607,8:00 AM,668,2:00 PM,317,"(47.692107, -122.118314)"
AVR-180A-S,Avondale Rd south of 180th Ave NE,05/22/2006,3,47599,,,,,,,,,11:00 AM,1064,5:00 PM,2351,7:00 AM,2255,3:00 PM,1299,"(47.6818, -122.100643)"
BCP-LEAW-S,Leary Way south of Bear Creek Pkwy,10/20/2009,3,24054,,,,,,,,,11:00 AM,833,5:00 PM,1437,8:00 AM,869,5:00 PM,806,"(47.671736, -122.12529)"
CLES-LEAW-E,Cleveland St east of Leary Way,09/08/1997,7,13673,11:00 AM,917,4:00 PM,1297,,,,,,,,,,,,,"(47.673344, -122.12279)"
REDW-161A-N,161st Ave NE north of Redmond Way,03/19/2007,3,8022,,,,,,,,,11:00 AM,348,5:00 PM,423,11:00 AM,221,12:00 PM,260,"(47.675427, -122.125559)"
024S-WLSP-W,NE 24th St west of West Lake Sammamish Pkwy,09/18/2007,3,1792,7:00 AM,64,5:00 PM,97,7:00 AM,61,4:00 PM,68,,,,,,,,,"(47.631122, -122.089802)"
ORR-WLSP-W,Old Redmond Rd west of West Lake Sammamish Pkwy,11/06/2007,3,7145,9:00 AM,267,7:00 PM,422,9:00 AM,183,6:00 PM,336,,,,,,,,,"(47.671605, -122.133453)"
REDW-161A-N,161st Ave NE north of Redmond Way,10/26/2009,7,7421,,,,,,,,,11:00 AM,363,5:00 PM,423,11:00 AM,228,12:00 PM,268,"(47.675427, -122.125559)"
085S-166A-N,166th Ave NE north of NE 85th St,10/20/2009,3,13927,,,,,,,,,11:00 AM,281,5:00 PM,927,8:00 AM,1127,3:00 PM,412,"(47.678922, -122.119169)"
REDW-WILR-N,Willows Rd north of Redmond Way,11/06/2001,3,11718,,,,,,,,,6:00 AM,421,12:00 PM,387,11:00 AM,472,3:00 PM,705,"(47.675284, -122.136661)"
REDW-148A-W,Redmond Way west of 148th Ave NE,08/05/1996,7,31557,8:00 AM,1379,5:00 PM,1392,11:00 AM,1004,5:00 PM,1464,,,,,,,,,"(47.675177, -122.145)"
ORR-140A-S,140th Ave NE south of Old Redmond Rd,12/10/1996,3,10499,,,,,,,,,7:00 AM,267,5:00 PM,644,7:00 AM,501,5:00 PM,397,"(47.664772, -122.153361)"
116S-162A-S,162nd Ave NE south of NE 116th St,10/09/2007,3,1825,,,,,,,,,9:00 AM,88,6:00 PM,83,9:00 AM,136,3:00 PM,67,"(47.70317, -122.123325)"
040S-140A-S,140th Ave NE south of NE 40th St,10/25/2005,3,10901,,,,,,,,,8:00 AM,355,5:00 PM,548,8:00 AM,508,5:00 PM,473,"(47.645381, -122.1535)"
085S-164A-N,164th Ave NE north of NE 85th St,10/28/2014,3,15571,,,,,,,,,11:00 AM,394,4:00 PM,669,9:00 AM,703,4:00 PM,577,"(47.679053, -122.121598)"
REDW-164A-S,164th Ave NE south of Redmond Way,05/01/2006,3,5648,,,,,,,,,11:00 AM,52,1:00 PM,60,11:00 AM,355,12:00 PM,391,"(47.673518, -122.121506)"
080S-171A-N,171st Ave NE north of NE 80th St,10/07/2008,3,1189,,,,,,,,,11:00 AM,31,5:00 PM,68,8:00 AM,79,5:00 PM,46,"(47.675439, -122.111395)"
116S-172A-W,NE 116th St west of 172nd Ave NE,10/27/2009,3,6988,11:00 AM,180,5:00 PM,414,8:00 AM,532,3:00 PM,236,,,,,,,,,"(47.703833, -122.112844)"
WLSP-BRR-S,Bel-Red Rd south of West Lake Sammamish Pkwy,10/06/2009,3,8581,,,,,,,,,8:00 AM,217,5:00 PM,502,8:00 AM,482,5:00 PM,349,"(47.650889, -122.116643)"
REDW-EBR-E,Redmond Way east of Eastbound Ramp SR 520,11/15/1999,3,47061,11:00 AM,1511,4:00 PM,2282,7:00 AM,1915,3:00 PM,1323,,,,,,,,,"(47.6693, -122.105771)"
085S-161A-N,161st Ave NE north of NE 85th St,09/18/2001,3,8984,,,,,,,,,11:00 AM,372,12:00 PM,399,11:00 AM,310,5:00 PM,381,"(47.679006, -122.125542)"
095S-AVR-E,NE 95th St east of Avondale Rd,10/23/2012,3,2550,8:00 AM,88,3:00 PM,128,8:00 AM,102,3:00 PM,137,,,,,,,,,"(47.685628, -122.094729)"
116S-AVR-S,Avondale Road south of NE 116th St,10/09/2007,3,26054,,,,,,,,,11:00 AM,610,5:00 PM,1391,6:00 AM,1194,3:00 PM,837,"(47.701729, -122.092788)"
109S-RWR-W,NE 109th St west of Red-Wood Rd,04/17/2006,3,1604,7:00 AM,111,5:00 PM,104,8:00 AM,23,5:00 PM,43,,,,,,,,,"(47.698249, -122.13253)"
085S-160A-S,160th Ave NE south of NE 85th St,11/04/2014,3,6151,,,,,,,,,10:00 AM,187,1:00 PM,283,10:00 AM,202,6:00 PM,268,"(47.678112, -122.127497)"
040S-148A-S,148th Ave NE south of NE 40th St,11/01/2011,3,18952,,,,,,,,,9:00 AM,607,5:00 PM,1006,8:00 AM,799,5:00 PM,721,"(47.645106, -122.142964)"
REDW-148A-S,148th Ave NE south of Redmond Way,09/20/1999,3,21383,,,,,,,,,7:00 AM,580,5:00 PM,1299,8:00 AM,1120,5:00 PM,834,"(47.673833, -122.143018)"
085S-166A-N,166th Ave NE north of NE 85th St,11/29/2016,3,14200,,,,,,,,,7:00 AM,310,5:00 PM,1127,8:00 AM,1079,3:00 PM,429,"(47.678922, -122.119169)"
068S-180A-E,NE 68th St east of 180th Ave NE,07/16/1998,3,4689,7:00 AM,236,1:00 PM,197,11:00 AM,178,5:00 PM,251,,,,,,,,,"(47.667039, -122.09928)"
085S-164A-W,NE 85th St west of 164th Ave NE,09/18/2001,3,11560,11:00 AM,463,5:00 PM,728,8:00 AM,464,12:00 PM,422,,,,,,,,,"(47.678485, -122.122287)"
024S-156A-E,NE 24th St east of 156th Ave NE,10/19/2010,3,12167,8:00 AM,599,3:00 PM,383,7:00 AM,402,5:00 PM,718,,,,,,,,,"(47.631577, -122.1311)"
159P-LEAW-W,159th Pl NE west of Leary Way,11/02/2010,3,13565,11:00 AM,882,5:00 PM,1379,8:00 AM,852,5:00 PM,776,,,,,,,,,"(47.672034, -122.127827)"
